Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,49.717804,[239  30] ; [17 22],[223.58441558  45.41558442] ; [32.41558442  6.58441558],1
n4,1,0.0,37.035745,[243  26] ; [21 18],[230.57142857  38.42857143] ; [33.42857143  5.57142857],1
p11,1,0.000278,13.214765,[225  44] ; [23 16],[216.5974026  52.4025974] ; [31.4025974  7.5974026],1
p10,1,0.000282,13.186158,[228  37] ; [23 14],[220.24834437  44.75165563] ; [30.75165563  6.24834437],1
p2,1,0.000482,12.183621,[228  39] ; [23 14],[220.45065789  46.54934211] ; [30.54934211  6.45065789],1
p7,1,0.000583,11.829303,[182  77] ; [16 22],[172.66666667  86.33333333] ; [25.33333333 12.66666667],1
s6,1,0.001545,10.024686,[183  81] ; [17 22],[174.25742574  89.74257426] ; [25.74257426 13.25742574],0
r3,1,0.002288,9.30321,[257  10] ; [33  6],[253.03921569  13.96078431] ; [36.96078431  2.03921569],0
s7,1,0.0026,9.068943,[147 103] ; [12 25],[138.50174216 111.49825784] ; [20.49825784 16.50174216],0
r4,1,0.00265,9.034265,[248  21] ; [30  9],[242.7987013  26.2012987] ; [35.2012987  3.7987013],0
p3,1,0.00288,8.88183,[156 111] ; [12 25],[147.55263158 119.44736842] ; [20.44736842 16.55263158],0
p6,1,0.00355,8.500776,[108 155] ; [ 6 31],[ 99.94 163.06] ; [14.06 22.94],0
d2,1,0.005249,7.791578,[146 121] ; [12 27],[137.8627451 129.1372549] ; [20.1372549 18.8627451],0
s8,1,0.006407,7.432039,[144 122] ; [12 27],[136.05245902 129.94754098] ; [19.94754098 19.05245902],0
p4,1,0.009455,6.734861,[173  92] ; [16 21],[165.84437086  99.15562914] ; [23.15562914 13.84437086],0
d1,1,0.012855,6.188955,[173  96] ; [17 22],[165.94155844 103.05844156] ; [24.05844156 14.94155844],0
s5,1,0.013548,6.096153,[ 94 167] ; [ 6 32],[ 87.2909699 173.7090301] ; [12.7090301 25.2909699],0
v4,1,0.013889,6.052183,[258  10] ; [34  5],[254.90553746  13.09446254] ; [37.09446254  1.90553746],0
p9,1,0.014919,5.92603,[228  36] ; [27 11],[222.91390728  41.08609272] ; [32.08609272  5.91390728],0
