Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,30.712283,[103  76] ; [13 57],[83.38955823 95.61044177] ; [32.61044177 37.38955823],1
d2,1,0.0,29.276297,[113  64] ; [18 52],[93.87449393 83.12550607] ; [37.12550607 32.87449393],1
a3,1,0.0,25.866198,[139  40] ; [31 39],[122.20883534  56.79116466] ; [47.79116466 22.20883534],1
d1,1,4e-06,21.460857,[114  66] ; [22 49],[97.52988048 82.47011952] ; [38.47011952 32.52988048],1
d4,1,6.1e-05,16.080675,[147  33] ; [40 30],[134.64  45.36] ; [52.36 17.64],1
d5,1,0.000135,14.568466,[144  36] ; [40 31],[131.95219124  48.04780876] ; [52.04780876 18.95219124],1
v4,1,0.000455,12.291903,[166  14] ; [54 17],[157.7689243  22.2310757] ; [62.2310757  8.7689243],1
a6,1,0.000844,11.141747,[131  49] ; [36 35],[119.76095618  60.23904382] ; [47.23904382 23.76095618],1
u1,1,0.000856,11.116484,[ 39 141] ; [ 3 68],[ 30.11952191 149.88047809] ; [11.88047809 59.11952191],1
r2,1,0.001256,10.406011,[168  11] ; [57 14],[161.1  17.9] ; [63.9  7.1],0
d3,1,0.002368,9.239955,[121  59] ; [33 38],[110.43824701  69.56175299] ; [43.56175299 27.43824701],0
r1,1,0.003753,8.399782,[135  45] ; [40 31],[125.49800797  54.50199203] ; [49.50199203 21.49800797],0
n4,1,0.004076,8.249668,[162  18] ; [54 17],[154.90039841  25.09960159] ; [61.09960159  9.90039841],0
s7,1,0.005074,7.852711,[79 92] ; [18 50],[ 69.40167364 101.59832636] ; [27.59832636 40.40167364],0
r4,1,0.005964,7.561256,[150  30] ; [48 23],[141.99203187  38.00796813] ; [56.00796813 14.99203187],0
p11,1,0.007153,7.234127,[135  45] ; [41 30],[126.21513944  53.78486056] ; [49.78486056 21.21513944],0
a7,1,0.008788,6.865357,[129  51] ; [38 32],[120.24  59.76] ; [46.76 23.24],0
r3,1,0.008919,6.838893,[159  20] ; [53 17],[152.40160643  26.59839357] ; [59.59839357 10.40160643],0
v2,1,0.012204,6.280986,[85 89] ; [20 45],[76.44351464 97.55648536] ; [28.55648536 36.44351464],0
v1,1,0.021183,5.311636,[83 88] ; [23 48],[74.90082645 96.09917355] ; [31.09917355 39.90082645],0
s2,1,0.041032,4.174691,[84 92] ; [23 46],[76.86530612 99.13469388] ; [30.13469388 38.86530612],0
s8,1,0.061775,3.489089,[ 70 108] ; [19 52],[ 63.62248996 114.37751004] ; [25.37751004 45.62248996],0
p9,1,0.069625,3.291851,[142  34] ; [49 21],[136.6504065  39.3495935] ; [54.3495935 15.6504065],0
