Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.912833,[91 20] ; [ 2 12],[82.584 28.416] ; [10.416  3.584],1
v4,1,0.0,29.470388,[101  10] ; [5 9],[94.128 16.872] ; [11.872  2.128],1
r1,1,3.2e-05,17.290649,[84 27] ; [ 3 11],[77.256 33.744] ; [9.744 4.256],1
s2,1,0.002924,8.8543,[54 56] ; [ 1 13],[48.79032258 61.20967742] ; [6.20967742 7.79032258],0
n6,1,0.004074,8.250566,[80 29] ; [5 9],[75.32520325 33.67479675] ; [9.67479675 4.32520325],0
s6,1,0.0044,8.110714,[67 42] ; [ 3 11],[62.03252033 46.96747967] ; [7.96747967 6.03252033],0
n4,1,0.007748,7.090862,[79 32] ; [5 9],[74.592 36.408] ; [9.408 4.592],0
r3,1,0.008453,6.934955,[95 16] ; [8 6],[91.464 19.536] ; [11.536  2.464],0
d1,1,0.008762,6.870804,[72 39] ; [ 4 10],[67.488 43.512] ; [8.512 5.488],0
s8,1,0.009384,6.748275,[47 62] ; [ 1 13],[42.53658537 66.46341463] ; [5.46341463 8.53658537],0
s3,1,0.043593,4.07225,[55 55] ; [ 3 11],[51.4516129 58.5483871] ; [6.5483871 7.4516129],0
d5,1,0.044694,4.030144,[88 21] ; [8 6],[85.07317073 23.92682927] ; [10.92682927  3.07317073],0
d2,1,0.053816,3.718391,[67 40] ; [5 9],[63.66942149 43.33057851] ; [8.33057851 5.66942149],0
d3,1,0.0558,3.658024,[68 41] ; [5 9],[64.69105691 44.30894309] ; [8.30894309 5.69105691],0
p10,1,0.061551,3.495103,[68 42] ; [5 9],[64.75806452 45.24193548] ; [8.24193548 5.75806452],0
s7,1,0.06553,3.391595,[50 56] ; [2 9],[47.11111111 58.88888889] ; [4.88888889 6.11111111],0
v2,1,0.117317,2.452779,[57 49] ; [4 9],[54.33613445 51.66386555] ; [6.66386555 6.33613445],0
a8,1,0.133433,2.252103,[ 9 96] ; [ 3 11],[10.58823529 94.41176471] ; [ 1.41176471 12.58823529],0
u2,1,0.141442,2.162206,[ 9 16] ; [3 1],[10.34482759 14.65517241] ; [1.65517241 2.34482759],0
d4,1,0.155905,2.013506,[88 21] ; [9 5],[85.95934959 23.04065041] ; [11.04065041  2.95934959],0
a4,1,0.173143,1.855517,[68 42] ; [6 8],[65.64516129 44.35483871] ; [8.35483871 5.64516129],0
p9,1,0.194964,1.679701,[71 39] ; [6 7],[68.86178862 41.13821138] ; [8.13821138 4.86178862],0
u1,1,0.201861,1.628861,[24 87] ; [ 1 13],[22.2 88.8] ; [ 2.8 11.2],0
p4,1,0.259383,1.272049,[40 69] ; [ 3 11],[38.10569106 70.89430894] ; [4.89430894 9.10569106],0
s1,1,0.276405,1.184682,[  7 104] ; [ 2 12],[  7.992 103.008] ; [ 1.008 12.992],0
n2,1,0.277858,1.177536,[33 13] ; [3 3],[31.84615385 14.15384615] ; [4.15384615 1.84615385],0
p3,1,0.312585,1.019721,[41 69] ; [ 3 10],[39.3495935 70.6504065] ; [4.6504065 8.3495935],0
v1,1,0.347016,0.88434,[45 63] ; [ 4 10],[43.37704918 64.62295082] ; [5.62295082 8.37704918],0
b5,1,0.357461,0.846794,[62 49] ; [6 8],[60.384 50.616] ; [7.616 6.384],0
p11,1,0.429046,0.625405,[60 51] ; [6 8],[58.608 52.392] ; [7.392 6.608],0
v3,1,0.441484,0.592423,[40 62] ; [ 4 10],[38.68965517 63.31034483] ; [5.31034483 8.68965517],0
a2,1,0.518048,0.417778,[33 78] ; [ 3 11],[31.968 79.032] ; [4.032 9.968],0
a6,1,0.573365,0.317084,[78 31] ; [9 5],[77.09756098 31.90243902] ; [9.90243902 4.09756098],0
n3,1,0.576992,0.311123,[26 16] ; [3 3],[25.375 16.625] ; [3.625 2.375],0
b3,1,0.594183,0.283859,[31 46] ; [4 4],[31.70588235 45.29411765] ; [3.29411765 4.70588235],0
b2,1,0.594183,0.283859,[31 46] ; [4 4],[31.70588235 45.29411765] ; [3.29411765 4.70588235],0
a1,1,0.609482,0.26093,[13 98] ; [ 1 13],[12.432 98.568] ; [ 1.568 12.432],0
b1,1,0.636876,0.222852,[56 55] ; [8 6],[56.832 54.168] ; [7.168 6.832],0
n5,1,0.646425,0.210437,[78 33] ; [9 5],[77.256 33.744] ; [9.744 4.256],0
p1,1,0.697642,0.150937,[12 99] ; [ 2 12],[12.432 98.568] ; [ 1.568 12.432],0
p5,1,0.78363,0.0754,[11 98] ; [ 1 12],[10.72131148 98.27868852] ; [ 1.27868852 11.72131148],0
p8,1,0.8121,0.05651,[29 82] ; [ 3 10],[28.64516129 82.35483871] ; [3.35483871 9.64516129],0
n1,1,0.834007,0.043917,[20 24] ; [3 3],[20.24 23.76] ; [2.76 3.24],0
p7,1,0.895888,0.017124,[33 76] ; [ 4 10],[32.78861789 76.21138211] ; [4.21138211 9.78861789],0
a7,1,0.912525,0.012068,[73 38] ; [9 5],[72.816 38.184] ; [9.184 4.816],0
b4,1,0.927161,0.008357,[62 49] ; [8 6],[62.16 48.84] ; [7.84 6.16],0
a3,1,0.977722,0.00078,[85 26] ; [10  3],[85.04032258 25.95967742] ; [9.95967742 3.04032258],0
