Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.946533,[2 6] ; [51  2],[6.95081967 1.04918033] ; [46.04918033  6.95081967],1
r1,1,0.012349,6.260053,[3 5] ; [42 11],[5.90163934 2.09836066] ; [39.09836066 13.90163934],0
v2,1,0.025432,4.994197,[1 7] ; [27 22],[3.92982456 4.07017544] ; [24.07017544 24.92982456],0
s3,1,0.028163,4.818088,[3 5] ; [40 13],[5.63934426 2.36065574] ; [37.36065574 15.63934426],0
s7,1,0.040105,4.213457,[4 4] ; [42  9],[6.23728814 1.76271186] ; [39.76271186 11.23728814],0
p6,1,0.078846,3.088525,[1 7] ; [24 29],[3.27868852 4.72131148] ; [21.72131148 31.27868852],0
v1,1,0.104957,2.628562,[2 6] ; [29 23],[4.13333333 3.86666667] ; [26.86666667 25.13333333],0
p2,1,0.124423,2.360742,[5 3] ; [45  8],[6.55737705 1.44262295] ; [43.44262295  9.55737705],0
s6,1,0.134184,2.243416,[4 4] ; [40 13],[5.7704918 2.2295082] ; [38.2295082 14.7704918],0
v3,1,0.142293,2.15299,[1 7] ; [20 31],[2.84745763 5.15254237] ; [18.15254237 32.84745763],0
s2,1,0.150345,2.068749,[3 5] ; [34 19],[4.85245902 3.14754098] ; [32.14754098 20.85245902],0
s5,1,0.158867,1.984974,[1 7] ; [19 31],[2.75862069 5.24137931] ; [17.24137931 32.75862069],0
n1,1,0.164264,1.934524,[3 1] ; [3 6],[1.84615385 2.15384615] ; [4.15384615 4.84615385],0
a7,1,0.184328,1.762382,[3 5] ; [33 20],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
a6,1,0.184328,1.762382,[3 5] ; [33 20],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
p7,1,0.184844,1.758242,[4 4] ; [38 14],[5.6 2.4] ; [36.4 15.6],0
n4,1,0.265863,1.237966,[4 4] ; [37 16],[5.37704918 2.62295082] ; [35.62295082 17.37704918],0
n6,1,0.285348,1.141443,[6 2] ; [47  6],[6.95081967 1.04918033] ; [46.04918033  6.95081967],0
s1,1,0.287365,1.131926,[1 7] ; [ 2 51],[0.39344262 7.60655738] ; [ 2.60655738 50.39344262],0
b3,1,0.293114,1.105263,[1 3] ; [20 18],[2. 2.] ; [19. 19.],0
b2,1,0.293114,1.105263,[1 3] ; [20 18],[2. 2.] ; [19. 19.],0
d2,1,0.298274,1.081894,[1 7] ; [16 37],[2.2295082 5.7704918] ; [14.7704918 38.2295082],0
n5,1,0.436887,0.604445,[5 3] ; [40 13],[5.90163934 2.09836066] ; [39.09836066 13.90163934],0
p3,1,0.478356,0.50261,[3 5] ; [27 26],[3.93442623 4.06557377] ; [26.06557377 26.93442623],0
a5,1,0.578002,0.309476,[4 4] ; [32 21],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
a3,1,0.578002,0.309476,[4 4] ; [32 21],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
s4,1,0.582392,0.302384,[2 6] ; [ 9 44],[1.44262295 6.55737705] ; [ 9.55737705 43.44262295],0
p1,1,0.584055,0.299725,[1 7] ; [11 42],[1.57377049 6.42622951] ; [10.42622951 42.57377049],0
u2,1,0.617017,0.250083,[3 1] ; [13  8],[2.56 1.44] ; [13.44  7.56],0
r3,1,0.634062,0.226592,[7 1] ; [49  4],[7.3442623 0.6557377] ; [48.6557377  4.3442623],0
a4,1,0.662343,0.19069,[1 7] ; [10 43],[1.44262295 6.55737705] ; [ 9.55737705 43.44262295],0
d3,1,0.67952,0.170667,[3 5] ; [24 29],[3.54098361 4.45901639] ; [23.45901639 29.54098361],0
a8,1,0.702185,0.146208,[1 7] ; [ 9 41],[1.37931034 6.62068966] ; [ 8.62068966 41.37931034],0
b1,1,0.725945,0.122868,[4 4] ; [23 30],[3.54098361 4.45901639] ; [23.45901639 29.54098361],0
b5,1,0.725945,0.122868,[4 4] ; [30 23],[4.45901639 3.54098361] ; [29.54098361 23.45901639],0
p11,1,0.749637,0.101836,[7 1] ; [44  9],[6.68852459 1.31147541] ; [44.31147541  8.68852459],0
u3,1,0.791959,0.069573,[2 2] ; [12  9],[2.24 1.76] ; [11.76  9.24],0
p8,1,0.844371,0.038536,[5 3] ; [35 18],[5.24590164 2.75409836] ; [34.75409836 18.24590164],0
d4,1,0.881228,0.022324,[4 4] ; [28 25],[4.19672131 3.80327869] ; [27.80327869 25.19672131],0
b4,1,0.881228,0.022324,[4 4] ; [28 25],[4.19672131 3.80327869] ; [27.80327869 25.19672131],0
p9,1,0.922293,0.009515,[7 1] ; [47  6],[7.08196721 0.91803279] ; [46.91803279  6.08196721],0
p4,1,0.927776,0.008216,[5 3] ; [34 19],[5.1147541 2.8852459] ; [33.8852459 19.1147541],0
n3,1,1.0,0.0,[3 1] ; [6 2],[3. 1.] ; [6. 2.],0
