Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003261,8.655358,[33 18] ; [ 6 16],[27.24657534 23.75342466] ; [11.75342466 10.24657534],0
r2,1,0.01075,6.506239,[48  3] ; [16  6],[44.71232877  6.28767123] ; [19.28767123  2.71232877],0
p2,1,0.012972,6.172937,[42  9] ; [12 10],[37.7260274 13.2739726] ; [16.2739726  5.7260274],0
d1,1,0.013357,6.12114,[30 21] ; [ 6 16],[25.15068493 25.84931507] ; [10.84931507 11.15068493],0
a6,1,0.01624,5.776661,[34 17] ; [ 8 14],[29.34246575 21.65753425] ; [12.65753425  9.34246575],0
d4,1,0.025487,4.990512,[39 12] ; [11 11],[34.93150685 16.06849315] ; [15.06849315  6.93150685],0
n6,1,0.026329,4.934266,[40 10] ; [12 10],[36.11111111 13.88888889] ; [15.88888889  6.11111111],0
n5,1,0.037699,4.318565,[32 19] ; [ 8 14],[27.94520548 23.05479452] ; [12.05479452  9.94520548],0
p7,1,0.043999,4.056607,[26 24] ; [17  5],[29.86111111 20.13888889] ; [13.13888889  8.86111111],0
a3,1,0.049542,3.8569,[29 22] ; [ 7 15],[25.15068493 25.84931507] ; [10.84931507 11.15068493],0
d5,1,0.050049,3.839822,[43  8] ; [14  8],[39.82191781 11.17808219] ; [17.17808219  4.82191781],0
d3,1,0.061029,3.509194,[39 12] ; [12 10],[35.63013699 15.36986301] ; [15.36986301  6.63013699],0
d2,1,0.070063,3.281541,[28 23] ; [ 7 15],[24.45205479 26.54794521] ; [10.54794521 11.45205479],0
a5,1,0.130358,2.288237,[35 16] ; [11 11],[32.1369863 18.8630137] ; [13.8630137  8.1369863],0
a4,1,0.173745,1.850328,[18 33] ; [ 4 17],[15.58333333 35.41666667] ; [ 6.41666667 14.58333333],0
n4,1,0.179026,1.805688,[34 17] ; [11 11],[31.43835616 19.56164384] ; [13.56164384  8.43835616],0
s5,1,0.209686,1.573595,[ 9 40] ; [ 7 15],[11.04225352 37.95774648] ; [ 4.95774648 17.04225352],0
p11,1,0.225807,1.467078,[31 20] ; [10 12],[28.64383562 22.35616438] ; [12.35616438  9.64383562],0
s1,1,0.240938,1.375095,[ 3 48] ; [ 3 18],[ 4.25 46.75] ; [ 1.75 19.25],0
v1,1,0.25886,1.274846,[21 30] ; [ 6 16],[18.8630137 32.1369863] ; [ 8.1369863 13.8630137],0
b3,1,0.299096,1.078219,[11 28] ; [ 2 12],[ 9.56603774 29.43396226] ; [ 3.43396226 10.56603774],0
b2,1,0.299096,1.078219,[11 28] ; [ 2 12],[ 9.56603774 29.43396226] ; [ 3.43396226 10.56603774],0
b4,1,0.309838,1.031365,[32 19] ; [11 11],[30.04109589 20.95890411] ; [12.95890411  9.04109589],0
r1,1,0.346345,0.886803,[38 13] ; [14  8],[36.32876712 14.67123288] ; [15.67123288  6.32876712],0
p10,1,0.364437,0.822545,[15 36] ; [ 4 17],[13.45833333 37.54166667] ; [ 5.54166667 15.45833333],0
s2,1,0.375927,0.78398,[19 30] ; [11 11],[20.70422535 28.29577465] ; [ 9.29577465 12.70422535],0
p6,1,0.401178,0.704794,[13 36] ; [ 8 14],[14.49295775 34.50704225] ; [ 6.50704225 15.49295775],0
a8,1,0.434768,0.610053,[ 2 42] ; [ 2 19],[ 2.70769231 41.29230769] ; [ 1.29230769 19.70769231],0
v2,1,0.476608,0.506614,[25 25] ; [ 9 13],[23.61111111 26.38888889] ; [10.38888889 11.61111111],0
