Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.036065,4.394045,[39  2] ; [5 2],[37.58333333  3.41666667] ; [6.41666667 0.58333333],0
a4,1,0.077041,3.12624,[ 6 35] ; [3 4],[ 7.6875 33.3125] ; [1.3125 5.6875],0
p10,1,0.083983,2.98609,[34  6] ; [4 3],[32.34042553  7.65957447] ; [5.65957447 1.34042553],0
u3,1,0.118991,2.430556,[14  7] ; [1 3],[12.6  8.4] ; [2.4 1.6],0
v2,1,0.122839,2.380743,[16 24] ; [5 2],[17.87234043 22.12765957] ; [3.12765957 3.87234043],0
v4,1,0.147155,2.1015,[40  1] ; [6 1],[39.29166667  1.70833333] ; [6.70833333 0.29166667],0
s2,1,0.148209,2.090592,[29 12] ; [3 4],[27.33333333 13.66666667] ; [4.66666667 2.33333333],0
s3,1,0.162079,1.954724,[28 12] ; [3 4],[26.38297872 13.61702128] ; [4.61702128 2.38297872],0
u2,1,0.172946,1.85722,[13  8] ; [1 3],[11.76  9.24] ; [2.24 1.76],0
b3,1,0.173566,1.851867,[10 11] ; [1 5],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
b2,1,0.173566,1.851867,[10 11] ; [1 5],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
p4,1,0.196904,1.665192,[22 18] ; [2 5],[20.42553191 19.57446809] ; [3.57446809 3.42553191],0
p8,1,0.303991,1.056603,[26 15] ; [3 4],[24.77083333 16.22916667] ; [4.22916667 2.77083333],0
u1,1,0.341942,0.903136,[ 2 39] ; [1 6],[ 2.5625 38.4375] ; [0.4375 6.5625],0
s7,1,0.355334,0.854315,[24 15] ; [3 4],[22.89130435 16.10869565] ; [4.10869565 2.89130435],0
d4,1,0.38108,0.767214,[22 19] ; [5 2],[23.0625 17.9375] ; [3.9375 3.0625],0
s4,1,0.409708,0.679649,[12 29] ; [1 6],[11.10416667 29.89583333] ; [1.89583333 5.10416667],0
s8,1,0.447019,0.578198,[18 23] ; [2 5],[17.08333333 23.91666667] ; [2.91666667 4.08333333],0
p11,1,0.471313,0.518896,[34  7] ; [5 2],[33.3125  7.6875] ; [5.6875 1.3125],0
n4,1,0.473453,0.513906,[29 12] ; [4 3],[28.1875 12.8125] ; [4.8125 2.1875],0
d2,1,0.473453,0.513906,[12 29] ; [3 4],[12.8125 28.1875] ; [2.1875 4.8125],0
d3,1,0.519172,0.415538,[17 24] ; [2 5],[16.22916667 24.77083333] ; [2.77083333 4.22916667],0
r2,1,0.537546,0.380108,[38  3] ; [6 1],[37.58333333  3.41666667] ; [6.41666667 0.58333333],0
a2,1,0.537546,0.380108,[ 3 38] ; [1 6],[ 3.41666667 37.58333333] ; [0.58333333 6.41666667],0
p5,1,0.55662,0.34559,[10 31] ; [1 6],[ 9.39583333 31.60416667] ; [1.60416667 5.39583333],0
p1,1,0.585439,0.297524,[ 8 33] ; [2 5],[ 8.54166667 32.45833333] ; [1.45833333 5.54166667],0
p3,1,0.597015,0.279521,[19 22] ; [4 3],[19.64583333 21.35416667] ; [3.35416667 3.64583333],0
a7,1,0.656057,0.198348,[27 14] ; [4 3],[26.47916667 14.52083333] ; [4.52083333 2.47916667],0
n5,1,0.700122,0.148345,[32  9] ; [5 2],[31.60416667  9.39583333] ; [5.39583333 1.60416667],0
v1,1,0.704677,0.143652,[17 24] ; [2 4],[16.57446809 24.42553191] ; [2.42553191 3.57446809],0
r3,1,0.716919,0.131464,[37  4] ; [6 1],[36.72916667  4.27083333] ; [6.27083333 0.72916667],0
a5,1,0.751412,0.100348,[26 15] ; [4 3],[25.625 15.375] ; [4.375 2.625],0
v3,1,0.751412,0.100348,[15 26] ; [3 4],[15.375 25.625] ; [2.625 4.375],0
p7,1,0.772445,0.083624,[27 14] ; [5 2],[27.33333333 13.66666667] ; [4.66666667 2.33333333],0
b4,1,0.772445,0.083624,[27 14] ; [5 2],[27.33333333 13.66666667] ; [4.66666667 2.33333333],0
r1,1,0.813345,0.055749,[31 10] ; [5 2],[30.75 10.25] ; [5.25 1.75],0
p2,1,0.813345,0.055749,[31 10] ; [5 2],[30.75 10.25] ; [5.25 1.75],0
a6,1,0.848021,0.036728,[25 16] ; [4 3],[24.77083333 16.22916667] ; [4.22916667 2.77083333],0
p12,1,0.854883,0.033449,[ 7 34] ; [1 6],[ 6.83333333 34.16666667] ; [1.16666667 5.83333333],0
b5,1,0.864228,0.029239,[22 19] ; [4 3],[22.20833333 18.79166667] ; [3.79166667 3.20833333],0
p6,1,0.886998,0.020193,[16 24] ; [3 4],[16.17021277 23.82978723] ; [2.82978723 4.17021277],0
b1,1,0.944889,0.004778,[17 24] ; [3 4],[17.08333333 23.91666667] ; [2.91666667 4.08333333],0
a3,1,0.955491,0.003115,[20 21] ; [3 3],[20.06382979 20.93617021] ; [2.93617021 3.06382979],0
p9,1,0.980741,0.000583,[35  6] ; [6 1],[35.02083333  5.97916667] ; [5.97916667 1.02083333],0
