Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000263,13.319271,[62 28] ; [ 8 19],[53.84615385 36.15384615] ; [16.15384615 10.84615385],1
p8,1,0.000492,12.145636,[50 38] ; [ 5 22],[42.08695652 45.91304348] ; [12.91304348 14.08695652],1
p4,1,0.000934,10.953761,[59 31] ; [ 8 19],[51.53846154 38.46153846] ; [15.46153846 11.53846154],1
p7,1,0.002445,9.181155,[57 29] ; [ 9 18],[50.2300885 35.7699115] ; [15.7699115 11.2300885],0
p6,1,0.005896,7.581936,[43 46] ; [ 5 22],[36.82758621 52.17241379] ; [11.17241379 15.82758621],0
v2,1,0.01812,5.584524,[25 62] ; [14 12],[30.02654867 56.97345133] ; [ 8.97345133 17.02654867],0
s1,1,0.028715,4.784594,[ 3 86] ; [ 4 23],[ 5.37068966 83.62931034] ; [ 1.62931034 25.37068966],0
a2,1,0.044041,4.054995,[18 72] ; [ 1 26],[14.61538462 75.38461538] ; [ 4.38461538 22.61538462],0
d3,1,0.04857,3.890166,[67 22] ; [15 12],[62.9137931 26.0862069] ; [19.0862069  7.9137931],0
p3,1,0.049555,3.856437,[46 44] ; [ 8 19],[41.53846154 48.46153846] ; [12.46153846 14.53846154],0
p10,1,0.070388,3.27396,[73 16] ; [17  9],[69.65217391 19.34782609] ; [20.34782609  5.65217391],0
n5,1,0.079188,3.081481,[66 24] ; [15 12],[62.30769231 27.69230769] ; [18.69230769  8.30769231],0
a7,1,0.110245,2.550707,[64 25] ; [15 12],[60.61206897 28.38793103] ; [18.38793103  8.61206897],0
s7,1,0.117471,2.450718,[53 36] ; [10 14],[49.61946903 39.38053097] ; [13.38053097 10.61946903],0
v4,1,0.117653,2.448288,[84  5] ; [23  4],[82.09482759  6.90517241] ; [24.90517241  2.09482759],0
b1,1,0.128394,2.311819,[32 58] ; [14 13],[35.38461538 54.61538462] ; [10.61538462 16.38461538],0
b4,1,0.185249,1.755,[53 37] ; [12 15],[50. 40.] ; [15. 12.],0
u1,1,0.190231,1.715825,[16 74] ; [ 2 25],[13.84615385 76.15384615] ; [ 4.15384615 22.84615385],0
a4,1,0.192241,1.700362,[34 56] ; [14 13],[36.92307692 53.07692308] ; [11.07692308 15.92307692],0
p11,1,0.24542,1.349189,[64 26] ; [16 11],[61.53846154 28.46153846] ; [18.46153846  8.53846154],0
p9,1,0.250828,1.318684,[74 15] ; [19  7],[71.97391304 17.02608696] ; [21.02608696  4.97391304],0
p1,1,0.271835,1.207461,[ 7 83] ; [ 4 23],[ 8.46153846 81.53846154] ; [ 2.53846154 24.46153846],0
u2,1,0.275121,1.191035,[16 17] ; [4 9],[14.34782609 18.65217391] ; [5.65217391 7.34782609],0
a3,1,0.284062,1.147551,[57 33] ; [14 13],[54.61538462 35.38461538] ; [16.38461538 10.61538462],0
u3,1,0.295454,1.0946,[20 13] ; [10  3],[21.52173913 11.47826087] ; [8.47826087 4.52173913],0
p12,1,0.335048,0.929286,[ 3 87] ; [ 2 24],[ 3.87931034 86.12068966] ; [ 1.12068966 24.87931034],0
d5,1,0.372433,0.79553,[70 19] ; [19  8],[68.28448276 20.71551724] ; [20.71551724  6.28448276],0
a5,1,0.413108,0.669838,[61 29] ; [16 11],[59.23076923 30.76923077] ; [17.76923077  9.23076923],0
d1,1,0.417677,0.656842,[48 42] ; [12 15],[46.15384615 43.84615385] ; [13.84615385 13.15384615],0
s3,1,0.490403,0.475642,[63 27] ; [17 10],[61.53846154 28.46153846] ; [18.46153846  8.53846154],0
d4,1,0.506325,0.441654,[69 21] ; [19  8],[67.69230769 22.30769231] ; [20.30769231  6.69230769],0
r3,1,0.510193,0.433671,[79  9] ; [23  4],[78.05217391  9.94782609] ; [23.94782609  3.05217391],0
v1,1,0.516803,0.420269,[37 53] ; [13 14],[38.46153846 51.53846154] ; [11.53846154 15.46153846],0
s6,1,0.540075,0.375401,[69 19] ; [21  4],[70.08849558 17.91150442] ; [19.91150442  5.08849558],0
s5,1,0.586931,0.295163,[38 45] ; [12 11],[39.1509434 43.8490566] ; [10.8490566 12.1509434],0
n1,1,0.61438,0.253846,[ 6 14] ; [5 8],[ 6.66666667 13.33333333] ; [4.33333333 8.66666667],0
d2,1,0.658787,0.195,[39 51] ; [13 14],[40. 50.] ; [12. 15.],0
s8,1,0.658787,0.195,[39 51] ; [13 14],[40. 50.] ; [12. 15.],0
b3,1,0.700456,0.147998,[ 9 38] ; [ 4 13],[ 9.546875 37.453125] ; [ 3.453125 13.546875],0
b2,1,0.700456,0.147998,[ 9 38] ; [ 4 13],[ 9.546875 37.453125] ; [ 3.453125 13.546875],0
n2,1,0.71615,0.132212,[15  5] ; [9 4],[14.54545455  5.45454545] ; [9.45454545 3.54545455],0
n3,1,0.71615,0.132212,[15  5] ; [9 4],[14.54545455  5.45454545] ; [9.45454545 3.54545455],0
