Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.001699,9.849556,[5 6] ; [ 1 25],[1.78378378 9.21621622] ; [ 4.21621622 21.78378378],0
s2,1,0.001836,9.706529,[8 3] ; [ 5 21],[3.86486486 7.13513514] ; [ 9.13513514 16.86486486],0
v2,1,0.006615,7.374545,[6 5] ; [ 3 22],[2.75 8.25] ; [ 6.25 18.75],0
s7,1,0.053309,3.734217,[7 4] ; [ 7 17],[4.4 6.6] ; [ 9.6 14.4],0
b4,1,0.061629,3.493007,[5 6] ; [20  6],[7.43243243 3.56756757] ; [17.56756757  8.43243243],0
d1,1,0.062719,3.463997,[7 4] ; [ 8 18],[4.45945946 6.54054054] ; [10.54054054 15.45945946],0
p8,1,0.090628,2.863176,[8 3] ; [11 15],[5.64864865 5.35135135] ; [13.35135135 12.64864865],0
p4,1,0.090628,2.863176,[8 3] ; [11 15],[5.64864865 5.35135135] ; [13.35135135 12.64864865],0
n6,1,0.108815,2.571342,[9 2] ; [14 12],[6.83783784 4.16216216] ; [16.16216216  9.83783784],0
n5,1,0.110058,2.553393,[10  1] ; [17  9],[8.02702703 2.97297297] ; [18.97297297  7.02702703],0
s5,1,0.11625,2.467133,[5 5] ; [ 6 20],[3.05555556 6.94444444] ; [ 7.94444444 18.05555556],0
a4,1,0.126645,2.333159,[6 5] ; [ 7 18],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
p11,1,0.13821,2.197779,[8 3] ; [12 14],[5.94594595 5.05405405] ; [14.05405405 11.94594595],0
s1,1,0.144245,2.132079,[2 9] ; [ 1 25],[ 0.89189189 10.10810811] ; [ 2.10810811 23.89189189],0
u1,1,0.144245,2.132079,[2 9] ; [ 1 25],[ 0.89189189 10.10810811] ; [ 2.10810811 23.89189189],0
p7,1,0.149987,2.072381,[6 4] ; [ 8 16],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
d5,1,0.160008,1.974146,[9 2] ; [15 11],[7.13513514 3.86486486] ; [16.86486486  9.13513514],0
u2,1,0.164264,1.934524,[3 1] ; [3 6],[1.84615385 2.15384615] ; [4.15384615 4.84615385],0
u3,1,0.164264,1.934524,[3 1] ; [3 6],[1.84615385 2.15384615] ; [4.15384615 4.84615385],0
b2,1,0.16962,1.886299,[4 5] ; [ 3 13],[2.52 6.48] ; [ 4.48 11.52],0
b3,1,0.16962,1.886299,[4 5] ; [ 3 13],[2.52 6.48] ; [ 4.48 11.52],0
