Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.005512,7.703277,[17  9] ; [10 24],[11.7 14.3] ; [15.3 18.7],0
n6,1,0.006886,7.302383,[16 10] ; [30  3],[20.27118644  5.72881356] ; [25.72881356  7.27118644],0
u1,1,0.01121,6.43172,[ 1 25] ; [10 24],[ 4.76666667 21.23333333] ; [ 6.23333333 27.76666667],0
b5,1,0.012827,6.192748,[10 16] ; [24 10],[14.73333333 11.26666667] ; [19.26666667 14.73333333],0
p10,1,0.015744,5.831259,[12 14] ; [26  8],[16.46666667  9.53333333] ; [21.53333333 12.46666667],0
n1,1,0.018881,5.5125,[5 1] ; [3 9],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
a2,1,0.034354,4.476976,[ 1 25] ; [ 8 26],[ 3.9 22.1] ; [ 5.1 28.9],0
a5,1,0.035674,4.4126,[15 11] ; [28  6],[18.63333333  7.36666667] ; [24.36666667  9.63333333],0
a6,1,0.043464,4.077246,[10 16] ; [22 12],[13.86666667 12.13333333] ; [18.13333333 15.86666667],0
d1,1,0.083965,2.986425,[11 15] ; [22 12],[14.3 11.7] ; [18.7 15.3],0
d3,1,0.083965,2.986425,[11 15] ; [22 12],[14.3 11.7] ; [18.7 15.3],0
u3,1,0.191719,1.704359,[8 2] ; [7 6],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
s1,1,0.203879,1.614369,[ 4 21] ; [ 2 32],[ 2.54237288 22.45762712] ; [ 3.45762712 30.54237288],0
v2,1,0.209268,1.576485,[11 14] ; [20 13],[13.36206897 11.63793103] ; [17.63793103 15.36206897],0
r1,1,0.211034,1.564318,[16 10] ; [26  8],[18.2  7.8] ; [23.8 10.2],0
d4,1,0.223397,1.482415,[17  9] ; [27  7],[19.06666667  6.93333333] ; [24.93333333  9.06666667],0
u2,1,0.244999,1.351596,[4 5] ; [9 4],[5.31818182 3.68181818] ; [7.68181818 5.31818182],0
p7,1,0.259849,1.269564,[14 11] ; [14 20],[11.86440678 13.13559322] ; [16.13559322 17.86440678],0
p9,1,0.322451,0.978979,[16 10] ; [25  9],[17.76666667  8.23333333] ; [23.23333333 10.76666667],0
p5,1,0.360506,0.836129,[ 2 23] ; [ 5 26],[ 3.125 21.875] ; [ 3.875 27.125],0
p3,1,0.362142,0.83045,[13 13] ; [21 13],[14.73333333 11.26666667] ; [19.26666667 14.73333333],0
b4,1,0.362142,0.83045,[13 13] ; [21 13],[14.73333333 11.26666667] ; [19.26666667 14.73333333],0
n3,1,0.36308,0.827211,[6 1] ; [8 4],[5.15789474 1.84210526] ; [8.84210526 3.15789474],0
n4,1,0.394841,0.723982,[14 12] ; [22 12],[15.6 10.4] ; [20.4 13.6],0
s4,1,0.401367,0.704227,[ 4 22] ; [ 8 25],[ 5.28813559 20.71186441] ; [ 6.71186441 26.28813559],0
n5,1,0.427825,0.628721,[15 11] ; [23 11],[16.46666667  9.53333333] ; [21.53333333 12.46666667],0
r2,1,0.432749,0.615433,[22  4] ; [31  3],[22.96666667  3.03333333] ; [30.03333333  3.96666667],0
v4,1,0.432749,0.615433,[22  4] ; [31  3],[22.96666667  3.03333333] ; [30.03333333  3.96666667],0
d2,1,0.45491,0.558388,[12 14] ; [19 15],[13.43333333 12.56666667] ; [17.56666667 16.43333333],0
p11,1,0.461198,0.542986,[16 10] ; [24 10],[17.33333333  8.66666667] ; [22.66666667 11.33333333],0
b2,1,0.495283,0.465029,[ 8 11] ; [ 7 15],[ 6.95121951 12.04878049] ; [ 8.04878049 13.95121951],0
b3,1,0.495283,0.465029,[ 8 11] ; [ 7 15],[ 6.95121951 12.04878049] ; [ 8.04878049 13.95121951],0
s5,1,0.514529,0.424846,[ 7 17] ; [12 20],[ 8.14285714 15.85714286] ; [10.85714286 21.14285714],0
s7,1,0.58042,0.305556,[ 9 16] ; [13 17],[10. 15.] ; [12. 18.],0
s3,1,0.602332,0.271493,[12 14] ; [18 16],[13. 13.] ; [17. 17.],0
r4,1,0.641186,0.217195,[21  5] ; [29  5],[21.66666667  4.33333333] ; [28.33333333  5.66666667],0
v1,1,0.652577,0.202667,[11 14] ; [16 16],[11.84210526 13.15789474] ; [15.15789474 16.84210526],0
p1,1,0.719886,0.128602,[ 1 25] ; [ 2 32],[ 1.3 24.7] ; [ 1.7 32.3],0
p8,1,0.758368,0.094633,[10 16] ; [14 19],[10.57627119 15.42372881] ; [13.42372881 19.57627119],0
d5,1,0.763545,0.090498,[19  7] ; [26  8],[19.5  6.5] ; [25.5  8.5],0
a4,1,0.767669,0.087276,[12 14] ; [17 17],[12.56666667 13.43333333] ; [16.43333333 17.56666667],0
p6,1,0.769953,0.085519,[ 9 16] ; [11 23],[ 8.47457627 16.52542373] ; [11.52542373 22.47457627],0
u4,1,0.846557,0.037447,[ 1 25] ; [ 1 33],[ 0.86666667 25.13333333] ; [ 1.13333333 32.86666667],0
r3,1,0.875164,0.024681,[24  2] ; [31  3],[23.83333333  2.16666667] ; [31.16666667  2.83333333],0
s8,1,0.875164,0.024681,[12 14] ; [15 19],[11.7 14.3] ; [15.3 18.7],0
a1,1,0.875164,0.024681,[ 2 24] ; [ 3 31],[ 2.16666667 23.83333333] ; [ 2.83333333 31.16666667],0
v3,1,0.935064,0.006638,[ 8 16] ; [11 21],[ 8.14285714 15.85714286] ; [10.85714286 21.14285714],0
s2,1,0.957312,0.002865,[14 12] ; [18 15],[14.10169492 11.89830508] ; [17.89830508 15.10169492],0
s6,1,0.9692,0.001491,[18  8] ; [23 10],[18.06779661  7.93220339] ; [22.93220339 10.06779661],0
a3,1,0.985749,0.000319,[16 10] ; [21 13],[16.03333333  9.96666667] ; [20.96666667 13.03333333],0
