Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,165.761127,[ 19 145] ; [214  73],[84.72727273 79.27272727] ; [148.27272727 138.72727273],1
d5,1,0.0,118.556097,[99 65] ; [285   4],[139.01986755  24.98013245] ; [244.98013245  44.01986755],1
d4,1,0.0,114.703675,[102  62] ; [285   3],[140.4159292  23.5840708] ; [246.5840708  41.4159292],1
d3,1,0.0,89.597506,[75 89] ; [252  37],[118.38410596  45.61589404] ; [208.61589404  80.38410596],1
a4,1,0.0,58.050072,[ 37 127] ; [172 116],[75.83185841 88.16814159] ; [133.16814159 154.83185841],1
a2,1,0.0,56.414681,[  9 155] ; [109 180],[ 42.7196468 121.2803532] ; [ 75.2803532 213.7196468],1
a5,1,0.0,29.164063,[104  60] ; [247  42],[127.07284768  36.92715232] ; [223.92715232  65.07284768],1
u1,1,0.0,27.965244,[ 11 153] ; [ 79 210],[ 32.58278146 131.41721854] ; [ 57.41721854 231.58278146],1
a3,1,3e-06,21.935738,[101  63] ; [235  53],[121.91150442  42.08849558] ; [214.08849558  73.91150442],1
a6,1,0.000525,12.025372,[98 66] ; [217  71],[114.2920354  49.7079646] ; [200.7079646  87.2920354],1
p4,1,0.001046,10.743738,[77 86] ; [180 105],[93.50669643 69.49330357] ; [163.49330357 121.50669643],0
a7,1,0.005161,7.822223,[109  54] ; [227  61],[121.4368071  41.5631929] ; [214.5631929  73.4368071],0
n4,1,0.009083,6.806507,[115  48] ; [234  54],[126.13525499  36.86474501] ; [222.86474501  65.13525499],0
p12,1,0.012348,6.26015,[  4 159] ; [ 24 262],[ 10.16481069 152.83518931] ; [ 17.83518931 268.16481069],0
s8,1,0.012962,6.174337,[ 61 103] ; [141 145],[73.61777778 90.38222222] ; [128.38222222 157.61777778],0
s2,1,0.019263,5.477516,[72 90] ; [160 126],[83.89285714 78.10714286] ; [148.10714286 137.89285714],0
v3,1,0.030447,4.683893,[75 88] ; [157 120],[85.94545455 77.05454545] ; [146.05454545 130.94545455],0
r2,1,0.037086,4.346473,[148  13] ; [274  10],[152.67865169   8.32134831] ; [269.32134831  14.67865169],0
b5,1,0.044289,4.045521,[91 73] ; [188 101],[101.00662252  62.99337748] ; [177.99337748 111.00662252],0
s7,1,0.052923,3.746349,[69 88] ; [148 128],[78.6812933 78.3187067] ; [138.3187067 137.6812933],0
p9,1,0.069342,3.298517,[129  33] ; [244  39],[135.78876404  26.21123596] ; [237.21123596  45.78876404],0
n6,1,0.088507,2.901329,[130  32] ; [247  39],[136.32589286  25.67410714] ; [240.67410714  45.32589286],0
u4,1,0.113621,2.503124,[  1 163] ; [  8 281],[  3.25827815 160.74172185] ; [  5.74172185 283.25827815],0
