Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.019517,5.454545,[18 30] ; [9 3],[21.6 26.4] ; [5.4 6.6],0
d2,1,0.025347,5.0,[ 9 39] ; [6 6],[12. 36.] ; [3. 9.],0
p7,1,0.037142,4.343891,[24 24] ; [ 2 10],[20.8 27.2] ; [5.2 6.8],0
p8,1,0.047396,3.931269,[18 29] ; [ 1 11],[15.13559322 31.86440678] ; [3.86440678 8.13559322],0
a5,1,0.091652,2.845118,[19 29] ; [8 4],[21.6 26.4] ; [5.4 6.6],0
v2,1,0.100383,2.699446,[12 35] ; [6 6],[14.33898305 32.66101695] ; [3.66101695 8.33898305],0
p1,1,0.120507,2.410714,[ 2 46] ; [ 2 10],[ 3.2 44.8] ; [ 0.8 11.2],0
a3,1,0.135432,2.229107,[20 27] ; [8 4],[22.30508475 24.69491525] ; [5.69491525 6.30508475],0
a4,1,0.136037,2.222222,[10 38] ; [5 7],[12. 36.] ; [3. 9.],0
n6,1,0.172402,1.861934,[25 22] ; [9 3],[27.08474576 19.91525424] ; [6.91525424 5.08474576],0
v1,1,0.188941,1.725852,[11 37] ; [5 7],[12.8 35.2] ; [3.2 8.8],0
a7,1,0.196706,1.666667,[22 26] ; [8 4],[24. 24.] ; [6. 6.],0
u2,1,0.228191,1.452101,[16 12] ; [1 3],[14.875 13.125] ; [2.125 1.875],0
p5,1,0.2536,1.303362,[ 3 44] ; [ 2 10],[ 3.98305085 43.01694915] ; [ 1.01694915 10.98305085],0
s4,1,0.258636,1.276042,[11 37] ; [ 1 11],[ 9.6 38.4] ; [2.4 9.6],0
a2,1,0.28068,1.163793,[ 1 47] ; [ 1 11],[ 1.6 46.4] ; [ 0.4 11.6],0
p3,1,0.355571,0.853475,[11 37] ; [4 7],[12.20338983 35.79661017] ; [2.79661017 8.20338983],0
s2,1,0.359823,0.838509,[10 38] ; [4 8],[11.2 36.8] ; [2.8 9.2],0
s3,1,0.361515,0.832622,[14 33] ; [ 2 10],[12.74576271 34.25423729] ; [3.25423729 8.74576271],0
n4,1,0.365089,0.820312,[27 21] ; [5 7],[25.6 22.4] ; [6.4 5.6],0
p9,1,0.394622,0.724652,[28 19] ; [5 6],[26.74137931 20.25862069] ; [6.25862069 4.74137931],0
n2,1,0.420345,0.649351,[12  8] ; [2 3],[11.2  8.8] ; [2.8 2.2],0
p6,1,0.42663,0.631979,[ 9 38] ; [ 1 10],[ 8.10344828 38.89655172] ; [1.89655172 9.10344828],0
p4,1,0.429195,0.625,[18 30] ; [6 6],[19.2 28.8] ; [4.8 7.2],0
b1,1,0.429195,0.625,[30 18] ; [6 6],[28.8 19.2] ; [7.2 4.8],0
n5,1,0.429195,0.625,[30 18] ; [6 6],[28.8 19.2] ; [7.2 4.8],0
v4,1,0.434464,0.61086,[26 22] ; [8 4],[27.2 20.8] ; [6.8 5.2],0
p10,1,0.561126,0.337758,[24 23] ; [5 7],[23.10169492 23.89830508] ; [5.89830508 6.10169492],0
s6,1,0.588279,0.29304,[16 32] ; [5 7],[16.8 31.2] ; [4.2 7.8],0
r1,1,0.672604,0.178571,[15 33] ; [3 9],[14.4 33.6] ; [3.6 8.4],0
r4,1,0.746886,0.104167,[10 38] ; [ 2 10],[ 9.6 38.4] ; [2.4 9.6],0
p2,1,0.790602,0.070505,[30 18] ; [7 5],[29.6 18.4] ; [7.4 4.6],0
s5,1,0.856544,0.03268,[ 7 41] ; [ 2 10],[ 7.2 40.8] ; [ 1.8 10.2],0
u3,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
b5,1,0.896359,0.016968,[27 21] ; [7 5],[27.2 20.8] ; [6.8 5.2],0
r3,1,0.963053,0.002146,[31 16] ; [8 4],[31.06779661 15.93220339] ; [7.93220339 4.06779661],0
n3,1,1.0,0.0,[12  8] ; [3 2],[12.  8.] ; [3. 2.],0
s1,1,1.0,0.0,[ 4 44] ; [ 1 11],[ 4. 44.] ; [ 1. 11.],0
b2,1,1.0,0.0,[ 7 21] ; [2 6],[ 7. 21.] ; [2. 6.],0
b4,1,1.0,0.0,[28 20] ; [7 5],[28. 20.] ; [7. 5.],0
b3,1,1.0,0.0,[ 7 21] ; [2 6],[ 7. 21.] ; [2. 6.],0
p11,1,1.0,0.0,[28 20] ; [7 5],[28. 20.] ; [7. 5.],0
