Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002943,8.842308,[ 6 24] ; [6 2],[ 9.47368421 20.52631579] ; [2.52631579 5.47368421],0
r1,1,0.017189,5.677016,[ 9 22] ; [6 2],[11.92307692 19.07692308] ; [3.07692308 4.92307692],0
n5,1,0.049662,3.852823,[23  8] ; [3 5],[20.66666667 10.33333333] ; [5.33333333 2.66666667],0
p6,1,0.065072,3.403156,[ 3 26] ; [3 5],[ 4.7027027 24.2972973] ; [1.2972973 6.7027027],0
d5,1,0.066401,3.369816,[12 19] ; [6 2],[14.30769231 16.69230769] ; [3.69230769 4.30769231],0
d2,1,0.078132,3.103333,[12 18] ; [6 2],[14.21052632 15.78947368] ; [3.78947368 4.21052632],0
p9,1,0.078132,3.103333,[12 18] ; [6 2],[14.21052632 15.78947368] ; [3.78947368 4.21052632],0
d1,1,0.078519,3.095288,[ 9 22] ; [5 3],[11.12820513 19.87179487] ; [2.87179487 5.12820513],0
p8,1,0.106037,2.612309,[ 4 27] ; [3 5],[ 5.56410256 25.43589744] ; [1.43589744 6.56410256],0
u2,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
u3,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
s3,1,0.133719,2.248792,[10 20] ; [5 3],[11.84210526 18.15789474] ; [3.15789474 4.84210526],0
s6,1,0.156788,2.004934,[ 9 22] ; [4 3],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
a6,1,0.209201,1.576949,[11 20] ; [1 7],[ 9.53846154 21.46153846] ; [2.46153846 5.53846154],0
s2,1,0.268206,1.225898,[10 21] ; [1 7],[ 8.74358974 22.25641026] ; [2.25641026 5.74358974],0
v1,1,0.268206,1.225898,[10 21] ; [1 7],[ 8.74358974 22.25641026] ; [2.25641026 5.74358974],0
s5,1,0.30451,1.054339,[ 4 27] ; [2 5],[ 4.89473684 26.10526316] ; [1.10526316 5.89473684],0
p4,1,0.350994,0.869862,[10 21] ; [4 4],[11.12820513 19.87179487] ; [2.87179487 5.12820513],0
p3,1,0.350994,0.869862,[10 21] ; [4 4],[11.12820513 19.87179487] ; [2.87179487 5.12820513],0
p7,1,0.350994,0.869862,[10 21] ; [4 4],[11.12820513 19.87179487] ; [2.87179487 5.12820513],0
p11,1,0.381711,0.765185,[14 17] ; [5 3],[15.1025641 15.8974359] ; [3.8974359 4.1025641],0
a4,1,0.385223,0.753968,[10 20] ; [4 4],[11.05263158 18.94736842] ; [2.94736842 5.05263158],0
b2,1,0.453319,0.56234,[10 14] ; [3 2],[10.75862069 13.24137931] ; [2.24137931 2.75862069],0
b3,1,0.453319,0.56234,[10 14] ; [3 2],[10.75862069 13.24137931] ; [2.24137931 2.75862069],0
p2,1,0.493009,0.469952,[11 19] ; [4 4],[11.84210526 18.15789474] ; [3.15789474 4.84210526],0
s4,1,0.528998,0.396316,[ 7 24] ; [1 7],[ 6.35897436 24.64102564] ; [1.64102564 6.35897436],0
n6,1,0.64314,0.214659,[16 14] ; [5 3],[16.57894737 13.42105263] ; [4.42105263 3.57894737],0
n4,1,0.643615,0.214046,[22  9] ; [5 3],[21.46153846  9.53846154] ; [5.53846154 2.46153846],0
b1,1,0.681725,0.16819,[18 13] ; [4 4],[17.48717949 13.51282051] ; [4.51282051 3.48717949],0
p10,1,0.736151,0.113539,[13 17] ; [4 4],[13.42105263 16.57894737] ; [3.57894737 4.42105263],0
v3,1,0.754674,0.097645,[ 6 25] ; [1 6],[ 5.71052632 25.28947368] ; [1.28947368 5.71052632],0
s8,1,0.799774,0.064333,[ 5 26] ; [1 7],[ 4.76923077 26.23076923] ; [1.23076923 6.76923077],0
p1,1,0.799774,0.064333,[ 5 26] ; [1 7],[ 4.76923077 26.23076923] ; [1.23076923 6.76923077],0
b5,1,0.806642,0.059908,[14 17] ; [4 4],[14.30769231 16.69230769] ; [3.69230769 4.30769231],0
p5,1,0.814514,0.05504,[ 3 28] ; [1 7],[ 3.17948718 27.82051282] ; [0.82051282 7.17948718],0
s7,1,0.884061,0.021264,[ 8 21] ; [2 6],[ 7.83783784 21.16216216] ; [2.16216216 5.83783784],0
d3,1,0.915595,0.011233,[11 20] ; [3 5],[11.12820513 19.87179487] ; [2.87179487 5.12820513],0
a5,1,0.935146,0.006621,[15 16] ; [4 4],[15.1025641 15.8974359] ; [3.8974359 4.1025641],0
a3,1,0.935146,0.006621,[16 15] ; [4 4],[15.8974359 15.1025641] ; [4.1025641 3.8974359],0
b4,1,0.935146,0.006621,[16 15] ; [4 4],[15.8974359 15.1025641] ; [4.1025641 3.8974359],0
