Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,81.118006,[238 125] ; [ 34 119],[191.34883721 171.65116279] ; [80.65116279 72.34883721],1
s3,1,0.0,76.39596,[257 104] ; [ 45 107],[212.51851852 148.48148148] ; [89.48148148 62.51851852],1
s7,1,0.0,52.350979,[226 124] ; [ 42 103],[189.49494949 160.50505051] ; [78.50505051 66.49494949],1
s5,1,0.0,47.161066,[174 185] ; [ 25 129],[139.26120858 219.73879142] ; [59.73879142 94.26120858],1
s8,1,0.0,46.407599,[215 147] ; [ 41 113],[179.59689922 182.40310078] ; [76.40310078 77.59689922],1
s4,1,1.9e-05,18.311078,[ 76 283] ; [  9 145],[ 59.4834308 299.5165692] ; [ 25.5165692 128.4834308],1
p10,1,4.5e-05,16.651491,[324  37] ; [117  37],[309.12815534  51.87184466] ; [131.87184466  22.12815534],1
p9,1,0.000147,14.409312,[330  32] ; [121  32],[317.01359223  44.98640777] ; [133.98640777  19.01359223],1
p4,1,0.000731,11.408237,[268  95] ; [90 63],[251.84883721 111.15116279] ; [106.15116279  46.84883721],1
n5,1,0.00092,10.982728,[295  67] ; [105  49],[280.62015504  81.37984496] ; [119.37984496  34.62015504],1
p5,1,0.000936,10.950238,[ 61 302] ; [  9 144],[ 49.24418605 313.75581395] ; [ 20.75581395 132.24418605],1
p6,1,0.000983,10.858436,[192 170] ; [56 95],[175.00194932 186.99805068] ; [72.99805068 78.00194932],1
u1,1,0.006276,7.46935,[ 80 284] ; [ 18 136],[ 68.86486486 295.13513514] ; [ 29.13513514 124.86486486],0
p12,1,0.006541,7.394927,[ 38 325] ; [  5 149],[ 30.19148936 332.80851064] ; [ 12.80851064 141.19148936],0
n3,1,0.018837,5.516581,[46 14] ; [28  1],[49.88764045 10.11235955] ; [24.11235955  4.88764045],0
d4,1,0.018922,5.508742,[311  50] ; [119  34],[302.00389105  58.99610895] ; [127.99610895  25.00389105],0
u3,1,0.029843,4.718308,[58 31] ; [20 24],[52.19548872 36.80451128] ; [25.80451128 18.19548872],0
a2,1,0.035779,4.407586,[103 261] ; [ 30 124],[ 93.45945946 270.54054054] ; [ 39.54054054 114.45945946],0
d5,1,0.037105,4.345576,[308  53] ; [119  34],[299.89688716  61.10311284] ; [127.10311284  25.89688716],0
a1,1,0.042936,4.097938,[ 26 338] ; [  4 150],[ 21.08108108 342.91891892] ; [  8.91891892 145.08108108],0
p8,1,0.076457,3.138642,[253 108] ; [95 58],[244.41245136 116.58754864] ; [103.58754864  49.41245136],0
d3,1,0.077401,3.118655,[269  93] ; [102  51],[260.78058252 101.21941748] ; [110.21941748  42.78058252],0
a4,1,0.087669,2.916655,[173 189] ; [61 93],[164.1627907 197.8372093] ; [69.8372093 84.1627907],0
a5,1,0.124486,2.359947,[283  81] ; [110  44],[276.16216216  87.83783784] ; [116.83783784  37.16216216],0
v1,1,0.141806,2.158248,[213 144] ; [80 72],[205.50294695 151.49705305] ; [87.49705305 64.50294695],0
r1,1,0.144162,2.132957,[320  42] ; [128  25],[314.90485437  47.09514563] ; [133.09514563  19.90485437],0
b1,1,0.182568,1.776595,[148 216] ; [ 53 101],[141.24324324 222.75675676] ; [59.75675676 94.24324324],0
n6,1,0.190886,1.710766,[321  39] ; [131  23],[316.57587549  43.42412451] ; [135.42412451  18.57587549],0
