Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8e-06,20.061026,[11 23] ; [32  6],[20.30555556 13.69444444] ; [22.69444444 15.30555556],1
p9,1,0.001523,10.051039,[20 16] ; [36  5],[26.18181818  9.81818182] ; [29.81818182 11.18181818],0
r4,1,0.001592,9.969469,[27 10] ; [41  1],[31.84810127  5.15189873] ; [36.15189873  5.84810127],0
d5,1,0.002692,9.005542,[21 15] ; [37  5],[26.76923077  9.23076923] ; [31.23076923 10.76923077],0
p10,1,0.01249,6.239961,[20 17] ; [33  8],[25.14102564 11.85897436] ; [27.85897436 13.14102564],0
d2,1,0.013074,6.159117,[13 23] ; [27 15],[18.46153846 17.53846154] ; [21.53846154 20.46153846],0
n6,1,0.018168,5.579899,[22 15] ; [35  7],[26.69620253 10.30379747] ; [30.30379747 11.69620253],0
s6,1,0.019681,5.439947,[27 10] ; [38  3],[30.83333333  6.16666667] ; [34.16666667  6.83333333],0
s1,1,0.02148,5.287395,[ 8 28] ; [ 2 40],[ 4.61538462 31.38461538] ; [ 5.38461538 36.61538462],0
v4,1,0.030828,4.662539,[31  6] ; [41  1],[33.72151899  3.27848101] ; [38.27848101  3.72151899],0
n5,1,0.038784,4.270305,[19 18] ; [31 11],[23.41772152 13.58227848] ; [26.58227848 15.41772152],0
p11,1,0.038784,4.270305,[19 18] ; [31 11],[23.41772152 13.58227848] ; [26.58227848 15.41772152],0
u2,1,0.044625,4.032767,[4 7] ; [10  3],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
p8,1,0.059595,3.548607,[13 24] ; [ 7 35],[ 9.36708861 27.63291139] ; [10.63291139 31.36708861],0
r2,1,0.062351,3.473715,[32  5] ; [41  1],[34.18987342  2.81012658] ; [38.81012658  3.18987342],0
a4,1,0.086591,2.936643,[14 23] ; [24 18],[17.79746835 19.20253165] ; [20.20253165 21.79746835],0
s5,1,0.093089,2.82013,[10 25] ; [19 21],[13.53333333 21.46666667] ; [15.46666667 24.53333333],0
v1,1,0.093539,2.812386,[18 19] ; [27 13],[21.62337662 15.37662338] ; [23.37662338 16.62337662],0
a5,1,0.110602,2.545593,[22 15] ; [32 10],[25.29113924 11.70886076] ; [28.70886076 13.29113924],0
p12,1,0.116184,2.468029,[ 1 36] ; [ 5 36],[ 2.84615385 34.15384615] ; [ 3.15384615 37.84615385],0
d1,1,0.15526,2.019801,[17 20] ; [26 16],[20.13924051 16.86075949] ; [22.86075949 19.13924051],0
p4,1,0.170042,1.882575,[12 25] ; [20 22],[14.98734177 22.01265823] ; [17.01265823 24.98734177],0
n4,1,0.173711,1.850621,[21 16] ; [30 12],[23.88607595 13.11392405] ; [27.11392405 14.88607595],0
a6,1,0.19369,1.689321,[17 19] ; [26 16],[19.84615385 16.15384615] ; [23.15384615 18.84615385],0
u3,1,0.246566,1.342657,[6 5] ; [10  3],[7.33333333 3.66666667] ; [8.66666667 4.33333333],0
v2,1,0.253476,1.304041,[18 18] ; [24 14],[20.43243243 15.56756757] ; [21.56756757 16.43243243],0
b5,1,0.263044,1.252665,[22 15] ; [30 12],[24.35443038 12.64556962] ; [27.64556962 14.35443038],0
a1,1,0.311206,1.025552,[ 4 33] ; [ 2 40],[ 2.81012658 34.18987342] ; [ 3.18987342 38.81012658],0
p5,1,0.317086,1.000929,[ 1 36] ; [ 3 35],[ 1.97333333 35.02666667] ; [ 2.02666667 35.97333333],0
a7,1,0.361361,0.833158,[24 13] ; [23 19],[22.01265823 14.98734177] ; [24.98734177 17.01265823],0
s3,1,0.362538,0.829082,[28  8] ; [36  6],[29.53846154  6.46153846] ; [34.46153846  7.53846154],0
r1,1,0.397155,0.716925,[26 11] ; [33  9],[27.63291139  9.36708861] ; [31.36708861 10.63291139],0
d3,1,0.413956,0.667411,[23 13] ; [23 19],[21.23076923 14.76923077] ; [24.76923077 17.23076923],0
b1,1,0.417289,0.657939,[16 21] ; [22 20],[17.79746835 19.20253165] ; [20.20253165 21.79746835],0
p6,1,0.421033,0.647431,[ 9 27] ; [14 28],[10.61538462 25.38461538] ; [12.38461538 29.61538462],0
b2,1,0.466672,0.529844,[ 4 12] ; [12 22],[ 5.12 10.88] ; [10.88 23.12],0
b3,1,0.466672,0.529844,[ 4 12] ; [12 22],[ 5.12 10.88] ; [10.88 23.12],0
b4,1,0.480181,0.498453,[20 17] ; [26 16],[21.5443038 15.4556962] ; [24.4556962 17.5443038],0
u1,1,0.555568,0.347436,[ 6 31] ; [ 9 33],[ 7.02531646 29.97468354] ; [ 7.97468354 34.02531646],0
a2,1,0.555568,0.347436,[ 6 31] ; [ 9 33],[ 7.02531646 29.97468354] ; [ 7.97468354 34.02531646],0
p1,1,0.576729,0.311553,[ 3 34] ; [ 5 37],[ 3.74683544 33.25316456] ; [ 4.25316456 37.74683544],0
n2,1,0.594853,0.282828,[10  2] ; [12  4],[9.42857143 2.57142857] ; [12.57142857  3.42857143],0
v3,1,0.628745,0.233766,[13 23] ; [15 21],[14. 22.] ; [14. 22.],0
