Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,25.945595,[ 2 13] ; [68 18],[10.3960396  4.6039604] ; [59.6039604 26.3960396],1
p2,1,0.007449,7.161344,[8 7] ; [72 14],[11.88118812  3.11881188] ; [68.11881188 17.88118812],0
p11,1,0.24812,1.33386,[8 7] ; [59 27],[9.95049505 5.04950495] ; [57.04950495 28.95049505],0
b1,1,0.625414,0.238331,[7 8] ; [46 40],[7.87128713 7.12871287] ; [45.12871287 40.87128713],0
