Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.1e-05,17.365637,[14 22] ; [77 23],[24.08823529 11.91176471] ; [66.91176471 33.08823529],1
n5,1,8.6e-05,15.416786,[14 21] ; [77 24],[23.41911765 11.58088235] ; [67.58088235 33.41911765],1
r4,1,0.000303,13.051181,[23 13] ; [91 10],[29.95620438  6.04379562] ; [84.04379562 16.95620438],1
s8,1,0.002377,9.232897,[ 8 28] ; [52 49],[15.76642336 20.23357664] ; [44.23357664 56.76642336],0
p2,1,0.004505,8.067973,[21 15] ; [82 18],[27.26470588  8.73529412] ; [75.73529412 24.26470588],0
r1,1,0.006719,7.346566,[20 16] ; [79 21],[26.20588235  9.79411765] ; [72.79411765 27.20588235],0
p10,1,0.007263,7.206723,[22 14] ; [83 17],[27.79411765  8.20588235] ; [77.20588235 22.79411765],0
r3,1,0.008177,6.994286,[27  9] ; [92  8],[31.5  4.5] ; [87.5 12.5],0
p4,1,0.008202,6.988897,[12 24] ; [59 41],[18.79411765 17.20588235] ; [52.20588235 47.79411765],0
s6,1,0.016324,5.76762,[19 17] ; [73 25],[24.71641791 11.28358209] ; [67.28358209 30.71641791],0
a5,1,0.017101,5.685942,[19 17] ; [75 26],[24.70072993 11.29927007] ; [69.29927007 31.70072993],0
d2,1,0.023897,5.102102,[12 23] ; [57 44],[17.75735294 17.24264706] ; [51.24264706 49.75735294],0
v4,1,0.026341,4.933472,[30  6] ; [96  5],[33.10948905  2.89051095] ; [92.89051095  8.10948905],0
u2,1,0.054116,3.709123,[8 4] ; [11 21],[5.18181818 6.81818182] ; [13.81818182 18.18181818],0
p7,1,0.054495,3.697483,[14 22] ; [57 42],[18.93333333 17.06666667] ; [52.06666667 46.93333333],0
v2,1,0.055934,3.654014,[11 22] ; [52 47],[15.75 17.25] ; [47.25 51.75],0
r2,1,0.061129,3.506494,[32  4] ; [96  3],[34.13333333  1.86666667] ; [93.86666667  5.13333333],0
a1,1,0.08092,3.046328,[ 3 33] ; [ 2 99],[ 1.31386861 34.68613139] ; [ 3.68613139 97.31386861],0
p6,1,0.087769,2.914828,[ 9 27] ; [41 59],[13.23529412 22.76470588] ; [36.76470588 63.23529412],0
u1,1,0.091315,2.851041,[ 3 33] ; [21 80],[ 6.30656934 29.69343066] ; [17.69343066 83.30656934],0
s7,1,0.112552,2.518014,[15 20] ; [55 39],[18.99224806 16.00775194] ; [51.00775194 42.99224806],0
d1,1,0.120933,2.405199,[16 20] ; [60 41],[19.97080292 16.02919708] ; [56.02919708 44.97080292],0
d5,1,0.184314,1.762493,[25 10] ; [82 18],[27.74074074  7.25925926] ; [79.25925926 20.74074074],0
p8,1,0.191902,1.702957,[ 9 27] ; [37 63],[12.17647059 23.82352941] ; [33.82352941 66.17647059],0
s5,1,0.208971,1.578541,[ 9 22] ; [40 56],[11.96062992 19.03937008] ; [37.03937008 58.96062992],0
a4,1,0.212237,1.556101,[14 22] ; [51 49],[17.20588235 18.79411765] ; [47.79411765 52.20588235],0
s2,1,0.278383,1.174966,[18 18] ; [61 40],[20.75912409 15.24087591] ; [58.24087591 42.75912409],0
n2,1,0.279651,1.168786,[8 5] ; [27  8],[9.47916667 3.52083333] ; [25.52083333  9.47916667],0
p3,1,0.310877,1.026945,[12 24] ; [43 57],[14.55882353 21.44117647] ; [40.44117647 59.55882353],0
n1,1,0.312326,1.020814,[4 9] ; [16 18],[5.53191489 7.46808511] ; [14.46808511 19.53191489],0
n3,1,0.348443,0.879121,[11  2] ; [25 10],[9.75 3.25] ; [26.25  8.75],0
b1,1,0.395816,0.721002,[19 17] ; [45 56],[16.81751825 19.18248175] ; [47.18248175 53.81751825],0
s3,1,0.41428,0.666483,[19 17] ; [60 39],[21.06666667 14.93333333] ; [57.93333333 41.06666667],0
p5,1,0.420134,0.64994,[ 2 34] ; [10 90],[ 3.17647059 32.82352941] ; [ 8.82352941 91.17647059],0
s1,1,0.474984,0.510357,[ 3 33] ; [ 5 94],[ 2.13333333 33.86666667] ; [ 5.86666667 93.13333333],0
a3,1,0.545568,0.365317,[23 13] ; [68 30],[24.44776119 11.55223881] ; [66.55223881 31.44776119],0
a7,1,0.573926,0.316158,[28  8] ; [73 27],[26.73529412  9.26470588] ; [74.26470588 25.73529412],0
u3,1,0.622101,0.242926,[7 5] ; [16 16],[6.27272727 5.72727273] ; [16.72727273 15.27272727],0
a6,1,0.648536,0.207751,[23 12] ; [62 39],[21.875 13.125] ; [63.125 37.875],0
a2,1,0.674591,0.176279,[ 8 28] ; [26 75],[ 8.93430657 27.06569343] ; [25.06569343 75.93430657],0
s4,1,0.678468,0.171855,[ 7 29] ; [23 78],[ 7.88321168 28.11678832] ; [22.11678832 78.88321168],0
a8,1,0.710068,0.138209,[ 4 31] ; [12 74],[ 4.62809917 30.37190083] ; [11.37190083 74.62809917],0
d3,1,0.712066,0.136222,[23 11] ; [71 29],[23.85074627 10.14925373] ; [70.14925373 29.85074627],0
b3,1,0.781637,0.076832,[ 4 12] ; [14 35],[ 4.43076923 11.56923077] ; [13.56923077 35.43076923],0
b2,1,0.781637,0.076832,[ 4 12] ; [14 35],[ 4.43076923 11.56923077] ; [13.56923077 35.43076923],0
d4,1,0.824445,0.049209,[28  7] ; [79 22],[27.53676471  7.46323529] ; [79.46323529 21.53676471],0
