Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000864,11.099373,[18  6] ; [32 55],[10.81081081 13.18918919] ; [39.18918919 47.81081081],1
s3,1,0.004085,8.245432,[18  6] ; [36 50],[11.78181818 12.21818182] ; [42.21818182 43.78181818],0
s6,1,0.030566,4.677156,[19  4] ; [50 36],[14.55963303  8.44036697] ; [54.44036697 31.55963303],0
s7,1,0.030729,4.668031,[12 11] ; [24 61],[ 7.66666667 15.33333333] ; [28.33333333 56.66666667],0
s5,1,0.0321,4.593144,[11 10] ; [24 62],[ 6.86915888 14.13084112] ; [28.13084112 57.86915888],0
p6,1,0.03304,4.543711,[10 13] ; [18 66],[ 6.01869159 16.98130841] ; [21.98130841 62.01869159],0
p9,1,0.079805,3.068863,[20  2] ; [63 23],[16.90740741  5.09259259] ; [66.09259259 19.90740741],0
p10,1,0.08,3.0649,[19  3] ; [58 28],[15.68518519  6.31481481] ; [61.31481481 24.68518519],0
p8,1,0.085822,2.951037,[ 7 15] ; [45 41],[10.59259259 11.40740741] ; [41.40740741 44.59259259],0
p2,1,0.161398,1.961077,[15  9] ; [66 20],[17.67272727  6.32727273] ; [63.32727273 22.67272727],0
n6,1,0.164005,1.936907,[18  5] ; [54 32],[15.19266055  7.80733945] ; [56.80733945 29.19266055],0
a5,1,0.176151,1.829797,[13 11] ; [60 27],[15.78378378  8.21621622] ; [57.21621622 29.78378378],0
b1,1,0.202631,1.623307,[ 5 19] ; [30 57],[ 7.56756757 16.43243243] ; [27.43243243 59.56756757],0
v1,1,0.209289,1.576336,[10 13] ; [50 36],[12.66055046 10.33944954] ; [47.33944954 38.66055046],0
p3,1,0.212187,1.556438,[ 6 18] ; [33 52],[ 8.58715596 15.41284404] ; [30.41284404 54.58715596],0
b5,1,0.313,1.017975,[16  8] ; [48 39],[13.83783784 10.16216216] ; [50.16216216 36.83783784],0
p1,1,0.313676,1.015135,[ 2 22] ; [ 3 83],[ 1.09090909 22.90909091] ; [ 3.90909091 82.09090909],0
a6,1,0.32797,0.956897,[14 10] ; [60 27],[16.  8.] ; [58. 29.],0
d2,1,0.386063,0.751305,[10 14] ; [28 59],[ 8.21621622 15.78378378] ; [29.78378378 57.21621622],0
s8,1,0.409578,0.680025,[ 9 15] ; [25 62],[ 7.35135135 16.64864865] ; [26.64864865 60.35135135],0
p11,1,0.409578,0.680025,[15  9] ; [62 25],[16.64864865  7.35135135] ; [60.35135135 26.64864865],0
a2,1,0.426921,0.631184,[ 3 21] ; [17 70],[ 4.32432432 19.67567568] ; [15.67567568 71.32432432],0
a7,1,0.437918,0.601732,[20  4] ; [66 21],[18.59459459  5.40540541] ; [67.40540541 19.59459459],0
p4,1,0.470031,0.521902,[10 14] ; [43 43],[11.56363636 12.43636364] ; [41.43636364 44.56363636],0
d5,1,0.4721,0.517056,[18  6] ; [71 16],[19.24324324  4.75675676] ; [69.75675676 17.24324324],0
a3,1,0.477203,0.505249,[15  9] ; [61 26],[16.43243243  7.56756757] ; [59.56756757 27.43243243],0
n2,1,0.47725,0.50514,[4 3] ; [22  9],[4.78947368 2.21052632] ; [21.21052632  9.78947368],0
r4,1,0.497573,0.46011,[21  3] ; [71 16],[19.89189189  4.10810811] ; [72.10810811 14.89189189],0
u3,1,0.502944,0.448718,[6 3] ; [14 12],[5.14285714 3.85714286] ; [14.85714286 11.14285714],0
p5,1,0.507529,0.439158,[ 1 23] ; [ 7 79],[ 1.74545455 22.25454545] ; [ 6.25454545 79.74545455],0
d3,1,0.566906,0.327888,[18  6] ; [60 27],[16.86486486  7.13513514] ; [61.13513514 25.86486486],0
r1,1,0.577276,0.310659,[18  6] ; [69 17],[18.98181818  5.01818182] ; [68.01818182 17.98181818],0
b2,1,0.583587,0.300472,[4 6] ; [13 29],[3.26923077 6.73076923] ; [13.73076923 28.26923077],0
b3,1,0.583587,0.300472,[4 6] ; [13 29],[3.26923077 6.73076923] ; [13.73076923 28.26923077],0
n1,1,0.589032,0.291859,[2 5] ; [ 6 25],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
u1,1,0.609785,0.260489,[ 4 20] ; [11 76],[ 3.24324324 20.75675676] ; [11.75675676 75.24324324],0
p7,1,0.632319,0.22893,[14  9] ; [47 38],[12.99074074 10.00925926] ; [48.00925926 36.99074074],0
p12,1,0.647793,0.208693,[ 1 22] ; [ 6 80],[ 1.47706422 21.52293578] ; [ 5.52293578 80.47706422],0
v4,1,0.654823,0.199873,[22  2] ; [81  5],[22.47272727  1.52727273] ; [80.52727273  5.47272727],0
n3,1,0.714911,0.133421,[4 3] ; [20 11],[4.42105263 2.57894737] ; [19.57894737 11.42105263],0
u2,1,0.773795,0.082607,[4 5] ; [13 13],[4.37142857 4.62857143] ; [12.62857143 13.37142857],0
n5,1,0.805931,0.060358,[ 8 16] ; [31 55],[ 8.50909091 15.49090909] ; [30.49090909 55.50909091],0
d4,1,0.845734,0.037855,[20  4] ; [71 16],[19.67567568  4.32432432] ; [71.32432432 15.67567568],0
v3,1,0.869288,0.027081,[ 9 13] ; [36 48],[ 9.33962264 12.66037736] ; [35.66037736 48.33962264],0
d1,1,0.910513,0.012632,[13 11] ; [46 41],[12.75675676 11.24324324] ; [46.24324324 40.75675676],0
b4,1,0.948526,0.004168,[15  9] ; [55 32],[15.13513514  8.86486486] ; [54.86486486 32.13513514],0
a4,1,1.0,0.0,[ 8 16] ; [29 58],[ 8. 16.] ; [29. 58.],0
