Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.4e-05,17.814692,[2 8] ; [66 15],[7.47252747 2.52747253] ; [60.52747253 20.47252747],1
r1,1,0.001014,10.802557,[3 7] ; [63 17],[7.33333333 2.66666667] ; [58.66666667 21.33333333],0
v4,1,0.00482,7.94595,[6 4] ; [72  7],[8.76404494 1.23595506] ; [69.23595506  9.76404494],0
b1,1,0.005215,7.803407,[9 1] ; [35 46],[4.83516484 5.16483516] ; [39.16483516 41.83516484],0
a8,1,0.008715,6.880286,[3 6] ; [ 5 72],[0.8372093 8.1627907] ; [ 7.1627907 69.8372093],0
p7,1,0.017065,5.689703,[9 1] ; [37 37],[5.47619048 4.52380952] ; [40.52380952 33.47619048],0
r3,1,0.043805,4.064063,[7 3] ; [73  7],[8.88888889 1.11111111] ; [71.11111111  8.88888889],0
p4,1,0.048919,3.878123,[7 3] ; [30 50],[4.11111111 5.88888889] ; [32.88888889 47.11111111],0
d1,1,0.057221,3.61614,[2 8] ; [42 39],[4.83516484 5.16483516] ; [39.16483516 41.83516484],0
s7,1,0.063796,3.43585,[1 7] ; [35 40],[3.46987952 4.53012048] ; [32.53012048 42.46987952],0
b4,1,0.078615,3.093306,[3 7] ; [48 33],[5.6043956 4.3956044] ; [45.3956044 35.6043956],0
n2,1,0.092842,2.824387,[2 2] ; [28  5],[3.24324324 0.75675676] ; [26.75675676  6.24324324],0
a1,1,0.121591,2.396708,[2 8] ; [ 5 76],[0.76923077 9.23076923] ; [ 6.23076923 74.76923077],0
p6,1,0.132707,2.260545,[4 5] ; [17 61],[2.17241379 6.82758621] ; [18.82758621 59.17241379],0
s1,1,0.134854,2.235717,[2 8] ; [ 5 73],[0.79545455 9.20454545] ; [ 6.20454545 71.79545455],0
p8,1,0.151637,2.055709,[5 4] ; [25 54],[3.06818182 5.93181818] ; [26.93181818 52.06818182],0
p10,1,0.155436,2.018072,[4 6] ; [50 29],[6.06741573 3.93258427] ; [47.93258427 31.06741573],0
n1,1,0.167493,1.905242,[3 1] ; [12 19],[1.71428571 2.28571429] ; [13.28571429 17.71428571],0
s5,1,0.222176,1.49026,[1 9] ; [21 54],[2.58823529 7.41176471] ; [19.41176471 55.58823529],0
p2,1,0.224571,1.474921,[5 5] ; [56 25],[6.7032967 3.2967033] ; [54.2967033 26.7032967],0
d5,1,0.23568,1.40625,[5 5] ; [55 25],[6.66666667 3.33333333] ; [53.33333333 26.66666667],0
v3,1,0.243163,1.362162,[1 9] ; [20 54],[2.5 7.5] ; [18.5 55.5],0
n4,1,0.24674,1.341671,[3 7] ; [40 41],[4.72527473 5.27472527] ; [38.27472527 42.72527473],0
s2,1,0.25978,1.269929,[5 5] ; [55 26],[6.59340659 3.40659341] ; [53.40659341 27.59340659],0
d3,1,0.27221,1.205577,[5 5] ; [54 26],[6.55555556 3.44444444] ; [52.44444444 27.55555556],0
s6,1,0.27221,1.205577,[5 5] ; [54 26],[6.55555556 3.44444444] ; [52.44444444 27.55555556],0
p9,1,0.285244,1.141933,[5 5] ; [53 26],[6.51685393 3.48314607] ; [51.48314607 27.51685393],0
s8,1,0.28709,1.133216,[2 8] ; [30 51],[3.51648352 6.48351648] ; [28.48351648 52.51648352],0
p12,1,0.372422,0.795566,[1 9] ; [ 3 76],[0.4494382 9.5505618] ; [ 3.5505618 75.4494382],0
b2,1,0.374742,0.787879,[1 7] ; [12 32],[2. 6.] ; [11. 33.],0
b3,1,0.374742,0.787879,[1 7] ; [12 32],[2. 6.] ; [11. 33.],0
n3,1,0.453255,0.5625,[2 2] ; [22 10],[2.66666667 1.33333333] ; [21.33333333 10.66666667],0
a3,1,0.512251,0.429467,[7 3] ; [48 33],[6.04395604 3.95604396] ; [48.95604396 32.04395604],0
a7,1,0.523876,0.406255,[5 5] ; [49 32],[5.93406593 4.06593407] ; [48.06593407 32.93406593],0
p11,1,0.575372,0.313776,[5 5] ; [48 33],[5.82417582 4.17582418] ; [47.17582418 33.82417582],0
d2,1,0.590527,0.289522,[3 7] ; [31 49],[3.77777778 6.22222222] ; [30.22222222 49.77777778],0
a4,1,0.674721,0.176129,[4 6] ; [27 54],[3.40659341 6.59340659] ; [27.59340659 53.40659341],0
s4,1,0.684141,0.165502,[2 8] ; [21 60],[2.52747253 7.47252747] ; [20.47252747 60.52747253],0
d4,1,0.693866,0.154932,[8 2] ; [67 12],[8.42696629 1.57303371] ; [66.57303371 12.42696629],0
u3,1,0.752172,0.099715,[2 1] ; [24  8],[2.22857143 0.77142857] ; [23.77142857  8.22857143],0
n5,1,0.764177,0.09,[4 6] ; [36 44],[4.44444444 5.55555556] ; [35.55555556 44.44444444],0
p3,1,0.774198,0.082305,[4 5] ; [32 49],[3.6 5.4] ; [32.4 48.6],0
a6,1,0.816532,0.053828,[6 4] ; [51 29],[6.33333333 3.66666667] ; [50.66666667 29.33333333],0
p1,1,0.886225,0.020473,[1 9] ; [ 7 74],[0.87912088 9.12087912] ; [ 7.12087912 73.87912088],0
b5,1,0.904879,0.01428,[6 4] ; [47 34],[5.82417582 4.17582418] ; [47.17582418 33.82417582],0
v1,1,0.950479,0.003857,[4 6] ; [32 46],[4.09090909 5.90909091] ; [31.90909091 46.09090909],0
a5,1,0.975963,0.000908,[6 4] ; [49 32],[6.04395604 3.95604396] ; [48.95604396 32.04395604],0
v2,1,0.986754,0.000276,[4 6] ; [29 44],[3.97590361 6.02409639] ; [29.02409639 43.97590361],0
