Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.013262,6.133869,[14  9] ; [ 3 12],[10.28947368 12.71052632] ; [6.71052632 8.28947368],0
a4,1,0.028472,4.799269,[11 12] ; [ 2 13],[ 7.86842105 15.13157895] ; [5.13157895 9.86842105],0
v1,1,0.028472,4.799269,[11 12] ; [ 2 13],[ 7.86842105 15.13157895] ; [5.13157895 9.86842105],0
a6,1,0.036569,4.370359,[17  6] ; [6 9],[13.92105263  9.07894737] ; [9.07894737 5.92105263],0
v4,1,0.082187,3.021118,[12 11] ; [12  3],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
a3,1,0.156646,2.00631,[14  8] ; [6 9],[11.89189189 10.10810811] ; [8.10810811 6.89189189],0
r1,1,0.192113,1.70134,[11 12] ; [ 4 11],[ 9.07894737 13.92105263] ; [5.92105263 9.07894737],0
b5,1,0.192113,1.70134,[12 11] ; [11  4],[13.92105263  9.07894737] ; [9.07894737 5.92105263],0
d5,1,0.22504,1.471937,[18  5] ; [9 6],[16.34210526  6.65789474] ; [10.65789474  4.34210526],0
p8,1,0.2473,1.33849,[10 12] ; [ 4 11],[ 8.32432432 13.67567568] ; [5.67567568 9.32432432],0
n3,1,0.263552,1.25,[5 4] ; [5 1],[6. 3.] ; [4. 2.],0
s7,1,0.287728,1.13022,[ 6 14] ; [ 2 12],[ 4.70588235 15.29411765] ; [ 3.29411765 10.70588235],0
s4,1,0.313628,1.015336,[ 2 21] ; [ 3 12],[ 3.02631579 19.97368421] ; [ 1.97368421 13.02631579],0
u2,1,0.317311,1.0,[7 2] ; [5 4],[6. 3.] ; [6. 3.],0
b1,1,0.319424,0.991304,[13 10] ; [6 9],[11.5 11.5] ; [7.5 7.5],0
d2,1,0.32603,0.964603,[ 8 15] ; [ 3 12],[ 6.65789474 16.34210526] ; [ 4.34210526 10.65789474],0
b4,1,0.376445,0.782279,[12 11] ; [10  5],[13.31578947  9.68421053] ; [8.68421053 6.31578947],0
s6,1,0.389412,0.740779,[ 9 14] ; [8 7],[10.28947368 12.71052632] ; [6.71052632 8.28947368],0
s8,1,0.427576,0.6294,[ 5 18] ; [ 5 10],[ 6.05263158 16.94736842] ; [ 3.94736842 11.05263158],0
p4,1,0.462553,0.53971,[12 11] ; [6 9],[10.89473684 12.10526316] ; [7.10526316 7.89473684],0
n1,1,0.474549,0.511364,[3 6] ; [1 5],[2.4 6.6] ; [1.6 4.4],0
d4,1,0.47522,0.509814,[16  7] ; [12  3],[16.94736842  6.05263158] ; [11.05263158  3.94736842],0
p5,1,0.502651,0.449334,[ 3 19] ; [ 1 14],[ 2.37837838 19.62162162] ; [ 1.62162162 13.37837838],0
a1,1,0.531257,0.391986,[ 3 20] ; [ 1 14],[ 2.42105263 20.57894737] ; [ 1.57894737 13.42105263],0
p12,1,0.531257,0.391986,[ 3 20] ; [ 1 14],[ 2.42105263 20.57894737] ; [ 1.57894737 13.42105263],0
v2,1,0.548997,0.359118,[11 11] ; [6 9],[10.10810811 11.89189189] ; [6.89189189 8.10810811],0
s5,1,0.565403,0.330435,[ 3 20] ; [ 3 12],[ 3.63157895 19.36842105] ; [ 2.36842105 12.63157895],0
