Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.035137,4.438489,[20 18] ; [19  5],[23.90322581 14.09677419] ; [15.09677419  8.90322581],0
p11,1,0.063055,3.455143,[26 12] ; [23  3],[29.09375  8.90625] ; [19.90625  6.09375],0
v1,1,0.069944,3.284324,[22 15] ; [ 9 16],[18.5 18.5] ; [12.5 12.5],0
d2,1,0.074851,3.173302,[12 26] ; [14 12],[15.4375 22.5625] ; [10.5625 15.4375],0
n6,1,0.082082,3.023193,[24 13] ; [22  4],[27.01587302  9.98412698] ; [18.98412698  7.01587302],0
d1,1,0.08279,3.009265,[15 23] ; [16 10],[18.40625 19.59375] ; [12.59375 13.40625],0
a4,1,0.115463,2.477803,[16 22] ; [ 6 20],[13.0625 24.9375] ; [ 8.9375 17.0625],0
p3,1,0.134353,2.241474,[14 24] ; [14 11],[16.88888889 21.11111111] ; [11.11111111 13.88888889],0
s8,1,0.158841,1.985222,[11 27] ; [12 14],[13.65625 24.34375] ; [ 9.34375 16.65625],0
a3,1,0.158841,1.985222,[27 11] ; [14 12],[24.34375 13.65625] ; [16.65625  9.34375],0
a7,1,0.168907,1.89262,[24 13] ; [21  5],[26.42857143 10.57142857] ; [18.57142857  7.42857143],0
p2,1,0.169536,1.887041,[28 10] ; [22  3],[30.15873016  7.84126984] ; [19.84126984  5.15873016],0
p6,1,0.180828,1.79081,[10 28] ; [11 15],[12.46875 25.53125] ; [ 8.53125 17.46875],0
v4,1,0.225713,1.467673,[33  5] ; [24  1],[34.38095238  3.61904762] ; [22.61904762  2.38095238],0
p10,1,0.247901,1.335093,[29  9] ; [22  3],[30.76190476  7.23809524] ; [20.23809524  4.76190476],0
n1,1,0.263552,1.25,[4 5] ; [1 5],[3. 6.] ; [2. 4.],0
n5,1,0.338335,0.916732,[25 13] ; [20  6],[26.71875 11.28125] ; [18.28125  7.71875],0
s3,1,0.339448,0.912515,[29  9] ; [17  9],[27.3125 10.6875] ; [18.6875  7.3125],0
a5,1,0.357566,0.846424,[22 16] ; [18  8],[23.75 14.25] ; [16.25  9.75],0
d5,1,0.365588,0.818607,[23 14] ; [19  7],[24.66666667 12.33333333] ; [17.33333333  8.66666667],0
s5,1,0.377135,0.78002,[ 5 30] ; [ 6 20],[ 6.31147541 28.68852459] ; [ 4.68852459 21.31147541],0
d3,1,0.427732,0.628975,[22 15] ; [18  8],[23.49206349 13.50793651] ; [16.50793651  9.49206349],0
u1,1,0.456409,0.554686,[ 7 31] ; [ 3 23],[ 5.9375 32.0625] ; [ 4.0625 21.9375],0
s4,1,0.456409,0.554686,[ 7 31] ; [ 3 23],[ 5.9375 32.0625] ; [ 4.0625 21.9375],0
b5,1,0.473886,0.5129,[21 17] ; [12 14],[19.59375 18.40625] ; [13.40625 12.59375],0
r2,1,0.494617,0.466467,[34  3] ; [25  1],[34.65079365  2.34920635] ; [24.34920635  1.65079365],0
u3,1,0.509903,0.434266,[7 4] ; [6 6],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
s1,1,0.511083,0.431849,[ 3 35] ; [ 1 25],[ 2.375 35.625] ; [ 1.625 24.375],0
p9,1,0.511083,0.431849,[28 10] ; [21  5],[29.09375  8.90625] ; [19.90625  6.09375],0
p4,1,0.533204,0.388281,[16 22] ; [13 13],[17.21875 20.78125] ; [11.78125 14.21875],0
u2,1,0.536809,0.381485,[5 6] ; [7 5],[5.73913043 5.26086957] ; [6.26086957 5.73913043],0
n2,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
s7,1,0.561166,0.337689,[15 22] ; [12 13],[16.11290323 20.88709677] ; [10.88709677 14.11290323],0
v2,1,0.569902,0.322847,[18 19] ; [14 11],[19.09677419 17.90322581] ; [12.90322581 12.09677419],0
n4,1,0.601507,0.27273,[27 11] ; [20  6],[27.90625 10.09375] ; [19.09375  6.90625],0
b1,1,0.617601,0.249253,[17 21] ; [10 16],[16.03125 21.96875] ; [10.96875 15.03125],0
a6,1,0.659827,0.193734,[24 14] ; [15 11],[23.15625 14.84375] ; [15.84375 10.15625],0
r4,1,0.6721,0.179156,[29  9] ; [21  5],[29.6875  8.3125] ; [20.3125  5.6875],0
v3,1,0.726347,0.122493,[13 22] ; [10 14],[13.6440678 21.3559322] ; [ 9.3559322 14.6440678],0
p5,1,0.792065,0.069501,[ 1 35] ; [ 1 24],[ 1.18032787 34.81967213] ; [ 0.81967213 24.18032787],0
n3,1,0.793258,0.068687,[8 3] ; [4 2],[7.76470588 3.23529412] ; [4.23529412 1.76470588],0
b2,1,0.815019,0.054736,[10 11] ; [7 9],[ 9.64864865 11.35135135] ; [7.35135135 8.64864865],0
b3,1,0.815019,0.054736,[10 11] ; [7 9],[ 9.64864865 11.35135135] ; [7.35135135 8.64864865],0
a2,1,0.847433,0.037016,[ 5 33] ; [ 3 23],[ 4.75 33.25] ; [ 3.25 22.75],0
d4,1,0.858785,0.031656,[30  8] ; [21  5],[30.28125  7.71875] ; [20.71875  5.28125],0
r3,1,0.898611,0.016235,[34  4] ; [23  3],[33.84375  4.15625] ; [23.15625  2.84375],0
a8,1,0.905475,0.014101,[ 6 31] ; [ 4 19],[ 6.16666667 30.83333333] ; [ 3.83333333 19.16666667],0
b4,1,0.923815,0.009145,[20 18] ; [14 12],[20.1875 17.8125] ; [13.8125 12.1875],0
r1,1,0.945278,0.004711,[26 12] ; [18  8],[26.125 11.875] ; [17.875  8.125],0
a1,1,0.976357,0.000878,[ 3 35] ; [ 2 24],[ 2.96875 35.03125] ; [ 2.03125 23.96875],0
