Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,33.56808,[248   7] ; [6 4],[244.41509434  10.58490566] ; [9.58490566 0.41509434],1
r4,1,0.0,25.452402,[241  16] ; [5 5],[236.78651685  20.21348315] ; [9.21348315 0.78651685],1
r1,1,0.006109,7.517783,[215  42] ; [5 5],[211.76029963  45.23970037] ; [8.23970037 1.76029963],0
d3,1,0.025581,4.984097,[185  70] ; [4 6],[181.86792453  73.13207547] ; [7.13207547 2.86792453],0
d4,1,0.037649,4.320812,[216  39] ; [6 4],[213.62264151  41.37735849] ; [8.37735849 1.62264151],0
s3,1,0.078582,3.093979,[160  95] ; [9 1],[162.62264151  92.37735849] ; [6.37735849 3.62264151],0
d1,1,0.094279,2.799756,[169  88] ; [4 6],[166.52059925  90.47940075] ; [6.47940075 3.52059925],0
p8,1,0.098029,2.737327,[188  67] ; [5 5],[185.71698113  69.28301887] ; [7.28301887 2.71698113],0
a7,1,0.118271,2.440074,[186  70] ; [5 5],[183.81954887  72.18045113] ; [7.18045113 2.81954887],0
b5,1,0.165069,1.927164,[149 108] ; [8 2],[151.11985019 105.88014981] ; [5.88014981 4.11985019],0
b2,1,0.177635,1.817299,[81 83] ; [2 6],[79.13953488 84.86046512] ; [3.86046512 4.13953488],0
b3,1,0.177635,1.817299,[81 83] ; [2 6],[79.13953488 84.86046512] ; [3.86046512 4.13953488],0
a4,1,0.197266,1.6625,[130 126] ; [3 7],[128. 128.] ; [5. 5.],0
s7,1,0.198767,1.651408,[160  85] ; [4 5],[158.18897638  86.81102362] ; [5.81102362 3.18897638],0
v2,1,0.202337,1.625427,[151 101] ; [8 2],[152.93129771  99.06870229] ; [6.06870229 3.93129771],0
b1,1,0.218229,1.515979,[104 153] ; [6 4],[105.88014981 151.11985019] ; [4.11985019 5.88014981],0
a8,1,0.228591,1.449608,[ 36 194] ; [3 7],[ 37.375 192.625] ; [1.625 8.375],0
a3,1,0.260521,1.265985,[193  62] ; [6 4],[191.49056604  63.50943396] ; [7.50943396 2.49056604],0
p11,1,0.275667,1.188329,[214  43] ; [7 3],[212.72284644  44.27715356] ; [8.27715356 1.72284644],0
d5,1,0.281945,1.157693,[212  43] ; [7 3],[210.73584906  44.26415094] ; [8.26415094 1.73584906],0
u1,1,0.312863,1.018549,[ 61 196] ; [1 9],[ 59.67790262 197.32209738] ; [2.32209738 7.67790262],0
p12,1,0.441627,0.592052,[ 34 222] ; [2 7],[ 34.77735849 221.22264151] ; [1.22264151 7.77735849],0
s4,1,0.484914,0.487791,[ 47 204] ; [1 9],[ 46.16091954 204.83908046] ; [1.83908046 8.16091954],0
s8,1,0.486509,0.484238,[151 105] ; [7 3],[152.06015038 103.93984962] ; [5.93984962 4.06015038],0
d2,1,0.634292,0.226285,[134 122] ; [6 4],[134.73684211 121.26315789] ; [5.26315789 4.73684211],0
p7,1,0.634828,0.22557,[217  37] ; [8 2],[216.47727273  37.52272727] ; [8.52272727 1.47727273],0
a2,1,0.685816,0.163652,[ 66 191] ; [2 8],[ 65.45318352 191.54681648] ; [2.54681648 7.45318352],0
v1,1,0.707556,0.140731,[167  87] ; [6 4],[166.4469697  87.5530303] ; [6.5530303 3.4469697],0
n6,1,0.723604,0.125066,[237  18] ; [9 1],[236.71698113  18.28301887] ; [9.28301887 0.71698113],0
v3,1,0.72725,0.121652,[114 136] ; [4 6],[113.46153846 136.53846154] ; [4.53846154 5.46153846],0
a5,1,0.744199,0.106471,[194  63] ; [8 2],[194.43445693  62.56554307] ; [7.56554307 2.43445693],0
p3,1,0.755936,0.09661,[167  89] ; [7 3],[167.45864662  88.54135338] ; [6.54135338 3.45864662],0
a6,1,0.768288,0.086798,[167  88] ; [7 3],[167.43396226  87.56603774] ; [6.56603774 3.43396226],0
u3,1,0.807051,0.059649,[36 28] ; [2 2],[35.76470588 28.23529412] ; [2.23529412 1.76470588],0
u2,1,0.807051,0.059649,[36 28] ; [2 2],[35.76470588 28.23529412] ; [2.23529412 1.76470588],0
n4,1,0.836522,0.042578,[236  21] ; [9 1],[235.82397004  21.17602996] ; [9.17602996 0.82397004],0
p4,1,0.869841,0.02685,[210  46] ; [8 2],[209.80451128  46.19548872] ; [8.19548872 1.80451128],0
p5,1,0.870568,0.026548,[ 57 200] ; [2 8],[ 56.79026217 200.20973783] ; [2.20973783 7.79026217],0
s2,1,0.872786,0.025639,[160  96] ; [6 4],[159.7593985  96.2406015] ; [6.2406015 3.7593985],0
b4,1,0.918061,0.010583,[150 107] ; [6 4],[150.15730337 106.84269663] ; [5.84269663 4.15730337],0
s5,1,0.978567,0.000722,[110 135] ; [4 5],[109.96062992 135.03937008] ; [4.03937008 4.96062992],0
