Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.835535,[55 36] ; [ 9 77],[32.9039548 58.0960452] ; [31.0960452 54.9039548],1
s3,1,0.0,39.62863,[63 26] ; [20 66],[42.21142857 46.78857143] ; [40.78857143 45.21142857],1
s7,1,0.0,29.171929,[48 43] ; [11 70],[31.21511628 59.78488372] ; [27.78488372 53.21511628],1
s5,1,8e-06,19.954401,[30 60] ; [ 5 78],[18.20809249 71.79190751] ; [16.79190751 66.20809249],1
s8,1,7.4e-05,15.704614,[37 55] ; [12 75],[25.18435754 66.81564246] ; [23.81564246 63.18435754],1
p4,1,0.001066,10.709089,[49 43] ; [25 61],[38.24719101 53.75280899] ; [35.75280899 50.24719101],0
n5,1,0.001719,9.82813,[61 30] ; [38 49],[50.61235955 40.38764045] ; [48.38764045 38.61235955],0
s4,1,0.002361,9.245142,[21 69] ; [ 6 81],[13.72881356 76.27118644] ; [13.27118644 73.72881356],0
d5,1,0.004284,8.159233,[74 17] ; [54 33],[65.43820225 25.56179775] ; [62.56179775 24.43820225],0
u1,1,0.006513,7.402535,[21 71] ; [ 7 80],[14.39106145 77.60893855] ; [13.60893855 73.39106145],0
n1,1,0.015661,5.840567,[17 14] ; [ 9 26],[12.21212121 18.78787879] ; [13.78787879 21.21212121],0
d4,1,0.022594,5.199448,[74 17] ; [57 29],[67.35028249 23.64971751] ; [63.64971751 22.35028249],0
u3,1,0.030564,4.677275,[27 12] ; [14 18],[22.52112676 16.47887324] ; [18.47887324 13.52112676],0
a8,1,0.032624,4.565394,[15 65] ; [ 6 75],[10.43478261 69.56521739] ; [10.56521739 70.43478261],0
r1,1,0.034882,4.45095,[72 20] ; [55 31],[65.64044944 26.35955056] ; [61.35955056 24.64044944],0
v1,1,0.044203,4.048783,[42 49] ; [27 59],[35.47457627 55.52542373] ; [33.52542373 52.47457627],0
p3,1,0.057402,3.610895,[37 55] ; [23 63],[31.01123596 60.98876404] ; [28.98876404 57.01123596],0
