Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.7e-05,16.560044,[268  33] ; [36 17],[258.48587571  42.51412429] ; [45.51412429  7.48587571],1
p10,1,6.6e-05,15.925302,[254  44] ; [33 20],[243.66381766  54.33618234] ; [43.33618234  9.66381766],1
p7,1,0.000137,14.549398,[203  92] ; [21 30],[190.98265896 104.01734104] ; [33.01734104 17.98265896],1
a6,1,0.000818,11.199014,[209  94] ; [24 29],[198.31179775 104.68820225] ; [34.68820225 18.31179775],1
p8,1,0.000864,11.098507,[165 135] ; [16 37],[153.82436261 146.17563739] ; [27.17563739 25.82436261],1
p4,1,0.002137,9.427916,[198 104] ; [23 30],[188.0056338 113.9943662] ; [32.9943662 20.0056338],0
n4,1,0.004304,8.151042,[232  69] ; [31 22],[223.62429379  77.37570621] ; [39.37570621 13.62429379],0
a7,1,0.006852,7.311257,[231  72] ; [31 22],[222.99438202  80.00561798] ; [39.00561798 13.99438202],0
p11,1,0.007116,7.24349,[240  63] ; [33 20],[232.35674157  70.64325843] ; [40.64325843 12.35674157],0
s4,1,0.009102,6.802793,[ 69 228] ; [21 31],[ 76.59025788 220.40974212] ; [13.40974212 38.59025788],0
r3,1,0.009966,6.641025,[290  10] ; [47  6],[286.40226629  13.59773371] ; [50.59773371  2.40226629],0
a5,1,0.015825,5.822162,[226  77] ; [31 22],[218.73876404  84.26123596] ; [38.26123596 14.73876404],0
d3,1,0.036965,4.352034,[210  93] ; [29 24],[203.41853933  99.58146067] ; [35.58146067 17.41853933],0
r1,1,0.047152,3.939969,[245  55] ; [37 16],[239.66005666  60.33994334] ; [42.33994334 10.66005666],0
n5,1,0.048889,3.87917,[225  74] ; [33 20],[219.15340909  79.84659091] ; [38.84659091 14.15340909],0
b1,1,0.054277,3.704159,[112 191] ; [27 26],[118.30617978 184.69382022] ; [20.69382022 32.30617978],0
v2,1,0.071469,3.248964,[122 173] ; [28 23],[127.89017341 167.10982659] ; [22.10982659 28.89017341],0
r2,1,0.077901,3.108155,[281  15] ; [47  6],[278.18911175  17.81088825] ; [49.81088825  3.18911175],0
d4,1,0.095693,2.775891,[252  51] ; [39 14],[247.67696629  55.32303371] ; [43.32303371  9.67696629],0
s1,1,0.098917,2.722923,[  9 290] ; [ 4 48],[ 11.07407407 287.92592593] ; [ 1.92592593 50.07407407],0
u4,1,0.112134,2.523884,[  3 300] ; [ 2 51],[  4.25561798 298.74438202] ; [ 0.74438202 52.25561798],0
p5,1,0.115403,2.478622,[ 33 270] ; [ 2 50],[ 29.87323944 273.12676056] ; [ 5.12676056 46.87323944],0
r4,1,0.151127,2.060834,[272  31] ; [44  9],[268.95505618  34.04494382] ; [47.04494382  5.95505618],0
a2,1,0.163082,1.945409,[ 72 231] ; [ 8 45],[ 68.08988764 234.91011236] ; [11.91011236 41.08988764],0
s7,1,0.163592,1.940707,[163 130] ; [23 28],[158.4244186 134.5755814] ; [27.5755814 23.4244186],0
u2,1,0.17815,1.812992,[52 36] ; [ 9 12],[49.24770642 38.75229358] ; [11.75229358  9.24770642],0
a3,1,0.20702,1.592142,[213  90] ; [32 20],[209.11267606  93.88732394] ; [35.88732394 16.11267606],0
b5,1,0.20852,1.581671,[184 119] ; [37 16],[188.09831461 114.90168539] ; [32.90168539 20.09831461],0
p3,1,0.214833,1.538556,[148 155] ; [21 32],[143.83988764 159.16011236] ; [25.16011236 27.83988764],0
s3,1,0.295718,1.093407,[208  94] ; [32 20],[204.74576271  97.25423729] ; [35.25423729 16.74576271],0
v4,1,0.313727,1.014919,[287  13] ; [49  4],[285.55240793  14.44759207] ; [50.44759207  2.55240793],0
d1,1,0.318812,0.993813,[171 132] ; [26 27],[167.67134831 135.32865169] ; [29.32865169 23.67134831],0
u1,1,0.326974,0.960846,[ 57 246] ; [ 7 46],[ 54.47191011 248.52808989] ; [ 9.52808989 43.47191011],0
p6,1,0.410455,0.677483,[122 178] ; [18 34],[119.31818182 180.68181818] ; [20.68181818 31.31818182],0
n2,1,0.415104,0.664136,[52 17] ; [16  3],[53.31818182 15.68181818] ; [14.68181818  4.31818182],0
n6,1,0.423242,0.641296,[252  49] ; [42 11],[249.98305085  51.01694915] ; [44.01694915  8.98305085],0
d5,1,0.477265,0.505107,[247  56] ; [41 12],[245.12359551  57.87640449] ; [42.87640449 10.12359551],0
a1,1,0.483013,0.492054,[ 11 292] ; [ 3 50],[ 11.91573034 291.08426966] ; [ 2.08426966 50.91573034],0
a8,1,0.500582,0.453703,[ 43 236] ; [ 6 45],[ 41.42727273 237.57272727] ; [ 7.57272727 43.42727273],0
n1,1,0.517818,0.418236,[27 42] ; [ 9 10],[28.22727273 40.77272727] ; [ 7.77272727 11.22727273],0
a4,1,0.611981,0.257301,[128 174] ; [24 28],[129.67231638 172.32768362] ; [22.32768362 29.67231638],0
b3,1,0.617173,0.249861,[ 64 120] ; [10 23],[ 62.74654378 121.25345622] ; [11.25345622 21.74654378],0
b2,1,0.617173,0.249861,[ 64 120] ; [10 23],[ 62.74654378 121.25345622] ; [11.25345622 21.74654378],0
b4,1,0.655615,0.198894,[173 130] ; [32 21],[174.48033708 128.51966292] ; [30.51966292 22.48033708],0
s8,1,0.687431,0.161881,[152 151] ; [25 28],[150.6488764 152.3511236] ; [26.3511236 26.6488764],0
s5,1,0.738979,0.111026,[125 169] ; [20 30],[123.9244186 170.0755814] ; [21.0755814 28.9244186],0
n3,1,0.756724,0.095967,[49 19] ; [13  6],[48.45977011 19.54022989] ; [13.54022989  5.45977011],0
