Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.467613,[179  65] ; [22 40],[160.2745098  83.7254902] ; [40.7254902 21.2745098],1
n4,1,1e-06,24.439089,[191  55] ; [29 34],[175.14563107  70.85436893] ; [44.85436893 18.14563107],1
v4,1,1e-06,23.925787,[238   8] ; [50 13],[229.2815534  16.7184466] ; [58.7184466  4.2815534],1
p11,1,2e-06,22.422174,[197  49] ; [32 31],[182.31067961  63.68932039] ; [46.68932039 16.31067961],1
r3,1,6e-06,20.557778,[237   8] ; [51 12],[229.09090909  15.90909091] ; [58.90909091  4.09090909],1
r4,1,6e-05,16.10294,[223  23] ; [45 18],[213.3592233  32.6407767] ; [54.6407767  8.3592233],1
p10,1,6.9e-05,15.826659,[198  45] ; [35 26],[186.24671053  56.75328947] ; [46.75328947 14.24671053],1
p4,1,0.001801,9.741853,[145 100] ; [23 39],[134.07166124 110.92833876] ; [33.92833876 28.07166124],0
p6,1,0.002884,8.879172,[ 88 154] ; [10 51],[ 78.27062706 163.72937294] ; [19.72937294 41.27062706],0
n2,1,0.003538,8.507021,[44 14] ; [ 7 11],[38.92105263 19.07894737] ; [12.07894737  5.92105263],0
p9,1,0.004392,8.11403,[199  43] ; [40 21],[190.88448845  51.11551155] ; [48.11551155 12.88448845],0
p7,1,0.009868,6.658608,[148  95] ; [26 35],[139.08552632 103.91447368] ; [34.91447368 26.08552632],0
r2,1,0.009908,6.651422,[227  17] ; [52 11],[221.74592834  22.25407166] ; [57.25407166  5.74592834],0
b1,1,0.012595,6.225166,[ 76 170] ; [30 33],[ 84.38834951 161.61165049] ; [21.61165049 41.38834951],0
p2,1,0.012678,6.213484,[202  44] ; [42 20],[194.88311688  51.11688312] ; [49.11688312 12.88311688],0
s6,1,0.015901,5.813817,[113 127] ; [19 44],[104.55445545 135.44554455] ; [27.44554455 35.55445545],0
d4,1,0.020225,5.392382,[207  39] ; [45 18],[200.62135922  45.37864078] ; [51.37864078 11.62135922],0
p8,1,0.038639,4.276681,[130 110] ; [24 37],[122.79069767 117.20930233] ; [31.20930233 29.79069767],0
d1,1,0.044542,4.035888,[144 102] ; [28 35],[136.93203883 109.06796117] ; [35.06796117 27.93203883],0
