Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,59.292006,[ 2 27] ; [80 15],[19.17741935  9.82258065] ; [62.82258065 32.17741935],1
v4,1,0.0,30.171461,[12 17] ; [85 10],[22.68548387  6.31451613] ; [74.31451613 20.68548387],1
p2,1,3.6e-05,17.062562,[ 5 24] ; [58 37],[14.73387097 14.26612903] ; [48.26612903 46.73387097],1
r1,1,3.9e-05,16.924719,[10 19] ; [72 23],[19.17741935  9.82258065] ; [62.82258065 32.17741935],1
r2,1,5.2e-05,16.363955,[15 12] ; [85 10],[22.13114754  4.86885246] ; [77.86885246 17.13114754],1
a1,1,6.1e-05,16.084616,[ 6 23] ; [ 1 94],[ 1.63709677 27.36290323] ; [ 5.36290323 89.63709677],1
p11,1,0.000154,14.324639,[ 4 25] ; [51 44],[12.86290323 16.13709677] ; [42.13709677 52.86290323],1
n3,1,0.002097,9.462235,[ 4 11] ; [25  9],[8.87755102 6.12244898] ; [20.12244898 13.87755102],0
v2,1,0.002792,8.938399,[ 4 25] ; [41 51],[10.78512397 18.21487603] ; [34.21487603 57.78512397],0
v1,1,0.003551,8.500271,[ 2 27] ; [33 62],[ 8.18548387 20.81451613] ; [26.81451613 68.18548387],0
s6,1,0.004733,7.97869,[ 4 25] ; [40 54],[10.37398374 18.62601626] ; [33.62601626 60.37398374],0
a7,1,0.006383,7.438954,[11 18] ; [63 32],[17.30645161 11.69354839] ; [56.69354839 38.30645161],0
p7,1,0.016963,5.700217,[ 7 21] ; [48 47],[12.5203252 15.4796748] ; [42.4796748 52.5203252],0
p4,1,0.017436,5.651938,[ 5 23] ; [40 54],[10.32786885 17.67213115] ; [34.67213115 59.32786885],0
s2,1,0.023604,5.123527,[ 2 27] ; [25 68],[ 6.41803279 22.58196721] ; [20.58196721 72.41803279],0
n6,1,0.033308,4.529896,[12 16] ; [62 33],[16.84552846 11.15447154] ; [57.15447154 37.84552846],0
p3,1,0.036156,4.389708,[ 4 25] ; [32 62],[ 8.48780488 20.51219512] ; [27.51219512 66.48780488],0
n2,1,0.053027,3.743056,[ 6 10] ; [22 11],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
s3,1,0.055211,3.675703,[ 5 23] ; [35 59],[ 9.18032787 18.81967213] ; [30.81967213 63.18032787],0
p8,1,0.058645,3.575299,[ 4 24] ; [31 64],[ 7.96747967 20.03252033] ; [27.03252033 67.96747967],0
b5,1,0.059304,3.556752,[11 18] ; [55 40],[15.43548387 13.56451613] ; [50.56451613 44.43548387],0
n5,1,0.065252,3.398592,[20  9] ; [47 48],[15.66935484 13.33064516] ; [51.33064516 43.66935484],0
b2,1,0.112076,2.524702,[ 9 12] ; [12 38],[ 6.21126761 14.78873239] ; [14.78873239 35.21126761],0
b3,1,0.112076,2.524702,[ 9 12] ; [12 38],[ 6.21126761 14.78873239] ; [14.78873239 35.21126761],0
a6,1,0.122121,2.389906,[13 16] ; [58 37],[16.60483871 12.39516129] ; [54.39516129 40.60483871],0
s8,1,0.123839,2.368087,[ 1 28] ; [13 81],[ 3.30081301 25.69918699] ; [10.69918699 83.30081301],0
d3,1,0.137524,2.205445,[11 18] ; [51 44],[14.5 14.5] ; [47.5 47.5],0
u3,1,0.184425,1.761603,[ 4 10] ; [21 22],[6.14035088 7.85964912] ; [18.85964912 24.14035088],0
d4,1,0.188357,1.730426,[17 12] ; [68 27],[19.87903226  9.12096774] ; [65.12096774 29.87903226],0
d5,1,0.189487,1.7216,[16 13] ; [65 30],[18.94354839 10.05645161] ; [62.05645161 32.94354839],0
a5,1,0.215839,1.531821,[13 16] ; [55 40],[15.90322581 13.09677419] ; [52.09677419 42.90322581],0
a4,1,0.240092,1.380054,[11 17] ; [26 68],[ 8.49180328 19.50819672] ; [28.50819672 65.49180328],0
u1,1,0.296924,1.087956,[ 1 28] ; [ 9 86],[ 2.33870968 26.66129032] ; [ 7.66129032 87.33870968],0
s4,1,0.342133,0.902421,[ 5 24] ; [10 84],[ 3.53658537 25.46341463] ; [11.46341463 82.53658537],0
s1,1,0.345309,0.890622,[ 3 26] ; [ 5 88],[ 1.90163934 27.09836066] ; [ 6.09836066 86.90163934],0
n1,1,0.369091,0.806723,[ 6 10] ; [ 8 24],[ 4.66666667 11.33333333] ; [ 9.33333333 22.66666667],0
p12,1,0.370042,0.803523,[ 1 28] ; [ 1 94],[ 0.46774194 28.53225806] ; [ 1.53225806 93.46774194],0
v3,1,0.387658,0.746276,[ 5 24] ; [23 69],[ 6.7107438 22.2892562] ; [21.2892562 70.7107438],0
d1,1,0.405973,0.690562,[10 19] ; [41 54],[11.92741935 17.07258065] ; [39.07258065 55.92741935],0
a8,1,0.461948,0.54117,[ 1 26] ; [ 7 83],[ 1.84615385 25.15384615] ; [ 6.15384615 83.84615385],0
s5,1,0.522609,0.408741,[ 3 26] ; [14 79],[ 4.04098361 24.95901639] ; [12.95901639 80.04098361],0
p1,1,0.606384,0.265475,[ 3 26] ; [ 7 88],[ 2.33870968 26.66129032] ; [ 7.66129032 87.33870968],0
a2,1,0.638689,0.220461,[ 3 26] ; [13 82],[ 3.74193548 25.25806452] ; [12.25806452 82.74193548],0
p5,1,0.658487,0.195367,[ 1 27] ; [ 2 93],[ 0.68292683 27.31707317] ; [ 2.31707317 92.68292683],0
n4,1,0.689264,0.159883,[18 11] ; [55 40],[17.07258065 11.92741935] ; [55.92741935 39.07258065],0
b4,1,0.814616,0.054978,[17 12] ; [58 37],[17.54032258 11.45967742] ; [57.45967742 37.54032258],0
u2,1,0.825789,0.048446,[5 9] ; [16 25],[5.34545455 8.65454545] ; [15.65454545 25.34545455],0
b1,1,0.8531,0.034286,[15 14] ; [51 44],[15.43548387 13.56451613] ; [50.56451613 44.43548387],0
d2,1,0.883213,0.021579,[14 14] ; [46 49],[13.65853659 14.34146341] ; [46.34146341 48.65853659],0
a3,1,0.913339,0.011844,[15 13] ; [52 43],[15.25203252 12.74796748] ; [51.74796748 43.25203252],0
p10,1,0.996315,2.1e-05,[ 5 24] ; [16 77],[ 4.99180328 24.00819672] ; [16.00819672 76.99180328],0
