Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,90.82432,[176 112] ; [ 2 83],[137.43699732 150.56300268] ; [40.56300268 44.43699732],1
d3,1,0.0,60.883526,[206  82] ; [20 63],[175.4393531 112.5606469] ; [50.5606469 32.4393531],1
d5,1,0.0,58.571696,[240  48] ; [35 49],[212.90322581  75.09677419] ; [62.09677419 21.90322581],1
a3,1,0.0,25.964776,[211  75] ; [37 47],[191.6972973  94.3027027] ; [56.3027027 27.6972973],1
d2,1,3e-06,22.14074,[136 151] ; [16 69],[117.2688172 169.7311828] ; [34.7311828 50.2688172],1
a5,1,4e-05,16.888335,[202  86] ; [39 46],[186.08042895 101.91957105] ; [54.91957105 30.08042895],1
a4,1,4.1e-05,16.814198,[126 162] ; [16 68],[109.93548387 178.06451613] ; [32.06451613 51.93548387],1
a7,1,0.00062,11.715797,[208  80] ; [44 40],[195.09677419  92.90322581] ; [56.90322581 27.09677419],1
a2,1,0.000652,11.622371,[ 64 224] ; [ 5 80],[ 53.27613941 234.72386059] ; [15.72386059 69.27613941],1
r1,1,0.001333,10.295802,[227  60] ; [52 32],[215.83018868  71.16981132] ; [63.16981132 20.83018868],0
v2,1,0.003034,8.786952,[152 122] ; [28 49],[140.51282051 133.48717949] ; [39.48717949 37.51282051],0
r2,1,0.00304,8.783022,[276  10] ; [75 10],[270.58221024  15.41778976] ; [80.41778976  4.58221024],0
r3,1,0.003328,8.618131,[271  16] ; [72 13],[264.62634409  22.37365591] ; [78.37365591  6.62634409],0
n3,1,0.021952,5.249577,[60 32] ; [23  3],[64.71186441 27.28813559] ; [18.28813559  7.71186441],0
u1,1,0.025002,5.02375,[ 39 249] ; [ 4 81],[ 33.20107239 254.79892761] ; [ 9.79892761 75.20107239],0
a6,1,0.02699,4.891461,[196  91] ; [47 38],[187.47580645  99.52419355] ; [55.52419355 29.47580645],0
b3,1,0.041215,4.167159,[60 95] ; [10 35],[ 54.25 100.75] ; [15.75 29.25],0
b2,1,0.041215,4.167159,[60 95] ; [10 35],[ 54.25 100.75] ; [15.75 29.25],0
v3,1,0.07148,3.248699,[101 177] ; [21 61],[ 94.21111111 183.78888889] ; [27.78888889 54.21111111],0
v1,1,0.107587,2.589315,[131 150] ; [30 52],[124.63085399 156.36914601] ; [36.36914601 45.63085399],0
s1,1,0.108724,2.572669,[  7 277] ; [ 5 78],[  9.28610354 274.71389646] ; [ 2.71389646 80.28610354],0
s5,1,0.122622,2.383505,[ 76 198] ; [16 67],[ 70.61064426 203.38935574] ; [21.38935574 61.61064426],0
a1,1,0.128665,2.308534,[ 14 274] ; [ 1 84],[ 11.58176944 276.41823056] ; [ 3.41823056 81.58176944],0
n2,1,0.134827,2.236025,[66 26] ; [24  4],[69. 23.] ; [21.  7.],0
s7,1,0.13872,2.192104,[109 170] ; [24 56],[103.36211699 175.63788301] ; [29.63788301 50.36211699],0
p8,1,0.173283,1.85431,[ 91 192] ; [33 49],[ 96.14246575 186.85753425] ; [27.85753425 54.14246575],0
s2,1,0.173466,1.852736,[126 160] ; [30 54],[120.58378378 165.41621622] ; [35.41621622 48.58378378],0
n5,1,0.176125,1.830022,[179 107] ; [60 25],[184.2425876 101.7574124] ; [54.7574124 30.2425876],0
r4,1,0.191408,1.706748,[253  35] ; [70 15],[249.39410188  38.60589812] ; [73.60589812 11.39410188],0
s8,1,0.193645,1.689664,[104 183] ; [24 60],[ 99.01886792 187.98113208] ; [28.98113208 55.01886792],0
p10,1,0.214848,1.538453,[208  76] ; [55 28],[203.52043597  80.47956403] ; [59.47956403 23.52043597],0
b4,1,0.347116,0.883973,[169 119] ; [45 40],[165.23324397 122.76675603] ; [48.76675603 36.23324397],0
p1,1,0.356023,0.851873,[ 13 273] ; [ 6 79],[ 14.64690027 271.35309973] ; [ 4.35309973 80.64690027],0
p2,1,0.373165,0.793098,[210  77] ; [58 27],[206.76344086  80.23655914] ; [61.23655914 23.76344086],0
u2,1,0.381009,0.767445,[42 33] ; [23 25],[39.63414634 35.36585366] ; [25.36585366 22.63414634],0
n1,1,0.432068,0.617259,[33 57] ; [ 8 20],[31.27118644 58.72881356] ; [ 9.72881356 18.27118644],0
s3,1,0.435901,0.607051,[147 140] ; [38 44],[143.88888889 143.11111111] ; [41.11111111 40.88888889],0
p11,1,0.440944,0.593826,[201  87] ; [63 22],[203.83914209  84.16085791] ; [60.16085791 24.83914209],0
u3,1,0.470616,0.52053,[42 35] ; [23 25],[40.04 36.96] ; [24.96 23.04],0
s6,1,0.476598,0.506639,[164 119] ; [45 39],[161.16348774 121.83651226] ; [47.83651226 36.16348774],0
p5,1,0.593068,0.285579,[ 10 276] ; [ 4 80],[ 10.82162162 275.17837838] ; [ 3.17837838 80.82162162],0
p12,1,0.602405,0.271384,[ 14 270] ; [ 3 81],[ 13.11956522 270.88043478] ; [ 3.88043478 80.11956522],0
s4,1,0.615607,0.25209,[ 47 238] ; [16 69],[ 48.52702703 236.47297297] ; [14.47297297 70.52702703],0
