Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000154,14.324639,[44 25] ; [51  4],[52.86290323 16.13709677] ; [42.13709677 12.86290323],1
r4,1,0.001293,10.352744,[37 33] ; [45 11],[45.55555556 24.44444444] ; [36.44444444 19.55555556],0
v4,1,0.001926,9.619008,[47 22] ; [51  5],[54.096 14.904] ; [43.904 12.096],0
p2,1,0.002154,9.413483,[27 43] ; [37 19],[35.55555556 34.44444444] ; [28.44444444 27.55555556],0
n6,1,0.004243,8.176921,[34 35] ; [41 14],[41.73387097 27.26612903] ; [33.26612903 21.73387097],0
b4,1,0.00813,7.004605,[35 35] ; [41 15],[42.22222222 27.77777778] ; [33.77777778 22.22222222],0
r1,1,0.026783,4.904721,[40 29] ; [43 13],[45.816 23.184] ; [37.184 18.816],0
s2,1,0.062662,3.4655,[11 59] ; [16 38],[15.24193548 54.75806452] ; [11.75806452 42.24193548],0
p10,1,0.075699,3.154901,[ 8 61] ; [13 42],[11.68548387 57.31451613] ; [ 9.31451613 45.68548387],0
n4,1,0.076026,3.147866,[36 33] ; [38 18],[40.848 28.152] ; [33.152 22.848],0
a1,1,0.098464,2.730252,[ 6 64] ; [ 1 55],[ 3.88888889 66.11111111] ; [ 3.11111111 52.88888889],0
n3,1,0.100271,2.701225,[15 15] ; [14  5],[17.75510204 12.24489796] ; [11.24489796  7.75510204],0
n5,1,0.101411,2.683214,[33 36] ; [35 21],[37.536 31.464] ; [30.464 25.536],0
s8,1,0.119746,2.420642,[ 5 64] ; [ 9 47],[ 7.728 61.272] ; [ 6.272 49.728],0
s4,1,0.149395,2.078414,[11 59] ; [ 4 51],[ 8.4 61.6] ; [ 6.6 48.4],0
d1,1,0.156721,2.005587,[25 45] ; [27 29],[28.88888889 41.11111111] ; [23.11111111 32.88888889],0
u2,1,0.173866,1.84929,[10 21] ; [13 13],[12.50877193 18.49122807] ; [10.49122807 15.50877193],0
p6,1,0.208923,1.578876,[ 8 60] ; [11 44],[10.50406504 57.49593496] ; [ 8.49593496 46.50406504],0
d2,1,0.220519,1.500988,[30 39] ; [30 25],[33.38709677 35.61290323] ; [26.61290323 28.38709677],0
p7,1,0.250859,1.318515,[27 41] ; [28 28],[30.16129032 37.83870968] ; [24.83870968 31.16129032],0
v2,1,0.255627,1.292287,[23 46] ; [23 30],[26.01639344 42.98360656] ; [19.98360656 33.01639344],0
b3,1,0.289977,1.119729,[15 28] ; [ 7 23],[12.95890411 30.04109589] ; [ 9.04109589 20.95890411],0
b2,1,0.289977,1.119729,[15 28] ; [ 7 23],[12.95890411 30.04109589] ; [ 9.04109589 20.95890411],0
p4,1,0.314992,1.009628,[22 46] ; [23 33],[24.67741935 43.32258065] ; [20.32258065 35.67741935],0
r2,1,0.340804,0.907406,[53 14] ; [48  8],[55.01626016 11.98373984] ; [45.98373984 10.01626016],0
p8,1,0.352708,0.863691,[17 52] ; [18 38],[19.32 49.68] ; [15.68 40.32],0
u3,1,0.388494,0.743649,[13 19] ; [14 13],[14.6440678 17.3559322] ; [12.3559322 14.6440678],0
p3,1,0.397986,0.714404,[22 47] ; [14 42],[19.872 49.128] ; [16.128 39.872],0
b1,1,0.40225,0.701591,[39 31] ; [27 29],[36.66666667 33.33333333] ; [29.33333333 26.66666667],0
v1,1,0.427355,0.63,[18 52] ; [18 38],[20. 50.] ; [16. 40.],0
n2,1,0.435543,0.607996,[17 15] ; [11  6],[18.28571429 13.71428571] ; [9.71428571 7.28571429],0
a6,1,0.468717,0.525,[38 32] ; [34 22],[40. 30.] ; [32. 24.],0
u1,1,0.48037,0.498024,[ 5 65] ; [ 6 50],[ 6.11111111 63.88888889] ; [ 4.88888889 51.11111111],0
p1,1,0.48037,0.498024,[ 5 65] ; [ 6 50],[ 6.11111111 63.88888889] ; [ 4.88888889 51.11111111],0
n1,1,0.524574,0.404892,[10 21] ; [ 4 13],[ 9.04166667 21.95833333] ; [ 4.95833333 12.04166667],0
a2,1,0.549644,0.357955,[10 60] ; [ 6 50],[ 8.88888889 61.11111111] ; [ 7.11111111 48.88888889],0
v3,1,0.575651,0.313319,[17 49] ; [12 44],[15.68852459 50.31147541] ; [13.31147541 42.68852459],0
d3,1,0.576951,0.31119,[34 36] ; [30 26],[35.55555556 34.44444444] ; [28.44444444 27.55555556],0
s5,1,0.602075,0.271877,[ 9 60] ; [ 9 46],[10.01612903 58.98387097] ; [ 7.98387097 47.01612903],0
s3,1,0.626631,0.236657,[21 48] ; [19 36],[22.25806452 46.74193548] ; [17.74193548 37.25806452],0
b5,1,0.6602,0.193281,[39 31] ; [29 27],[37.77777778 32.22222222] ; [30.22222222 25.77777778],0
p5,1,0.686019,0.163429,[ 2 67] ; [ 1 55],[ 1.656 67.344] ; [ 1.344 54.656],0
a8,1,0.704824,0.143502,[ 4 62] ; [ 4 47],[ 4.51282051 61.48717949] ; [ 3.48717949 47.51282051],0
s1,1,0.705892,0.142415,[ 5 64] ; [ 3 51],[ 4.48780488 64.51219512] ; [ 3.51219512 50.48780488],0
