Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2.5e-05,17.746165,[ 4 10] ; [71 16],[10.3960396  3.6039604] ; [64.6039604 22.3960396],1
p10,1,0.000265,13.304857,[ 4 10] ; [66 20],[9.8 4.2] ; [60.2 25.8],1
p4,1,0.36602,0.817132,[7 6] ; [58 29],[8.45 4.55] ; [56.55 30.45],0
b1,1,0.788573,0.071912,[6 8] ; [34 53],[5.54455446 8.45544554] ; [34.45544554 52.54455446],0
p5,1,0.90755,0.013486,[ 1 13] ; [ 7 80],[ 1.10891089 12.89108911] ; [ 6.89108911 80.10891089],0
