Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.900659,[155 132] ; [51  6],[171.86627907 115.13372093] ; [34.13372093 22.86627907],1
p1,1,1e-06,24.576325,[ 19 273] ; [16 41],[ 29.28366762 262.71633238] ; [ 5.71633238 51.28366762],1
p12,1,7e-06,20.131843,[ 25 265] ; [17 40],[ 35.10086455 254.89913545] ; [ 6.89913545 50.10086455],1
p4,1,1.1e-05,19.299133,[185 107] ; [53  4],[199.12893983  92.87106017] ; [38.87106017 18.12893983],1
p3,1,7.6e-05,15.659171,[159 134] ; [47 10],[172.45142857 120.54857143] ; [33.54857143 23.45142857],1
b5,1,0.000223,13.627636,[185 108] ; [21 36],[172.45142857 120.54857143] ; [33.54857143 23.45142857],1
p6,1,0.000325,12.923228,[129 161] ; [39 16],[141.2173913 148.7826087] ; [26.7826087 28.2173913],1
s5,1,0.000481,12.188234,[115 165] ; [35 17],[126.5060241 153.4939759] ; [23.4939759 28.5060241],1
s1,1,0.000556,11.918163,[  7 282] ; [ 7 50],[ 11.69364162 277.30635838] ; [ 2.30635838 54.69364162],1
s7,1,0.000574,11.857753,[211  69] ; [52  2],[220.47904192  59.52095808] ; [42.52095808 11.47904192],1
a1,1,0.001723,9.823914,[ 11 282] ; [ 8 49],[ 15.90571429 277.09428571] ; [ 3.09428571 53.90571429],0
v1,1,0.004013,8.277968,[165 119] ; [44 12],[174.57647059 109.42352941] ; [34.42352941 21.57647059],0
p7,1,0.005979,7.55668,[192  93] ; [48  8],[200.58651026  84.41348974] ; [39.41348974 16.58651026],0
n4,1,0.020808,5.342816,[249  43] ; [55  2],[254.3495702  37.6504298] ; [49.6504298  7.3495702],0
a2,1,0.024831,5.035627,[ 89 204] ; [ 9 48],[ 82.04 210.96] ; [15.96 41.04],0
n5,1,0.025502,4.989444,[243  49] ; [54  3],[248.49283668  43.50716332] ; [48.50716332  8.49283668],0
v3,1,0.04693,3.947896,[134 150] ; [34 21],[140.74336283 143.25663717] ; [27.25663717 27.74336283],0
u1,1,0.054192,3.706785,[ 76 217] ; [ 8 49],[ 70.32 222.68] ; [13.68 43.32],0
u4,1,0.067586,3.340685,[ 10 283] ; [ 5 52],[ 12.55714286 280.44285714] ; [ 2.44285714 54.55714286],0
n1,1,0.114218,2.494863,[25 36] ; [9 5],[27.65333333 33.34666667] ; [6.34666667 7.65333333],0
p2,1,0.172288,1.862917,[246  46] ; [52  5],[249.32951289  42.67048711] ; [48.67048711  8.32951289],0
u3,1,0.195894,1.672727,[40 20] ; [4 5],[38.26086957 21.73913043] ; [5.73913043 3.26086957],0
a6,1,0.197255,1.662585,[195  97] ; [33 24],[190.76217765 101.23782235] ; [37.23782235 19.76217765],0
s3,1,0.210989,1.564626,[211  79] ; [46 11],[214.78386167  75.21613833] ; [42.21613833 14.78386167],0
d2,1,0.23372,1.418079,[174 119] ; [29 28],[169.94 123.06] ; [33.06 23.94],0
s6,1,0.29611,1.091632,[243  47] ; [50  6],[245.57803468  44.42196532] ; [47.42196532  8.57803468],0
a5,1,0.314735,1.010702,[238  55] ; [43 14],[235.23714286  57.76285714] ; [45.76285714 11.23714286],0
p9,1,0.320248,0.987935,[263  27] ; [54  3],[264.92795389  25.07204611] ; [52.07204611  4.92795389],0
a4,1,0.333936,0.933575,[149 144] ; [25 32],[145.66285714 147.33714286] ; [28.33714286 28.66285714],0
b4,1,0.423397,0.640866,[171 122] ; [30 27],[168.26571429 124.73428571] ; [32.73428571 24.26571429],0
a3,1,0.441328,0.592826,[233  59] ; [48  9],[235.10601719  56.89398281] ; [45.89398281 11.10601719],0
a8,1,0.458381,0.549844,[ 44 222] ; [11 42],[ 45.86206897 220.13793103] ; [ 9.13793103 43.86206897],0
v2,1,0.477543,0.50447,[179 104] ; [32 23],[176.66568047 106.33431953] ; [34.33431953 20.66568047],0
p10,1,0.496023,0.463434,[254  35] ; [51  5],[255.49275362  33.50724638] ; [49.50724638  6.49275362],0
s2,1,0.532429,0.389753,[207  83] ; [43 14],[208.93371758  81.06628242] ; [41.06628242 15.93371758],0
