Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,29.18089,[ 67 288] ; [21 15],[ 79.89769821 275.10230179] ; [ 8.10230179 27.89769821],1
p12,1,0.0,27.62037,[ 10 351] ; [ 8 29],[ 16.32663317 344.67336683] ; [ 1.67336683 35.32663317],1
p3,1,0.000245,13.450514,[154 208] ; [28 10],[164.71 197.29] ; [17.29 20.71],1
v3,1,0.000851,11.126343,[117 236] ; [22 14],[126.13624679 226.86375321] ; [12.86375321 23.13624679],1
p10,1,0.001449,10.142375,[265  94] ; [36  1],[272.87626263  86.12373737] ; [28.12373737  8.87626263],0
p4,1,0.001799,9.744226,[186 175] ; [29  8],[195.01256281 165.98743719] ; [19.98743719 17.01256281],0
p8,1,0.004299,8.153012,[172 184] ; [27 10],[180.26463104 175.73536896] ; [18.73536896 18.26463104],0
p9,1,0.004447,8.091573,[277  81] ; [36  1],[283.68101266  74.31898734] ; [29.31898734  7.68101266],0
p7,1,0.006363,7.444506,[201 158] ; [30  8],[208.88916877 150.11083123] ; [22.11083123 15.88916877],0
b2,1,0.018825,5.517697,[ 71 137] ; [15 11],[ 76.44444444 131.55555556] ; [ 9.55555556 16.44444444],0
b3,1,0.018825,5.517697,[ 71 137] ; [15 11],[ 76.44444444 131.55555556] ; [ 9.55555556 16.44444444],0
s6,1,0.024692,5.045378,[150 209] ; [21 13],[156.20610687 202.79389313] ; [14.79389313 19.20610687],0
p1,1,0.025599,4.982872,[ 22 340] ; [ 6 32],[ 25.34 336.66] ; [ 2.66 35.34],0
a1,1,0.030488,4.681576,[ 12 351] ; [ 4 34],[ 14.48379052 348.51620948] ; [ 1.51620948 36.48379052],0
v1,1,0.031956,4.600861,[173 188] ; [24 12],[179.13602015 181.86397985] ; [17.86397985 18.13602015],0
s7,1,0.04152,4.154653,[ 89 255] ; [14 19],[ 93.98408488 250.01591512] ; [ 9.01591512 23.98408488],0
p11,1,0.041682,4.148058,[271  92] ; [34  4],[276.09725686  86.90274314] ; [28.90274314  9.09725686],0
p6,1,0.050437,3.826877,[113 244] ; [18 20],[118.39746835 238.60253165] ; [12.60253165 25.39746835],0
a5,1,0.052523,3.759039,[251 112] ; [32  6],[256.18204489 106.81795511] ; [26.81795511 11.18204489],0
d5,1,0.060689,3.518465,[294  68] ; [26 12],[289.6  72.4] ; [30.4  7.6],0
u2,1,0.064113,3.427648,[65 58] ; [9 2],[67.92537313 55.07462687] ; [6.07462687 4.92537313],0
v2,1,0.065145,3.40129,[189 165] ; [25 11],[194.24615385 159.75384615] ; [19.75384615 16.24615385],0
r2,1,0.065696,3.387402,[333  26] ; [32  6],[330.06297229  28.93702771] ; [34.93702771  3.06297229],0
n5,1,0.079949,3.065936,[244 116] ; [31  7],[248.74371859 111.25628141] ; [26.25628141 11.74371859],0
s8,1,0.155077,2.02159,[ 88 272] ; [13 24],[ 91.58690176 268.41309824] ; [ 9.41309824 27.58690176],0
b4,1,0.174118,1.847124,[197 166] ; [25 13],[200.96259352 162.03740648] ; [21.03740648 16.96259352],0
p2,1,0.212176,1.556517,[283  79] ; [33  5],[285.98  76.02] ; [30.02  7.98],0
n4,1,0.246878,1.340884,[254 109] ; [30  8],[257.0872818 105.9127182] ; [26.9127182 11.0872818],0
d1,1,0.248671,1.330756,[198 165] ; [17 21],[194.62593516 168.37406484] ; [20.37406484 17.62593516],0
d3,1,0.25728,1.283333,[242 119] ; [22 16],[238.85714286 122.14285714] ; [25.14285714 12.85714286],0
n6,1,0.26683,1.232972,[299  64] ; [34  4],[301.44389027  61.55610973] ; [31.55610973  6.44389027],0
n3,1,0.331264,0.943948,[67 30] ; [3 3],[65.9223301 31.0776699] ; [4.0776699 1.9223301],0
b1,1,0.343705,0.896561,[134 229] ; [17 21],[136.69077307 226.30922693] ; [14.30922693 23.69077307],0
r4,1,0.348253,0.879813,[315  48] ; [35  3],[316.83291771  46.16708229] ; [33.16708229  4.83291771],0
n2,1,0.42246,0.643461,[67 32] ; [5 1],[67.88571429 31.11428571] ; [4.11428571 1.88571429],0
u1,1,0.435101,0.609168,[ 50 313] ; [ 7 31],[ 51.59850374 311.40149626] ; [ 5.40149626 32.59850374],0
a4,1,0.458305,0.550032,[156 206] ; [14 24],[153.85 208.15] ; [16.15 21.85],0
a2,1,0.476669,0.506475,[ 75 288] ; [ 6 32],[ 73.32418953 289.67581047] ; [ 7.67581047 30.32418953],0
a3,1,0.510449,0.433146,[238 124] ; [27 11],[239.825 122.175] ; [25.175 12.825],0
r1,1,0.52854,0.397198,[274  88] ; [27 11],[272.405  89.595] ; [28.595  9.405],0
u3,1,0.539606,0.376271,[67 57] ; [7 4],[67.97037037 56.02962963] ; [6.02962963 4.97037037],0
b5,1,0.551861,0.353995,[228 135] ; [22 16],[226.30922693 136.69077307] ; [23.69077307 14.30922693],0
s4,1,0.605978,0.266074,[ 40 319] ; [ 3 33],[ 39.08101266 319.91898734] ; [ 3.91898734 32.08101266],0
