Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,115.140715,[167 244] ; [231  52],[235.70317003 175.29682997] ; [162.29682997 120.70317003],1
v1,1,0.0,33.93433,[196 217] ; [198  86],[233.46054519 179.53945481] ; [160.53945481 123.46054519],1
p12,1,5.2e-05,16.366789,[ 24 400] ; [ 42 245],[ 39.35864979 384.64135021] ; [ 26.64135021 260.35864979],1
s8,1,0.000134,14.58129,[177 249] ; [160 125],[201.91561181 224.08438819] ; [135.08438819 149.91561181],1
d1,1,0.000196,13.868782,[229 197] ; [195  93],[252.97478992 173.02521008] ; [171.02521008 116.97478992],1
n5,1,0.000255,13.375975,[306 115] ; [243  45],[325.99294781  95.00705219] ; [223.00705219  64.99294781],1
s7,1,0.000331,12.888213,[190 221] ; [165 109],[213. 198.] ; [142. 132.],1
p3,1,0.000403,12.516692,[201 225] ; [173 112],[224.08438819 201.91561181] ; [149.91561181 135.08438819],1
p5,1,0.000477,12.202489,[ 39 385] ; [ 52 235],[ 54.26722925 369.73277075] ; [ 36.73277075 250.26722925],1
n4,1,0.000653,11.617059,[312 112] ; [243  45],[330.50561798  93.49438202] ; [224.49438202  63.50561798],1
p7,1,0.001954,9.591985,[255 158] ; [206  76],[273.94676259 139.05323741] ; [187.05323741  94.94676259],0
a1,1,0.003115,8.738739,[ 13 413] ; [ 23 265],[ 21.4789916 404.5210084] ; [ 14.5210084 273.4789916],0
r1,1,0.003782,8.385645,[324  99] ; [246  42],[339.11392405  83.88607595] ; [230.88607595  57.11392405],0
p8,1,0.004312,8.147383,[218 204] ; [177 106],[236.43971631 185.56028369] ; [158.56028369 124.43971631],0
a5,1,0.00849,6.927168,[303 123] ; [230  58],[318.00840336 107.99159664] ; [214.99159664  73.00840336],0
r4,1,0.008593,6.905432,[384  42] ; [275  13],[393.18487395  32.81512605] ; [265.81512605  22.18487395],0
d2,1,0.008648,6.894093,[184 241] ; [153 134],[201.15870787 223.84129213] ; [135.84129213 151.15870787],0
s4,1,0.009403,6.74471,[ 88 333] ; [ 38 248],[ 75.02970297 345.97029703] ; [ 50.97029703 235.02970297],0
a3,1,0.011221,6.429927,[294 130] ; [223  63],[308.74366197 115.25633803] ; [208.25633803  77.74366197],0
n6,1,0.011711,6.354097,[357  68] ; [259  27],[368.2137834  56.7862166] ; [247.7862166  38.2137834],0
p1,1,0.014644,5.958844,[ 28 397] ; [ 34 253],[ 37.00842697 387.99157303] ; [ 24.99157303 262.00842697],0
p10,1,0.01785,5.610853,[376  47] ; [270  17],[384.87042254  38.12957746] ; [261.12957746  25.87042254],0
u1,1,0.025316,5.002119,[ 64 362] ; [ 62 226],[ 75.17647059 350.82352941] ; [ 50.82352941 237.17647059],0
d5,1,0.027502,4.858994,[333  92] ; [243  43],[344.30379747  80.69620253] ; [231.69620253  54.30379747],0
u4,1,0.032092,4.593591,[  4 422] ; [  9 279],[  7.75630252 418.24369748] ; [  5.24369748 282.75630252],0
p4,1,0.041452,4.157435,[249 175] ; [189  96],[261.93511989 162.06488011] ; [176.06488011 108.93511989],0
d4,1,0.057127,3.61888,[343  83] ; [246  40],[352.40730337  73.59269663] ; [236.59269663  49.40730337],0
r3,1,0.068552,3.317348,[403  22] ; [281   7],[407.71388499  17.28611501] ; [276.28611501  11.71388499],0
p11,1,0.069405,3.297041,[343  83] ; [247  41],[352.01680672  73.98319328] ; [237.98319328  50.01680672],0
b5,1,0.077699,3.112397,[272 154] ; [165 123],[260.73109244 165.26890756] ; [176.26890756 111.73109244],0
s2,1,0.103667,2.648196,[213 211] ; [162 125],[223.62869198 200.37130802] ; [151.37130802 135.62869198],0
s5,1,0.112344,2.520936,[139 269] ; [112 168],[148.84883721 259.15116279] ; [102.15116279 177.84883721],0
d3,1,0.117919,2.444745,[287 137] ; [210  77],[296.38255977 127.61744023] ; [200.61744023  86.38255977],0
p6,1,0.138038,2.199694,[158 263] ; [122 161],[167.44318182 253.55681818] ; [112.55681818 170.44318182],0
b2,1,0.155732,2.015187,[ 88 158] ; [ 77 104],[ 95.05854801 150.94145199] ; [ 69.94145199 111.05854801],0
b3,1,0.155732,2.015187,[ 88 158] ; [ 77 104],[ 95.05854801 150.94145199] ; [ 69.94145199 111.05854801],0
a4,1,0.167638,1.903939,[185 240] ; [140 147],[193.99578652 231.00421348] ; [131.00421348 155.99578652],0
a2,1,0.183341,1.770335,[ 94 332] ; [ 76 212],[101.42857143 324.57142857] ; [ 68.57142857 219.42857143],0
u2,1,0.199719,1.644432,[70 61] ; [41 24],[74.18877551 56.81122449] ; [36.81122449 28.18877551],0
r2,1,0.23324,1.420996,[400  21] ; [277   9],[403.13578501  17.86421499] ; [273.86421499  12.13578501],0
n1,1,0.24089,1.375376,[41 64] ; [16 38],[37.64150943 67.35849057] ; [19.35849057 34.64150943],0
s3,1,0.255412,1.293454,[234 190] ; [169 115],[241.34463277 182.65536723] ; [161.65536723 122.34463277],0
s6,1,0.378422,0.775821,[290 131] ; [203  79],[295.23897582 125.76102418] ; [197.76102418  84.23897582],0
p2,1,0.439338,0.59801,[366  59] ; [252  34],[369.4092827  55.5907173] ; [248.5907173  37.4092827],0
n2,1,0.44855,0.574312,[82 23] ; [40 15],[80.0625 24.9375] ; [41.9375 13.0625],0
b4,1,0.475801,0.508471,[240 186] ; [170 118],[244.62184874 181.37815126] ; [165.37815126 122.62184874],0
s1,1,0.674609,0.176258,[ 11 411] ; [  6 278],[ 10.16147309 411.83852691] ; [  6.83852691 277.16147309],0
u3,1,0.69223,0.156682,[77 53] ; [36 28],[75.72164948 54.27835052] ; [37.27835052 26.72164948],0
a6,1,0.744763,0.105984,[290 136] ; [198  88],[291.97752809 134.02247191] ; [196.02247191  89.97752809],0
n3,1,0.755337,0.097101,[78 26] ; [40 15],[77.18238994 26.81761006] ; [40.81761006 14.18238994],0
a8,1,0.835352,0.043198,[ 56 340] ; [ 35 223],[ 55.10091743 340.89908257] ; [ 35.89908257 222.10091743],0
b1,1,0.868464,0.027427,[149 277] ; [ 99 189],[147.96638655 278.03361345] ; [100.03361345 187.96638655],0
a7,1,0.972077,0.001225,[310 115] ; [209  78],[309.79634831 115.20365169] ; [209.20365169  77.79634831],0
