Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.941601,[53 48] ; [57  8],[66.92771084 34.07228916] ; [43.07228916 21.92771084],1
s2,1,9e-06,19.610972,[15 86] ; [30 35],[27.37951807 73.62048193] ; [17.62048193 47.37951807],1
s8,1,1.1e-05,19.34654,[11 90] ; [26 39],[22.51204819 78.48795181] ; [14.48795181 50.51204819],1
s3,1,7.3e-05,15.732322,[23 75] ; [35 30],[34.87116564 63.12883436] ; [23.12883436 41.87116564],1
v1,1,0.000201,13.821584,[22 76] ; [32 31],[32.86956522 65.13043478] ; [21.13043478 41.86956522],1
p2,1,0.000384,12.607713,[54 45] ; [53 12],[64.59146341 34.40853659] ; [42.40853659 22.59146341],1
r3,1,0.000397,12.545953,[69 31] ; [60  5],[78.18181818 21.81818182] ; [50.81818182 14.18181818],1
s7,1,0.001342,10.283957,[16 79] ; [25 38],[24.65189873 70.34810127] ; [16.34810127 46.65189873],0
p10,1,0.002544,9.108623,[52 46] ; [49 15],[61.09876543 36.90123457] ; [39.90123457 24.09876543],0
p4,1,0.002813,8.925097,[33 66] ; [37 28],[42.25609756 56.74390244] ; [27.74390244 37.25609756],0
d4,1,0.003076,8.76171,[53 48] ; [49 16],[62.06024096 38.93975904] ; [39.93975904 25.06024096],0
p7,1,0.006432,7.425041,[40 60] ; [39 24],[48.46625767 51.53374233] ; [30.53374233 32.46625767],0
v3,1,0.007706,7.100488,[19 82] ; [24 40],[26.32121212 74.67878788] ; [16.67878788 47.32121212],0
v4,1,0.010545,6.540408,[71 30] ; [56  8],[77.73939394 23.26060606] ; [49.26060606 14.73939394],0
p12,1,0.010852,6.489466,[ 1 98] ; [ 6 59],[ 4.22560976 94.77439024] ; [ 2.77439024 62.22560976],0
b3,1,0.011283,6.420241,[25 34] ; [ 8 35],[19.08823529 39.91176471] ; [13.91176471 29.08823529],0
b2,1,0.011283,6.420241,[25 34] ; [ 8 35],[19.08823529 39.91176471] ; [13.91176471 29.08823529],0
v2,1,0.012009,6.309581,[26 73] ; [29 35],[33.40490798 65.59509202] ; [21.59509202 42.40490798],0
p3,1,0.013003,6.168637,[27 72] ; [30 35],[34.40853659 64.59146341] ; [22.59146341 42.40853659],0
r4,1,0.014591,5.965183,[41 60] ; [39 26],[48.6746988 52.3253012] ; [31.3253012 33.6746988],0
d3,1,0.032587,4.567332,[41 58] ; [38 27],[47.68902439 51.31097561] ; [31.31097561 33.68902439],0
n6,1,0.038182,4.296875,[65 35] ; [52 13],[70.90909091 29.09090909] ; [46.09090909 18.90909091],0
p9,1,0.047591,3.924375,[63 33] ; [52 13],[68.57142857 27.42857143] ; [46.42857143 18.57142857],0
p8,1,0.060674,3.518857,[31 67] ; [30 35],[36.67484663 61.32515337] ; [24.32515337 40.67484663],0
p1,1,0.067385,3.345595,[11 90] ; [ 2 63],[ 7.90963855 93.09036145] ; [ 5.09036145 59.90963855],0
u2,1,0.115031,2.483708,[16 30] ; [14 12],[19.16666667 26.83333333] ; [10.83333333 15.16666667],0
b1,1,0.141928,2.156934,[49 52] ; [24 41],[44.41566265 56.58433735] ; [28.58433735 36.41566265],0
a5,1,0.173023,1.856558,[45 56] ; [36 29],[49.28313253 51.71686747] ; [31.71686747 33.28313253],0
d5,1,0.183444,1.769501,[59 41] ; [45 20],[63.03030303 36.96969697] ; [40.96969697 24.03030303],0
p6,1,0.193263,1.692569,[18 77] ; [18 47],[21.375 73.625] ; [14.625 50.375],0
a6,1,0.22181,1.492623,[54 47] ; [41 24],[57.80120482 43.19879518] ; [37.19879518 27.80120482],0
n4,1,0.247487,1.337434,[61 40] ; [45 20],[64.4939759 36.5060241] ; [41.5060241 23.4939759],0
d1,1,0.272645,1.203391,[32 69] ; [26 39],[35.28915663 65.71084337] ; [22.71084337 42.28915663],0
p5,1,0.295669,1.093627,[ 4 96] ; [ 5 59],[ 5.48780488 94.51219512] ; [ 3.51219512 60.48780488],0
n3,1,0.301859,1.065965,[25 14] ; [14  4],[26.68421053 12.31578947] ; [12.31578947  5.68421053],0
b5,1,0.302688,1.062312,[62 39] ; [45 20],[65.10240964 35.89759036] ; [41.89759036 23.10240964],0
a7,1,0.312684,1.019305,[52 48] ; [39 26],[55.15151515 44.84848485] ; [35.84848485 29.15151515],0
n2,1,0.432088,0.617204,[24 15] ; [13  5],[25.31578947 13.68421053] ; [11.68421053  6.31578947],0
n5,1,0.455569,0.556759,[67 34] ; [46 18],[69.16969697 31.83030303] ; [43.83030303 20.16969697],0
n1,1,0.460035,0.545809,[13 25] ; [ 8 10],[14.25 23.75] ; [ 6.75 11.25],0
a2,1,0.481078,0.496418,[ 9 92] ; [ 8 57],[10.34337349 90.65662651] ; [ 6.65662651 58.34337349],0
u3,1,0.487696,0.481605,[14 32] ; [10 16],[15.33333333 30.66666667] ; [ 8.66666667 17.33333333],0
d2,1,0.515621,0.422643,[35 65] ; [26 39],[36.96969697 63.03030303] ; [24.03030303 40.96969697],0
r2,1,0.597744,0.278411,[71 27] ; [48 15],[72.43478261 25.56521739] ; [46.56521739 16.43478261],0
a3,1,0.61176,0.25762,[55 46] ; [38 27],[56.58433735 44.41566265] ; [36.41566265 28.58433735],0
s4,1,0.647314,0.209304,[13 88] ; [10 55],[13.9939759 87.0060241] ; [ 9.0060241 55.9939759],0
b4,1,0.724434,0.124284,[50 51] ; [34 31],[51.10843373 49.89156627] ; [32.89156627 32.10843373],0
a8,1,0.830888,0.045609,[ 9 89] ; [ 5 56],[ 8.62893082 89.37106918] ; [ 5.37106918 55.62893082],0
