Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,41.093466,[34  8] ; [15 60],[17.58974359 24.41025641] ; [31.41025641 43.58974359],1
s6,1,0.0,40.652513,[37  3] ; [23 53],[20.68965517 19.31034483] ; [39.31034483 36.68965517],1
s8,1,0.0,37.775348,[28 14] ; [ 9 67],[13.16949153 28.83050847] ; [23.83050847 52.16949153],1
s7,1,3.3e-05,17.236025,[24 13] ; [18 56],[14. 23.] ; [28. 46.],1
d1,1,7.8e-05,15.616163,[26 16] ; [19 57],[16.01694915 25.98305085] ; [28.98305085 47.01694915],1
v1,1,0.000177,14.063161,[25 15] ; [20 55],[15.65217391 24.34782609] ; [29.34782609 45.65217391],1
s5,1,0.001514,10.061215,[15 24] ; [ 9 63],[ 8.43243243 30.56756757] ; [15.56756757 56.43243243],0
d4,1,0.003518,8.517339,[34  8] ; [41 35],[26.69491525 15.30508475] ; [48.30508475 27.69491525],0
d2,1,0.005332,7.763192,[26 16] ; [26 48],[18.82758621 23.17241379] ; [33.17241379 40.82758621],0
d5,1,0.005555,7.689399,[32 10] ; [38 38],[24.91525424 17.08474576] ; [45.08474576 30.91525424],0
p3,1,0.005888,7.584162,[19 23] ; [16 60],[12.45762712 29.54237288] ; [22.54237288 53.45762712],0
p6,1,0.007875,7.061786,[ 9 33] ; [ 4 71],[ 4.66666667 37.33333333] ; [ 8.33333333 66.66666667],0
a5,1,0.008224,6.983995,[32 10] ; [39 37],[25.27118644 16.72881356] ; [45.72881356 30.27118644],0
u3,1,0.009534,6.72,[7 3] ; [ 8 24],[3.57142857 6.42857143] ; [11.42857143 20.57142857],0
s4,1,0.013226,6.138656,[10 31] ; [ 6 70],[ 5.60683761 35.39316239] ; [10.39316239 65.60683761],0
v2,1,0.017478,5.647711,[19 21] ; [18 53],[13.33333333 26.66666667] ; [23.66666667 47.33333333],0
b2,1,0.021491,5.286504,[10 22] ; [26 19],[14.96103896 17.03896104] ; [21.03896104 23.96103896],0
b3,1,0.021491,5.286504,[10 22] ; [26 19],[14.96103896 17.03896104] ; [21.03896104 23.96103896],0
a4,1,0.026942,4.894515,[24 18] ; [27 48],[18.30769231 23.69230769] ; [32.69230769 42.30769231],0
r4,1,0.034054,4.491983,[32 10] ; [43 33],[26.69491525 15.30508475] ; [48.30508475 27.69491525],0
r3,1,0.034849,4.45258,[37  5] ; [54 22],[32.38983051  9.61016949] ; [58.61016949 17.38983051],0
a6,1,0.04552,3.999275,[13 29] ; [38 38],[18.15254237 23.84745763] ; [32.84745763 43.15254237],0
a3,1,0.046875,3.949862,[32 10] ; [44 32],[27.05084746 14.94915254] ; [48.94915254 27.05084746],0
p4,1,0.065589,3.390107,[18 24] ; [20 56],[13.52542373 28.47457627] ; [24.47457627 51.52542373],0
r1,1,0.083153,3.002179,[29 13] ; [40 36],[24.55932203 17.44067797] ; [44.44067797 31.55932203],0
s1,1,0.099707,2.710216,[ 5 37] ; [ 3 73],[ 2.84745763 39.15254237] ; [ 5.15254237 70.84745763],0
v3,1,0.112448,2.519478,[13 26] ; [14 57],[ 9.57272727 29.42727273] ; [17.42727273 53.57272727],0
r2,1,0.140514,2.172319,[38  4] ; [60 15],[35.17948718  6.82051282] ; [62.82051282 12.17948718],0
v4,1,0.161972,1.955717,[36  6] ; [56 19],[33.02564103  8.97435897] ; [58.97435897 16.02564103],0
p9,1,0.168061,1.900152,[31 10] ; [46 27],[27.69298246 13.30701754] ; [49.30701754 23.69298246],0
d3,1,0.183329,1.770429,[16 26] ; [20 56],[12.81355932 29.18644068] ; [23.18644068 52.81355932],0
p12,1,0.206251,1.597551,[ 4 37] ; [ 3 73],[ 2.45299145 38.54700855] ; [ 4.54700855 71.45299145],0
a1,1,0.219531,1.507433,[ 4 38] ; [ 3 73],[ 2.49152542 39.50847458] ; [ 4.50847458 71.49152542],0
p10,1,0.236391,1.401986,[26 15] ; [39 36],[22.97413793 18.02586207] ; [42.02586207 32.97413793],0
u1,1,0.244104,1.356737,[ 3 39] ; [ 2 74],[ 1.77966102 40.22033898] ; [ 3.22033898 72.77966102],0
b5,1,0.32073,0.985969,[25 17] ; [38 38],[22.42372881 19.57627119] ; [40.57627119 35.42372881],0
b4,1,0.391268,0.734999,[22 20] ; [46 30],[24.20338983 17.79661017] ; [43.79661017 32.20338983],0
u2,1,0.482096,0.494118,[5 5] ; [12 20],[4.04761905 5.95238095] ; [12.95238095 19.04761905],0
n3,1,0.514189,0.425533,[12  7] ; [15 13],[10.91489362  8.08510638] ; [16.08510638 11.91489362],0
p2,1,0.543496,0.369098,[24 18] ; [39 37],[22.42372881 19.57627119] ; [40.57627119 35.42372881],0
a2,1,0.563915,0.332971,[ 4 38] ; [ 5 71],[ 3.20338983 38.79661017] ; [ 5.79661017 70.20338983],0
u4,1,0.667789,0.1842,[ 1 41] ; [ 1 75],[ 0.71186441 41.28813559] ; [ 1.28813559 74.71186441],0
b1,1,0.70058,0.14787,[22 20] ; [37 39],[21. 21.] ; [38. 38.],0
n1,1,0.707175,0.141115,[ 9 10] ; [13 18],[ 8.36 10.64] ; [13.64 17.36],0
n5,1,0.730707,0.118463,[28 14] ; [53 23],[28.83050847 13.16949153] ; [52.16949153 23.83050847],0
a8,1,0.737355,0.112465,[ 3 36] ; [ 7 66],[ 3.48214286 35.51785714] ; [ 6.51785714 66.48214286],0
n2,1,0.73979,0.110311,[12  7] ; [21 10],[12.54  6.46] ; [20.46 10.54],0
p11,1,0.892785,0.018166,[26 16] ; [48 28],[26.33898305 15.66101695] ; [47.66101695 28.33898305],0
n6,1,0.910722,0.012573,[29 12] ; [53 23],[28.73504274 12.26495726] ; [53.26495726 22.73504274],0
n4,1,0.913275,0.011861,[30 12] ; [55 21],[30.25423729 11.74576271] ; [54.74576271 21.25423729],0
p8,1,0.927897,0.008189,[ 8 34] ; [15 61],[ 8.18644068 33.81355932] ; [14.81355932 61.18644068],0
p5,1,0.928206,0.008119,[ 2 39] ; [ 4 72],[ 2.1025641 38.8974359] ; [ 3.8974359 72.1025641],0
p1,1,0.955308,0.003141,[ 4 38] ; [ 7 69],[ 3.91525424 38.08474576] ; [ 7.08474576 68.91525424],0
