Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,45.107262,[239  58] ; [22 36],[218.35774648  78.64225352] ; [42.64225352 15.35774648],1
s3,1,0.0,43.964091,[242  52] ; [24 34],[222.17045455  71.82954545] ; [43.82954545 14.17045455],1
s5,1,1e-06,24.834495,[147 141] ; [ 8 47],[130.14577259 157.85422741] ; [24.85422741 30.14577259],1
s8,1,7e-06,20.306795,[220  75] ; [26 32],[205.58073654  89.41926346] ; [40.41926346 17.58073654],1
r4,1,0.000404,12.512961,[279  19] ; [46 12],[272.0505618  25.9494382] ; [52.9494382  5.0505618],1
n5,1,0.00215,9.417208,[268  29] ; [44 14],[261.02535211  35.97464789] ; [50.97464789  7.02535211],0
p9,1,0.004437,8.095698,[271  25] ; [45 12],[264.97450425  31.02549575] ; [51.02549575  5.97450425],0
r1,1,0.015606,5.846686,[262  36] ; [44 14],[256.14606742  41.85393258] ; [49.85393258  8.14606742],0
n6,1,0.031113,4.6467,[275  21] ; [48  9],[270.84419263  25.15580737] ; [52.15580737  4.84419263],0
v4,1,0.037567,4.324523,[290   6] ; [53  4],[287.61473088   8.38526912] ; [55.38526912  1.61473088],0
p12,1,0.047383,3.931742,[ 37 259] ; [ 2 55],[ 32.70254958 263.29745042] ; [ 6.29745042 50.70254958],0
p5,1,0.050253,3.833012,[ 59 237] ; [ 5 51],[ 53.81818182 242.18181818] ; [10.18181818 45.81818182],0
b3,1,0.052588,3.756957,[ 86 130] ; [24 19],[ 91.73745174 124.26254826] ; [18.26254826 24.73745174],0
b2,1,0.052588,3.756957,[ 86 130] ; [24 19],[ 91.73745174 124.26254826] ; [18.26254826 24.73745174],0
a5,1,0.052648,3.755066,[248  50] ; [42 16],[242.75280899  55.24719101] ; [47.24719101 10.75280899],0
p4,1,0.058998,3.565339,[206  90] ; [33 25],[199.84180791  96.15819209] ; [39.15819209 18.84180791],0
d5,1,0.070436,3.27284,[252  43] ; [44 14],[247.36543909  47.63456091] ; [48.63456091  9.36543909],0
s4,1,0.09417,2.801603,[ 58 238] ; [ 6 52],[ 53.51412429 242.48587571] ; [10.48587571 47.51412429],0
r2,1,0.09683,2.756994,[285   8] ; [52  4],[282.92550143  10.07449857] ; [54.07449857  1.92550143],0
a2,1,0.108014,2.583036,[ 93 205] ; [12 46],[ 87.89325843 210.10674157] ; [17.10674157 40.89325843],0
u2,1,0.120408,2.412005,[31 16] ; [6 8],[28.50819672 18.49180328] ; [8.49180328 5.50819672],0
b1,1,0.120923,2.405323,[125 173] ; [18 40],[119.70224719 178.29775281] ; [23.29775281 34.70224719],0
r3,1,0.151608,2.055999,[288   9] ; [54  4],[286.12394366  10.87605634] ; [55.87605634  2.12394366],0
v1,1,0.170786,1.876033,[173 116] ; [28 28],[168.37391304 120.62608696] ; [32.62608696 23.37391304],0
d1,1,0.194024,1.686792,[201  97] ; [34 24],[196.71348315 101.28651685] ; [38.28651685 19.71348315],0
a3,1,0.198119,1.656183,[250  47] ; [44 13],[246.66101695  50.33898305] ; [47.33898305  9.66101695],0
d3,1,0.205659,1.601726,[218  78] ; [38 20],[214.05649718  81.94350282] ; [41.94350282 16.05649718],0
u3,1,0.259982,1.268855,[35 13] ; [8 6],[33.29032258 14.70967742] ; [9.70967742 4.29032258],0
v2,1,0.273931,1.196955,[182 111] ; [31 26],[178.31142857 114.68857143] ; [34.68857143 22.31142857],0
d2,1,0.275055,1.191364,[171 125] ; [29 29],[167.23163842 128.76836158] ; [32.76836158 25.23163842],0
p10,1,0.279602,1.169021,[256  40] ; [47 11],[253.3559322  42.6440678] ; [49.6440678  8.3559322],0
p7,1,0.287339,1.132046,[204  84] ; [37 21],[200.60115607  87.39884393] ; [40.39884393 17.60115607],0
s1,1,0.337344,0.9205,[ 20 275] ; [ 2 56],[ 18.38526912 276.61473088] ; [ 3.61473088 54.38526912],0
p8,1,0.414845,0.664873,[168 124] ; [30 28],[165.18857143 126.81142857] ; [32.81142857 25.18857143],0
u1,1,0.421468,0.646218,[ 82 216] ; [13 45],[ 79.52247191 218.47752809] ; [15.47752809 42.52247191],0
n3,1,0.47225,0.516706,[38 19] ; [10  3],[39.08571429 17.91428571] ; [8.91428571 4.08571429],0
n1,1,0.487131,0.482857,[29 28] ; [8 5],[30.12857143 26.87142857] ; [6.87142857 6.12857143],0
p2,1,0.494904,0.465847,[256  41] ; [48 10],[254.33239437  42.66760563] ; [49.66760563  8.33239437],0
b5,1,0.518366,0.417144,[178 120] ; [32 26],[175.78651685 122.21348315] ; [34.21348315 23.78651685],0
p1,1,0.574714,0.314859,[ 33 264] ; [ 5 53],[ 31.7915493 265.2084507] ; [ 6.2084507 51.7915493],0
a1,1,0.602421,0.27136,[ 21 277] ; [ 3 55],[ 20.08988764 277.91011236] ; [ 3.91011236 54.08988764],0
b4,1,0.609852,0.260391,[165 133] ; [30 28],[163.23033708 134.76966292] ; [31.76966292 26.23033708],0
a4,1,0.61823,0.248364,[154 143] ; [28 30],[152.26478873 144.73521127] ; [29.73521127 28.26478873],0
d4,1,0.640833,0.217655,[256  39] ; [49  9],[254.88668555  40.11331445] ; [50.11331445  7.88668555],0
p6,1,0.675669,0.175042,[143 151] ; [26 31],[141.55555556 152.44444444] ; [27.44444444 29.55555556],0
p3,1,0.696205,0.15245,[175 122] ; [32 25],[173.66949153 123.33050847] ; [33.33050847 23.66949153],0
v3,1,0.763761,0.090328,[141 149] ; [26 30],[139.97109827 150.02890173] ; [27.02890173 28.97109827],0
p11,1,0.830417,0.045867,[245  53] ; [47 11],[244.42696629  53.57303371] ; [47.57303371 10.42696629],0
a6,1,0.866703,0.028173,[195 100] ; [39 19],[195.55240793  99.44759207] ; [38.44759207 19.55240793],0
a7,1,0.895509,0.017249,[203  95] ; [39 19],[202.57303371  95.42696629] ; [39.42696629 18.57303371],0
a8,1,0.937151,0.006218,[ 47 221] ; [ 9 41],[ 47.19496855 220.80503145] ; [ 8.80503145 41.19496855],0
n2,1,0.983315,0.000437,[44 13] ; [10  3],[43.97142857 13.02857143] ; [10.02857143  2.97142857],0
