Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6e-06,20.479451,[189 119] ; [14 37],[174.16155989 133.83844011] ; [28.83844011 22.16155989],1
p4,1,1.5e-05,18.751225,[226  85] ; [21 29],[212.78947368  98.21052632] ; [34.21052632 15.78947368],1
s1,1,0.001798,9.745061,[ 11 296] ; [ 7 43],[ 15.4789916 291.5210084] ; [ 2.5210084 47.4789916],0
p7,1,0.004746,7.973657,[219  84] ; [25 23],[210.63247863  92.36752137] ; [33.36752137 14.63247863],0
d4,1,0.005905,7.579212,[274  37] ; [36 13],[267.80555556  43.19444444] ; [42.19444444  6.80555556],0
p10,1,0.00755,7.137143,[278  32] ; [39 12],[272.21606648  37.78393352] ; [44.78393352  6.21606648],0
p9,1,0.013931,6.046829,[282  26] ; [41 10],[277.11420613  30.88579387] ; [45.88579387  5.11420613],0
p3,1,0.020521,5.36703,[179 132] ; [20 30],[171.43767313 139.56232687] ; [27.56232687 22.43767313],0
n6,1,0.034539,4.467801,[288  22] ; [42  8],[284.16666667  25.83333333] ; [45.83333333  4.16666667],0
n4,1,0.047364,3.932395,[284  27] ; [42  9],[280.0718232  30.9281768] ; [45.9281768  5.0718232],0
d3,1,0.065359,3.39588,[225  87] ; [29 20],[219.52354571  92.47645429] ; [34.47645429 14.52354571],0
b1,1,0.101178,2.686871,[127 185] ; [27 24],[132.36363636 179.63636364] ; [21.63636364 29.36363636],0
s5,1,0.1017,2.678676,[150 147] ; [19 31],[144.64841499 152.35158501] ; [24.35158501 25.64841499],0
d5,1,0.129827,2.294569,[262  49] ; [37 12],[258.30277778  52.69722222] ; [40.69722222  8.30277778],0
p11,1,0.144396,2.130478,[259  53] ; [38 13],[255.27272727  56.72727273] ; [41.72727273  9.27272727],0
a2,1,0.170973,1.874394,[ 90 222] ; [10 41],[ 85.95041322 226.04958678] ; [14.04958678 36.95041322],0
u3,1,0.178223,1.812381,[38 26] ; [11  3],[40.20512821 23.79487179] ; [8.79487179 5.20512821],0
a5,1,0.181441,1.785782,[241  71] ; [35 16],[237.2231405  74.7768595] ; [38.7768595 12.2231405],0
u4,1,0.197325,1.66206,[ 12 300] ; [ 4 47],[ 13.75206612 298.24793388] ; [ 2.24793388 48.75206612],0
p6,1,0.200775,1.636728,[147 161] ; [19 31],[142.81564246 165.18435754] ; [23.18435754 26.81564246],0
b3,1,0.228102,1.45266,[ 84 111] ; [12 25],[ 80.68965517 114.31034483] ; [15.31034483 21.68965517],0
