Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000183,14.001293,[ 1 13] ; [12  4],[6.06666667 7.93333333] ; [6.93333333 9.06666667],1
p11,1,0.002275,9.313568,[ 3 11] ; [13  4],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
s6,1,0.003415,8.571429,[ 3 11] ; [12  4],[7. 7.] ; [8. 8.],0
p9,1,0.009545,6.717953,[ 3 11] ; [11  5],[6.53333333 7.46666667] ; [7.46666667 8.53333333],0
n5,1,0.019826,5.427171,[ 4 10] ; [12  5],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
r3,1,0.048969,3.876416,[8 6] ; [15  2],[10.38709677  3.61290323] ; [12.61290323  4.38709677],0
p2,1,0.052174,3.770196,[5 9] ; [12  5],[7.67741935 6.32258065] ; [9.32258065 7.67741935],0
p7,1,0.073035,3.213456,[ 3 11] ; [9 8],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
r4,1,0.107957,2.583876,[5 9] ; [11  6],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
d5,1,0.123828,2.36822,[8 6] ; [14  3],[9.93548387 4.06451613] ; [12.06451613  4.93548387],0
p8,1,0.137739,2.203037,[ 3 11] ; [8 9],[4.96774194 9.03225806] ; [ 6.03225806 10.96774194],0
b4,1,0.241529,1.371646,[7 7] ; [12  5],[8.58064516 5.41935484] ; [10.41935484  6.58064516],0
n4,1,0.251952,1.312445,[8 6] ; [13  4],[9.48387097 4.51612903] ; [11.51612903  5.48387097],0
s3,1,0.260679,1.265147,[5 9] ; [9 7],[6.53333333 7.46666667] ; [7.46666667 8.53333333],0
p4,1,0.292953,1.106,[ 4 10] ; [8 9],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
n3,1,0.307741,1.040344,[4 5] ; [3 1],[4.84615385 4.15384615] ; [2.15384615 1.84615385],0
p6,1,0.316151,1.004802,[ 2 12] ; [ 5 12],[ 3.16129032 10.83870968] ; [ 3.83870968 13.16129032],0
n2,1,0.333998,0.933333,[6 3] ; [2 3],[5.14285714 3.85714286] ; [2.85714286 2.14285714],0
d2,1,0.376017,0.783683,[6 8] ; [10  7],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
s4,1,0.385284,0.753774,[ 1 13] ; [ 3 14],[ 1.80645161 12.19354839] ; [ 2.19354839 14.80645161],0
p3,1,0.397332,0.716387,[ 3 11] ; [ 6 11],[4.06451613 9.93548387] ; [ 4.93548387 12.06451613],0
s5,1,0.397332,0.716387,[ 3 11] ; [ 6 11],[4.06451613 9.93548387] ; [ 4.93548387 12.06451613],0
a4,1,0.408942,0.681875,[7 7] ; [ 6 11],[5.87096774 8.12903226] ; [7.12903226 9.87096774],0
a2,1,0.430955,0.620248,[ 2 12] ; [ 1 16],[ 1.35483871 12.64516129] ; [ 1.64516129 15.35483871],0
s1,1,0.430955,0.620248,[ 2 12] ; [ 1 16],[ 1.35483871 12.64516129] ; [ 1.64516129 15.35483871],0
v3,1,0.516797,0.42028,[ 2 12] ; [ 4 13],[ 2.70967742 11.29032258] ; [ 3.29032258 13.70967742],0
d4,1,0.516797,0.42028,[12  2] ; [13  4],[11.29032258  2.70967742] ; [13.70967742  3.29032258],0
s2,1,0.54393,0.368304,[ 3 11] ; [ 5 11],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
v2,1,0.576086,0.312605,[6 8] ; [9 8],[6.77419355 7.22580645] ; [8.22580645 8.77419355],0
a6,1,0.667031,0.185095,[6 8] ; [ 6 11],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
r2,1,0.690279,0.158784,[10  4] ; [11  6],[9.48387097 4.51612903] ; [11.51612903  5.48387097],0
u2,1,0.740144,0.11,[2 3] ; [3 3],[2.27272727 2.72727273] ; [2.72727273 3.27272727],0
d1,1,0.756014,0.096547,[5 9] ; [ 7 10],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
a3,1,0.794459,0.067873,[9 4] ; [11  6],[8.66666667 4.33333333] ; [11.33333333  5.66666667],0
d3,1,0.815032,0.054728,[6 8] ; [8 9],[6.32258065 7.67741935] ; [7.67741935 9.32258065],0
a7,1,0.815032,0.054728,[8 6] ; [9 8],[7.67741935 6.32258065] ; [9.32258065 7.67741935],0
b1,1,0.815032,0.054728,[8 6] ; [9 8],[7.67741935 6.32258065] ; [9.32258065 7.67741935],0
n1,1,0.872081,0.025926,[4 5] ; [2 3],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
a8,1,0.877059,0.023932,[ 2 11] ; [ 2 13],[ 1.85714286 11.14285714] ; [ 2.14285714 12.85714286],0
b5,1,0.924813,0.008906,[6 8] ; [ 7 10],[5.87096774 8.12903226] ; [7.12903226 9.87096774],0
v1,1,0.980588,0.000592,[5 9] ; [ 6 11],[4.96774194 9.03225806] ; [ 6.03225806 10.96774194],0
a5,1,0.980588,0.000592,[9 5] ; [11  6],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
b2,1,1.0,0.0,[3 6] ; [4 8],[3. 6.] ; [4. 8.],0
b3,1,1.0,0.0,[3 6] ; [4 8],[3. 6.] ; [4. 8.],0
