Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.723926,[201  80] ; [14 25],[188.796875  92.203125] ; [26.203125 12.796875],1
d3,1,0.12653,2.33457,[213  69] ; [25 14],[209.08411215  72.91588785] ; [28.91588785 10.08411215],0
u1,1,0.130074,2.291617,[ 65 217] ; [ 5 35],[ 61.30434783 220.69565217] ; [ 8.69565217 31.30434783],0
d4,1,0.142172,2.154288,[248  34] ; [31  8],[245.10280374  36.89719626] ; [33.89719626  5.10280374],0
v4,1,0.183952,1.765402,[270   9] ; [37  3],[268.50470219  10.49529781] ; [38.49529781  1.50470219],0
r3,1,0.19194,1.702661,[276   5] ; [38  2],[274.87227414   6.12772586] ; [39.12772586  0.87227414],0
a1,1,0.194519,1.683051,[ 14 268] ; [ 4 36],[ 15.76397516 266.23602484] ; [ 2.23602484 37.76397516],0
s6,1,0.229099,1.446448,[193  82] ; [31  8],[196.17834395  78.82165605] ; [27.82165605 11.17834395],0
s2,1,0.263033,1.252725,[147 130] ; [25 15],[150.29652997 126.70347003] ; [21.70347003 18.29652997],0
s3,1,0.264361,1.245776,[146 129] ; [25 15],[149.28571429 125.71428571] ; [21.71428571 18.28571429],0
b1,1,0.273487,1.199174,[ 95 187] ; [17 23],[ 98.08695652 183.91304348] ; [13.91304348 26.08695652],0
p1,1,0.312857,1.018575,[ 28 253] ; [ 2 38],[ 26.26168224 254.73831776] ; [ 3.73831776 36.26168224],0
b2,1,0.319612,0.990532,[ 76 103] ; [ 8 17],[ 73.70588235 105.29411765] ; [10.29411765 14.70588235],0
b3,1,0.319612,0.990532,[ 76 103] ; [ 8 17],[ 73.70588235 105.29411765] ; [10.29411765 14.70588235],0
a7,1,0.330182,0.948183,[210  71] ; [27 13],[207.46728972  73.53271028] ; [29.53271028 10.46728972],0
p6,1,0.366145,0.816706,[130 145] ; [15 23],[127.39616613 147.60383387] ; [17.60383387 20.39616613],0
p5,1,0.378972,0.774033,[ 43 239] ; [ 4 36],[ 41.16149068 240.83850932] ; [ 5.83850932 34.16149068],0
a4,1,0.386075,0.751268,[140 141] ; [17 23],[137.43613707 143.56386293] ; [19.56386293 20.43613707],0
s7,1,0.398993,0.711358,[154 115] ; [19 19],[151.58631922 117.41368078] ; [21.41368078 16.58631922],0
n2,1,0.403233,0.698664,[36 10] ; [8 4],[34.89655172 11.10344828] ; [9.10344828 2.89655172],0
d2,1,0.420836,0.647979,[149 132] ; [18 21],[146.646875 134.353125] ; [20.353125 18.646875],0
n1,1,0.525129,0.403808,[20 26] ; [4 8],[19.03448276 26.96551724] ; [4.96551724 7.03448276],0
u2,1,0.656988,0.197203,[32 26] ; [11  7],[32.81578947 25.18421053] ; [10.18421053  7.81578947],0
a8,1,0.723797,0.124884,[ 40 207] ; [ 5 31],[ 39.27561837 207.72438163] ; [ 5.72438163 30.27561837],0
u4,1,0.813484,0.055665,[  9 273] ; [ 1 39],[  8.75776398 273.24223602] ; [ 1.24223602 38.75776398],0
b5,1,0.851157,0.03521,[179 103] ; [26 14],[179.53416149 102.46583851] ; [25.46583851 14.53416149],0
p12,1,0.884372,0.02115,[ 31 250] ; [ 4 35],[ 30.734375 250.265625] ; [ 4.265625 34.734375],0
s8,1,0.902353,0.015053,[146 133] ; [20 19],[145.64150943 133.35849057] ; [20.35849057 18.64150943],0
b4,1,0.904155,0.0145,[172 110] ; [24 16],[171.65217391 110.34782609] ; [24.34782609 15.65217391],0
s5,1,0.929678,0.007788,[103 170] ; [15 24],[103.25 169.75] ; [14.75 24.25],0
