Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,102.839665,[402   5] ; [31 16],[388.17400881  18.82599119] ; [44.82599119  2.17400881],1
r1,1,0.0,85.4542,[362  43] ; [18 30],[339.73509934  65.26490066] ; [40.26490066  7.73509934],1
v4,1,0.0,81.827088,[397   9] ; [31 16],[383.59381898  22.40618102] ; [44.40618102  2.59381898],1
r2,1,0.0,73.021367,[397   6] ; [33 13],[385.94654788  17.05345212] ; [44.05345212  1.94654788],1
p2,1,0.0,37.40973,[349  56] ; [23 23],[334.05764967  70.94235033] ; [37.94235033  8.05764967],1
p7,1,0.0,36.273799,[266 130] ; [10 36],[247.2760181 148.7239819] ; [28.7239819 17.2760181],1
p9,1,0.0,30.889701,[352  49] ; [26 20],[339.10067114  61.89932886] ; [38.89932886  7.10067114],1
p10,1,0.0,28.924077,[339  65] ; [24 23],[325.17073171  78.82926829] ; [37.82926829  9.17073171],1
p8,1,1.1e-05,19.399746,[226 174] ; [11 37],[211.60714286 188.39285714] ; [25.39285714 22.60714286],1
s6,1,5.5e-05,16.251281,[266 136] ; [17 30],[253.37639198 148.62360802] ; [29.62360802 17.37639198],1
n6,1,0.000211,13.726977,[350  54] ; [31 16],[341.29490022  62.70509978] ; [39.70509978  7.29490022],1
p11,1,0.000267,13.291882,[332  75] ; [29 20],[322.20833333  84.79166667] ; [38.79166667 10.20833333],1
p4,1,0.001282,10.368364,[260 143] ; [19 28],[249.86 153.14] ; [29.14 17.86],0
s8,1,0.001449,10.142639,[199 205] ; [12 36],[188.59292035 215.40707965] ; [22.40707965 25.59292035],0
a7,1,0.003014,8.799014,[323  84] ; [29 19],[314.86593407  92.13406593] ; [37.13406593 10.86593407],0
p6,1,0.006925,7.292407,[150 250] ; [ 8 38],[141.70403587 258.29596413] ; [16.29596413 29.70403587],0
s2,1,0.007625,7.119395,[212 192] ; [15 32],[203.34368071 200.65631929] ; [23.65631929 23.34368071],0
n4,1,0.007898,7.056425,[337  69] ; [33 16],[330.15384615  75.84615385] ; [39.84615385  9.15384615],0
p3,1,0.00886,6.850903,[214 190] ; [15 31],[205.59111111 198.40888889] ; [23.40888889 22.59111111],0
u2,1,0.020314,5.384735,[55 26] ; [4 8],[51.38709677 29.61290323] ; [7.61290323 4.38709677],0
u1,1,0.021093,5.319067,[112 295] ; [ 6 43],[105.32017544 301.67982456] ; [12.67982456 36.32017544],0
n3,1,0.021704,5.26939,[57 23] ; [11 13],[52.30769231 27.69230769] ; [15.69230769  8.30769231],0
s3,1,0.027238,4.875687,[225 175] ; [18 28],[217.93721973 182.06278027] ; [25.06278027 20.93721973],0
v1,1,0.028454,4.800355,[230 165] ; [19 27],[223.02721088 171.97278912] ; [25.97278912 20.02721088],0
a6,1,0.035173,4.436763,[304 100] ; [30 19],[297.87196468 106.12803532] ; [36.12803532 12.87196468],0
a8,1,0.039563,4.236547,[ 57 300] ; [ 2 43],[ 52.39552239 304.60447761] ; [ 6.60447761 38.39552239],0
b1,1,0.054062,3.710794,[150 257] ; [25 24],[156.19517544 250.80482456] ; [18.80482456 30.19517544],0
a5,1,0.056453,3.638639,[343  64] ; [36 13],[338.27412281  68.72587719] ; [40.72587719  8.27412281],0
