Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,64.737969,[115  18] ; [13 38],[92.52173913 40.47826087] ; [35.47826087 15.52173913],1
s7,1,0.000444,12.335664,[69 61] ; [12 38],[58.5 71.5] ; [22.5 27.5],1
n6,1,0.00063,11.685105,[113  19] ; [32 19],[104.59016393  27.40983607] ; [40.40983607 10.59016393],1
p11,1,0.001231,10.443275,[107  28] ; [29 23],[98.18181818 36.81818182] ; [37.81818182 14.18181818],0
a4,1,0.002672,9.019186,[66 68] ; [13 39],[56.91397849 77.08602151] ; [22.08602151 29.91397849],0
r1,1,0.004942,7.900636,[111  24] ; [32 19],[103.79032258  31.20967742] ; [39.20967742 11.79032258],0
p3,1,0.0062,7.491231,[63 69] ; [13 38],[54.81967213 77.18032787] ; [21.18032787 29.81967213],0
a5,1,0.007881,7.060419,[97 37] ; [27 25],[89.33333333 44.66666667] ; [34.66666667 17.33333333],0
a2,1,0.008996,6.823577,[37 98] ; [ 5 47],[ 30.32085561 104.67914439] ; [11.67914439 40.32085561],0
p2,1,0.014971,5.919873,[112  21] ; [34 16],[106.10928962  26.89071038] ; [39.89071038 10.10928962],0
d2,1,0.017198,5.676022,[64 69] ; [15 37],[56.79459459 76.20540541] ; [22.20540541 29.79459459],0
a8,1,0.022098,5.238023,[ 22 103] ; [ 2 46],[ 17.34104046 107.65895954] ; [ 6.65895954 41.34104046],0
s3,1,0.02446,5.061747,[112  19] ; [37 15],[106.66120219  24.33879781] ; [42.33879781  9.66120219],0
s4,1,0.034198,4.484772,[ 28 103] ; [19 33],[33.64480874 97.35519126] ; [13.35519126 38.64480874],0
r4,1,0.036989,4.350902,[120  15] ; [40 12],[115.50802139  19.49197861] ; [44.49197861  7.50802139],0
a3,1,0.045823,3.988087,[93 41] ; [28 24],[87.17204301 46.82795699] ; [33.82795699 18.17204301],0
p10,1,0.066845,3.358852,[109  24] ; [34 15],[104.5  28.5] ; [38.5 10.5],0
u1,1,0.091138,2.854157,[ 27 108] ; [ 5 47],[ 23.10160428 111.89839572] ; [ 8.89839572 43.10160428],0
v3,1,0.091687,2.844498,[50 82] ; [12 37],[45.21546961 86.78453039] ; [16.78453039 32.21546961],0
a7,1,0.11231,2.52141,[109  25] ; [36 15],[105.02702703  28.97297297] ; [39.97297297 11.02702703],0
b4,1,0.115804,2.473173,[87 48] ; [27 25],[82.29946524 52.70053476] ; [31.70053476 20.29946524],0
r2,1,0.129554,2.297845,[127   7] ; [46  6],[124.6344086   9.3655914] ; [48.3655914  3.6344086],0
d1,1,0.138587,2.19358,[76 59] ; [23 29],[71.47058824 63.52941176] ; [27.52941176 24.47058824],0
p9,1,0.148434,2.088266,[108  22] ; [36 13],[104.58100559  25.41899441] ; [39.41899441  9.58100559],0
p4,1,0.156918,2.003674,[78 55] ; [24 27],[73.72826087 59.27173913] ; [28.27173913 22.72826087],0
p6,1,0.206849,1.593343,[47 84] ; [13 37],[43.42541436 87.57458564] ; [16.57458564 33.42541436],0
n1,1,0.218685,1.512982,[ 8 17] ; [ 3 16],[ 6.25 18.75] ; [ 4.75 14.25],0
b3,1,0.237418,1.395862,[23 51] ; [ 4 18],[20.8125 53.1875] ; [ 6.1875 15.8125],0
b2,1,0.237418,1.395862,[23 51] ; [ 4 18],[20.8125 53.1875] ; [ 6.1875 15.8125],0
p8,1,0.253306,1.304975,[61 71] ; [18 31],[57.61325967 74.38674033] ; [21.38674033 27.61325967],0
s1,1,0.297583,1.084995,[ 11 121] ; [ 2 49],[  9.37704918 122.62295082] ; [ 3.62295082 47.37704918],0
p12,1,0.302773,1.061941,[ 11 122] ; [ 2 49],[  9.39673913 123.60326087] ; [ 3.60326087 47.39673913],0
b1,1,0.310864,1.027001,[55 80] ; [17 35],[51.97860963 83.02139037] ; [20.02139037 31.97860963],0
v1,1,0.325944,0.964945,[64 69] ; [20 30],[61.04918033 71.95081967] ; [22.95081967 27.04918033],0
a6,1,0.418022,0.655869,[81 52] ; [35 17],[83.39459459 49.60540541] ; [32.60540541 19.39459459],0
p7,1,0.427654,0.629187,[81 48] ; [27 21],[78.71186441 50.28813559] ; [29.28813559 18.71186441],0
s6,1,0.436046,0.606667,[102  28] ; [38 14],[100.  30.] ; [40. 12.],0
v4,1,0.477998,0.503428,[125   9] ; [46  5],[123.85945946  10.14054054] ; [47.14054054  3.85945946],0
u3,1,0.494742,0.466198,[23 19] ; [14  8],[24.28125 17.71875] ; [12.71875  9.28125],0
p5,1,0.506551,0.441185,[ 12 121] ; [ 3 47],[ 10.90163934 122.09836066] ; [ 4.09836066 45.90163934],0
s5,1,0.536031,0.382945,[56 74] ; [19 31],[54.16666667 75.83333333] ; [20.83333333 29.16666667],0
r3,1,0.575019,0.314357,[125   8] ; [49  2],[125.77173913   7.22826087] ; [48.22826087  2.77173913],0
b5,1,0.598399,0.277418,[81 54] ; [29 23],[79.41176471 55.58823529] ; [30.58823529 21.41176471],0
d5,1,0.615628,0.25206,[102  32] ; [37 14],[100.68108108  33.31891892] ; [38.31891892 12.68108108],0
