Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000139,14.512259,[14 17] ; [63 14],[22.10185185  8.89814815] ; [54.89814815 22.10185185],1
v1,1,0.259043,1.273862,[16 18] ; [44 31],[18.71559633 15.28440367] ; [41.28440367 33.71559633],0
b4,1,0.297593,1.084951,[19 15] ; [51 26],[21.44144144 12.55855856] ; [48.55855856 28.44144144],0
p6,1,0.305813,1.048673,[ 6 25] ; [22 54],[ 8.11214953 22.88785047] ; [19.88785047 56.11214953],0
a3,1,0.312456,1.020264,[21 13] ; [55 22],[23.27927928 10.72072072] ; [52.72072072 24.27927928],0
r2,1,0.325341,0.967353,[33  1] ; [70  6],[31.83636364  2.16363636] ; [71.16363636  4.83636364],0
r1,1,0.337368,0.920407,[25  9] ; [62 14],[26.89090909  7.10909091] ; [60.10909091 15.89090909],0
p12,1,0.365363,0.819376,[ 1 31] ; [ 6 71],[ 2.05504587 29.94495413] ; [ 4.94495413 72.05504587],0
u1,1,0.397281,0.716539,[ 6 28] ; [ 9 68],[ 4.59459459 29.40540541] ; [10.40540541 66.59459459],0
s4,1,0.409578,0.680025,[ 9 25] ; [15 62],[ 7.35135135 26.64864865] ; [16.64864865 60.35135135],0
d1,1,0.426299,0.632886,[20 14] ; [39 38],[18.07207207 15.92792793] ; [40.92792793 36.07207207],0
a6,1,0.466613,0.529985,[21 13] ; [53 24],[22.66666667 11.33333333] ; [51.33333333 25.66666667],0
v4,1,0.479616,0.499736,[31  3] ; [72  4],[31.83636364  2.16363636] ; [71.16363636  4.83636364],0
r4,1,0.518814,0.41625,[27  7] ; [65 12],[28.18018018  5.81981982] ; [63.81981982 13.18018018],0
p3,1,0.524765,0.404518,[10 22] ; [29 48],[11.44954128 20.55045872] ; [27.55045872 49.44954128],0
s7,1,0.551149,0.355263,[12 20] ; [24 52],[10.66666667 21.33333333] ; [25.33333333 50.66666667],0
r3,1,0.617475,0.249433,[32  1] ; [73  4],[31.5  1.5] ; [73.5  3.5],0
b3,1,0.7006,0.147849,[ 4 10] ; [13 25],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
b2,1,0.7006,0.147849,[ 4 10] ; [13 25],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
p4,1,0.707839,0.140445,[15 18] ; [38 39],[15.9 17.1] ; [37.1 39.9],0
s5,1,0.723012,0.125625,[10 23] ; [25 49],[10.79439252 22.20560748] ; [24.20560748 49.79439252],0
u3,1,0.761922,0.091783,[7 6] ; [13  9],[7.42857143 5.57142857] ; [12.57142857  9.42857143],0
s3,1,0.77553,0.08131,[16 18] ; [38 38],[16.69090909 17.30909091] ; [37.30909091 38.69090909],0
a5,1,0.781338,0.077048,[23 11] ; [50 27],[22.36036036 11.63963964] ; [50.63963964 26.36036036],0
v3,1,0.802301,0.062685,[13 19] ; [32 42],[13.58490566 18.41509434] ; [31.41509434 42.58490566],0
n1,1,0.825309,0.048718,[ 3 10] ; [ 5 20],[ 2.73684211 10.26315789] ; [ 5.26315789 19.73684211],0
u2,1,0.825887,0.048391,[6 7] ; [11 11],[6.31428571 6.68571429] ; [10.68571429 11.31428571],0
s8,1,0.853136,0.034269,[10 24] ; [24 53],[10.41441441 23.58558559] ; [23.58558559 53.41441441],0
b5,1,0.868792,0.027289,[20 14] ; [44 33],[19.6036036 14.3963964] ; [44.3963964 32.6036036],0
s2,1,0.896175,0.017029,[15 19] ; [35 42],[15.31531532 18.68468468] ; [34.68468468 42.31531532],0
b1,1,0.901501,0.015318,[11 23] ; [24 53],[10.72072072 23.27927928] ; [24.27927928 52.72072072],0
a1,1,0.917999,0.0106,[ 1 33] ; [ 2 75],[ 0.91891892 33.08108108] ; [ 2.08108108 74.91891892],0
d4,1,0.946126,0.004566,[28  6] ; [63 14],[27.87387387  6.12612613] ; [63.12612613 13.87387387],0
s6,1,0.96202,0.002268,[21 12] ; [48 28],[20.88990826 12.11009174] ; [48.11009174 27.88990826],0
