Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000747,11.368007,[28  5] ; [4 8],[23.46666667  9.53333333] ; [8.53333333 3.46666667],1
a6,1,0.000858,11.111138,[26  7] ; [3 9],[21.26666667 11.73333333] ; [7.73333333 4.26666667],1
p11,1,0.001891,9.652283,[27  6] ; [4 8],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
a5,1,0.007263,7.206708,[23 10] ; [3 9],[19.06666667 13.93333333] ; [6.93333333 5.06666667],0
d5,1,0.011486,6.38859,[30  3] ; [7 5],[27.13333333  5.86666667] ; [9.86666667 2.13333333],0
v4,1,0.024582,5.053125,[31  1] ; [9 3],[29.09090909  2.90909091] ; [10.90909091  1.09090909],0
r1,1,0.028441,4.801136,[29  4] ; [7 5],[26.4  6.6] ; [9.6 2.4],0
n5,1,0.03193,4.602273,[25  8] ; [5 7],[22. 11.] ; [8. 4.],0
s3,1,0.045282,4.008097,[22 11] ; [4 8],[19.06666667 13.93333333] ; [6.93333333 5.06666667],0
p4,1,0.053247,3.73614,[17 16] ; [2 9],[14.25 18.75] ; [4.75 6.25],0
p3,1,0.058953,3.566584,[12 20] ; [ 1 11],[ 9.45454545 22.54545455] ; [3.54545455 8.45454545],0
s6,1,0.078947,3.086445,[18 15] ; [3 9],[15.4 17.6] ; [5.6 6.4],0
b1,1,0.086335,2.941415,[23 10] ; [5 7],[20.53333333 12.46666667] ; [7.46666667 4.53333333],0
a7,1,0.098842,2.724131,[25  8] ; [6 6],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
s7,1,0.145607,2.117674,[18 13] ; [4 8],[15.86046512 15.13953488] ; [6.13953488 5.86046512],0
s2,1,0.158387,1.989556,[16 17] ; [3 9],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
n6,1,0.170022,1.882748,[26  7] ; [7 5],[24.2  8.8] ; [8.8 3.2],0
s4,1,0.178603,1.809211,[ 3 29] ; [3 9],[ 4.36363636 27.63636364] ; [ 1.63636364 10.36363636],0
n1,1,0.220671,1.5,[3 1] ; [3 5],[2. 2.] ; [4. 4.],0
r2,1,0.225872,1.466667,[31  2] ; [9 2],[30.  3.] ; [10.  1.],0
v2,1,0.241768,1.370255,[17 15] ; [4 8],[15.27272727 16.72727273] ; [5.72727273 6.27272727],0
b5,1,0.279642,1.168831,[17 16] ; [4 8],[15.4 17.6] ; [5.6 6.4],0
s8,1,0.286371,1.136602,[14 19] ; [3 9],[12.46666667 20.53333333] ; [4.53333333 7.46666667],0
p6,1,0.299637,1.07581,[ 7 25] ; [ 1 11],[ 5.81818182 26.18181818] ; [2.18181818 9.81818182],0
d3,1,0.307841,1.039916,[22 11] ; [6 6],[20.53333333 12.46666667] ; [7.46666667 4.53333333],0
p2,1,0.356354,0.850702,[24  9] ; [7 5],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
s5,1,0.36032,0.836777,[10 23] ; [ 2 10],[ 8.8 24.2] ; [3.2 8.8],0
v1,1,0.36032,0.836777,[10 23] ; [ 2 10],[ 8.8 24.2] ; [3.2 8.8],0
v3,1,0.372382,0.795699,[13 20] ; [3 9],[11.73333333 21.26666667] ; [4.26666667 7.73333333],0
p7,1,0.432599,0.615836,[21 10] ; [6 5],[19.92857143 11.07142857] ; [7.07142857 3.92857143],0
b4,1,0.474549,0.511364,[21 12] ; [9 3],[22. 11.] ; [8. 4.],0
a2,1,0.551846,0.354021,[ 5 28] ; [ 1 11],[ 4.4 28.6] ; [ 1.6 10.4],0
a3,1,0.593353,0.285138,[22 11] ; [9 3],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
p8,1,0.685167,0.164367,[16 17] ; [5 7],[15.4 17.6] ; [5.6 6.4],0
u2,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
u3,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
b3,1,0.70824,0.140041,[ 5 18] ; [2 5],[ 5.36666667 17.63333333] ; [1.63333333 5.36666667],0
b2,1,0.70824,0.140041,[ 5 18] ; [2 5],[ 5.36666667 17.63333333] ; [1.63333333 5.36666667],0
a4,1,0.72853,0.120465,[10 23] ; [3 9],[ 9.53333333 23.46666667] ; [3.46666667 8.53333333],0
d4,1,0.786944,0.073052,[26  7] ; [9 3],[25.66666667  7.33333333] ; [9.33333333 2.66666667],0
d2,1,0.786944,0.073052,[15 18] ; [6 6],[15.4 17.6] ; [5.6 6.4],0
d1,1,0.786944,0.073052,[18 15] ; [6 6],[17.6 15.4] ; [6.4 5.6],0
p1,1,0.786944,0.073052,[ 2 31] ; [ 1 11],[ 2.2 30.8] ; [ 0.8 11.2],0
