Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.321641,[81  7] ; [13 12],[73.20353982 14.79646018] ; [20.79646018  4.20353982],1
v4,1,0.000481,12.188838,[84  4] ; [18  7],[79.43362832  8.56637168] ; [22.56637168  2.43362832],1
a5,1,0.001811,9.731934,[70 18] ; [12 13],[63.85840708 24.14159292] ; [18.14159292  6.85840708],0
s2,1,0.003099,8.748235,[49 36] ; [ 6 19],[42.5 42.5] ; [12.5 12.5],0
s6,1,0.004947,7.898708,[63 24] ; [10 14],[57.21621622 29.78378378] ; [15.78378378  8.21621622],0
r3,1,0.006876,7.305092,[82  5] ; [19  6],[78.45535714  8.54464286] ; [22.54464286  2.45535714],0
r2,1,0.006908,7.296837,[86  2] ; [21  4],[83.32743363  4.67256637] ; [23.67256637  1.32743363],0
p6,1,0.008496,6.925796,[ 9 77] ; [ 8 17],[13.17117117 72.82882883] ; [ 3.82882883 21.17117117],0
s3,1,0.01413,6.021809,[47 37] ; [ 7 18],[41.6146789 42.3853211] ; [12.3853211 12.6146789],0
p4,1,0.023909,5.101201,[43 44] ; [ 6 19],[38.0625 48.9375] ; [10.9375 14.0625],0
p3,1,0.025445,4.993345,[31 57] ; [ 3 22],[26.47787611 61.52212389] ; [ 7.52212389 17.47787611],0
s8,1,0.027353,4.868389,[42 44] ; [ 6 19],[37.18918919 48.81081081] ; [10.81081081 14.18918919],0
u1,1,0.041984,4.13585,[19 69] ; [ 1 24],[15.57522124 72.42477876] ; [ 4.42477876 20.57522124],0
d1,1,0.044598,4.033774,[55 33] ; [10 15],[50.61946903 37.38053097] ; [14.38053097 10.61946903],0
v2,1,0.051222,3.801006,[65 22] ; [13 11],[61.13513514 25.86486486] ; [16.86486486  7.13513514],0
b2,1,0.056793,3.628654,[19 33] ; [8 4],[21.9375 30.0625] ; [5.0625 6.9375],0
b3,1,0.056793,3.628654,[19 33] ; [8 4],[21.9375 30.0625] ; [5.0625 6.9375],0
u3,1,0.063835,3.434842,[15  7] ; [2 5],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
v1,1,0.080479,3.055196,[53 33] ; [10 14],[49.25454545 36.74545455] ; [13.74545455 10.25454545],0
p2,1,0.082043,3.023961,[59 29] ; [12 13],[55.2920354 32.7079646] ; [15.7079646  9.2920354],0
a1,1,0.092652,2.827689,[ 5 83] ; [ 4 21],[ 7.00884956 80.99115044] ; [ 1.99115044 23.00884956],0
p12,1,0.098725,2.726012,[15 73] ; [ 1 24],[12.46017699 75.53982301] ; [ 3.53982301 21.46017699],0
p10,1,0.099451,2.71433,[63 23] ; [14 11],[59.65765766 26.34234234] ; [17.34234234  7.65765766],0
n2,1,0.129305,2.300834,[18  5] ; [4 4],[16.32258065  6.67741935] ; [5.67741935 2.32258065],0
s5,1,0.14047,2.172803,[25 61] ; [ 3 19],[22.2962963 63.7037037] ; [ 5.7037037 16.2962963],0
n5,1,0.14183,2.157986,[66 22] ; [15 10],[63.07964602 24.92035398] ; [17.92035398  7.07964602],0
s7,1,0.191936,1.702695,[37 42] ; [ 8 17],[34.18269231 44.81730769] ; [10.81730769 14.18269231],0
u2,1,0.229078,1.446576,[15  7] ; [3 4],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
p1,1,0.23108,1.434199,[ 7 81] ; [ 4 21],[ 8.56637168 79.43362832] ; [ 2.43362832 22.56637168],0
a2,1,0.249279,1.32734,[24 64] ; [ 4 21],[21.80530973 66.19469027] ; [ 6.19469027 18.80530973],0
p5,1,0.333318,0.935965,[ 9 79] ; [ 1 24],[ 7.78761062 80.21238938] ; [ 2.21238938 22.78761062],0
n6,1,0.348957,0.877246,[71 17] ; [18  7],[69.30973451 18.69026549] ; [19.69026549  5.30973451],0
d3,1,0.380953,0.767623,[61 27] ; [15 10],[59.18584071 28.81415929] ; [16.81415929  8.18584071],0
a4,1,0.399906,0.708609,[40 48] ; [ 9 16],[38.15929204 49.84070796] ; [10.84070796 14.15929204],0
p11,1,0.444779,0.583923,[60 28] ; [15 10],[58.40707965 29.59292035] ; [16.59292035  8.40707965],0
d2,1,0.490152,0.476192,[48 38] ; [12 13],[46.48648649 39.51351351] ; [13.51351351 11.48648649],0
d4,1,0.533832,0.387091,[71 16] ; [19  6],[69.91071429 17.08928571] ; [20.08928571  4.91071429],0
a6,1,0.537937,0.379376,[62 26] ; [16  9],[60.74336283 27.25663717] ; [17.25663717  7.74336283],0
b5,1,0.661397,0.191831,[57 31] ; [15 10],[56.07079646 31.92920354] ; [15.92920354  9.07079646],0
p8,1,0.662818,0.190118,[25 63] ; [ 6 19],[24.14159292 63.85840708] ; [ 6.85840708 18.14159292],0
n4,1,0.702097,0.1463,[70 18] ; [19  6],[69.30973451 18.69026549] ; [19.69026549  5.30973451],0
p9,1,0.72448,0.124241,[64 22] ; [17  7],[63.32727273 22.67272727] ; [17.67272727  6.32727273],0
a3,1,0.761842,0.091847,[66 22] ; [18  7],[65.4159292 22.5840708] ; [18.5840708  6.4159292],0
d5,1,0.797881,0.065582,[69 19] ; [19  6],[68.53097345 19.46902655] ; [19.46902655  5.53097345],0
s4,1,0.827784,0.047326,[ 9 77] ; [ 3 22],[ 9.2972973 76.7027027] ; [ 2.7027027 22.2972973],0
a8,1,0.868158,0.027556,[ 7 67] ; [ 2 22],[ 6.79591837 67.20408163] ; [ 2.20408163 21.79591837],0
b1,1,0.891064,0.018758,[33 55] ; [ 9 16],[32.7079646 55.2920354] ; [ 9.2920354 15.7079646],0
b4,1,0.899899,0.015823,[61 27] ; [17  8],[60.74336283 27.25663717] ; [17.25663717  7.74336283],0
n3,1,0.900933,0.015496,[16  6] ; [6 2],[16.13333333  5.86666667] ; [5.86666667 2.13333333],0
s1,1,0.919746,0.010151,[ 4 82] ; [ 1 23],[ 3.90909091 82.09090909] ; [ 1.09090909 22.90909091],0
n1,1,0.927375,0.008308,[ 9 13] ; [3 4],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
a7,1,0.988662,0.000202,[66 21] ; [19  6],[66.02678571 20.97321429] ; [18.97321429  6.02678571],0
