Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.056534,[65  5] ; [ 3 10],[57.34939759 12.65060241] ; [10.65060241  2.34939759],1
p11,1,0.00051,12.07858,[62  9] ; [6 7],[57.47619048 13.52380952] ; [10.52380952  2.47619048],1
n5,1,0.002663,9.0248,[56 15] ; [5 8],[51.55952381 19.44047619] ; [9.44047619 3.55952381],0
d3,1,0.004211,8.190683,[16 55] ; [8 5],[20.28571429 50.71428571] ; [3.71428571 9.28571429],0
s6,1,0.007403,7.172385,[43 25] ; [ 3 10],[38.61728395 29.38271605] ; [7.38271605 5.61728395],0
b1,1,0.009402,6.744766,[27 44] ; [10  3],[31.27380952 39.72619048] ; [5.72619048 7.27380952],0
r4,1,0.052511,3.759416,[60 11] ; [8 5],[57.47619048 13.52380952] ; [10.52380952  2.47619048],0
s8,1,0.114401,2.492353,[27 44] ; [ 2 11],[24.51190476 46.48809524] ; [4.48809524 8.51190476],0
r3,1,0.116987,2.457205,[65  6] ; [10  3],[63.39285714  7.60714286] ; [11.60714286  1.39285714],0
p3,1,0.139734,2.180888,[40 31] ; [4 8],[37.63855422 33.36144578] ; [6.36144578 5.63855422],0
a3,1,0.180803,1.791009,[30 40] ; [ 3 10],[27.8313253 42.1686747] ; [5.1686747 7.8313253],0
s5,1,0.197216,1.66287,[23 46] ; [ 2 11],[21.03658537 47.96341463] ; [3.96341463 9.03658537],0
r1,1,0.239375,1.384273,[50 21] ; [7 6],[48.17857143 22.82142857] ; [8.82142857 4.17857143],0
a6,1,0.242318,1.36706,[45 26] ; [6 7],[43.10714286 27.89285714] ; [7.89285714 5.10714286],0
p6,1,0.242318,1.36706,[26 45] ; [7 6],[27.89285714 43.10714286] ; [5.10714286 7.89285714],0
s4,1,0.248909,1.329419,[15 55] ; [ 1 12],[13.4939759 56.5060241] ; [ 2.5060241 10.4939759],0
s7,1,0.259747,1.270106,[32 35] ; [4 9],[30.15 36.85] ; [5.85 7.15],0
d2,1,0.30397,1.056695,[13 58] ; [4 9],[14.36904762 56.63095238] ; [ 2.63095238 10.36904762],0
n4,1,0.329793,0.949709,[53 18] ; [8 5],[51.55952381 19.44047619] ; [9.44047619 3.55952381],0
p4,1,0.33809,0.91766,[39 32] ; [9 4],[40.57142857 30.42857143] ; [7.42857143 5.57142857],0
v1,1,0.364781,0.821368,[31 39] ; [4 9],[29.51807229 40.48192771] ; [5.48192771 7.51807229],0
b4,1,0.365453,0.819068,[37 34] ; [5 8],[35.5 35.5] ; [6.5 6.5],0
a7,1,0.392856,0.730083,[47 24] ; [7 6],[45.64285714 25.35714286] ; [8.35714286 4.64285714],0
b3,1,0.442543,0.589681,[10 30] ; [1 7],[ 9.16666667 30.83333333] ; [1.83333333 6.16666667],0
b2,1,0.442543,0.589681,[10 30] ; [1 7],[ 9.16666667 30.83333333] ; [1.83333333 6.16666667],0
n6,1,0.444865,0.583701,[56 15] ; [9 4],[54.94047619 16.05952381] ; [10.05952381  2.94047619],0
p5,1,0.450067,0.570483,[11 59] ; [ 1 12],[10.12048193 59.87951807] ; [ 1.87951807 11.12048193],0
a5,1,0.497607,0.460036,[40 31] ; [6 7],[38.88095238 32.11904762] ; [7.11904762 5.88095238],0
p1,1,0.548246,0.36047,[16 54] ; [ 2 11],[15.18072289 54.81927711] ; [ 2.81927711 10.18072289],0
p7,1,0.548246,0.36047,[54 16] ; [11  2],[54.81927711 15.18072289] ; [10.18072289  2.81927711],0
r2,1,0.566356,0.328817,[63  7] ; [11  2],[62.40963855  7.59036145] ; [11.59036145  1.40963855],0
d5,1,0.618027,0.248651,[27 44] ; [4 9],[26.20238095 44.79761905] ; [4.79761905 8.20238095],0
n2,1,0.636982,0.222711,[10  3] ; [4 2],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
b5,1,0.659007,0.194732,[39 32] ; [8 5],[39.72619048 31.27380952] ; [7.27380952 5.72619048],0
p2,1,0.698453,0.150086,[56 14] ; [11  2],[56.5060241 13.4939759] ; [10.4939759  2.5060241],0
s3,1,0.706024,0.142281,[30 38] ; [5 8],[29.38271605 38.61728395] ; [5.61728395 7.38271605],0
u2,1,0.717841,0.130571,[19 22] ; [4 6],[18.49019608 22.50980392] ; [4.50980392 5.49019608],0
n3,1,0.750042,0.101496,[10  3] ; [5 1],[10.26315789  2.73684211] ; [4.73684211 1.26315789],0
d1,1,0.773041,0.083174,[ 4 67] ; [ 1 12],[ 4.22619048 66.77380952] ; [ 0.77380952 12.22619048],0
v4,1,0.793355,0.068621,[65  4] ; [12  1],[64.79268293  4.20731707] ; [12.20731707  0.79268293],0
s2,1,0.805475,0.060648,[24 46] ; [4 9],[23.61445783 46.38554217] ; [4.38554217 8.61445783],0
n1,1,0.875975,0.024359,[6 7] ; [3 3],[6.15789474 6.84210526] ; [2.84210526 3.15789474],0
v3,1,0.878319,0.02344,[25 44] ; [5 8],[25.24390244 43.75609756] ; [4.75609756 8.24390244],0
v2,1,0.915419,0.01128,[32 35] ; [6 7],[31.825 35.175] ; [6.175 6.825],0
u3,1,0.932811,0.007108,[17 24] ; [4 6],[16.88235294 24.11764706] ; [4.11764706 5.88235294],0
a8,1,0.951041,0.00377,[ 5 59] ; [ 1 11],[ 5.05263158 58.94736842] ; [ 0.94736842 11.05263158],0
