Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.6e-05,17.086464,[101  73] ; [ 8 30],[89.46226415 84.53773585] ; [19.53773585 18.46226415],1
p7,1,0.000238,13.501508,[120  55] ; [13 23],[110.30805687  64.69194313] ; [22.69194313 13.30805687],1
n4,1,0.001573,9.991217,[146  29] ; [23 15],[138.84976526  36.15023474] ; [30.15023474  7.84976526],0
n6,1,0.002652,9.032656,[153  21] ; [26 12],[146.91509434  27.08490566] ; [32.08490566  5.91509434],0
n5,1,0.005376,7.748346,[148  27] ; [24 13],[141.98113208  33.01886792] ; [30.01886792  6.98113208],0
u3,1,0.006355,7.446891,[13 30] ; [10  4],[17.35087719 25.64912281] ; [5.64912281 8.35087719],0
p3,1,0.012269,6.271531,[95 81] ; [12 26],[88. 88.] ; [19. 19.],0
s1,1,0.028871,4.775302,[  3 173] ; [ 3 33],[  4.98113208 171.01886792] ; [ 1.01886792 34.98113208],0
a5,1,0.049037,3.874098,[126  50] ; [21 17],[120.89719626  55.10280374] ; [26.10280374 11.89719626],0
p4,1,0.052685,3.753872,[106  69] ; [16 21],[100.70754717  74.29245283] ; [21.29245283 15.70754717],0
d5,1,0.061405,3.499013,[132  43] ; [23 15],[127.34741784  47.65258216] ; [27.65258216 10.34741784],0
d4,1,0.070175,3.278933,[139  36] ; [25 13],[134.74178404  40.25821596] ; [29.25821596  8.74178404],0
s4,1,0.073741,3.19772,[ 29 147] ; [11 27],[ 32.89719626 143.10280374] ; [ 7.10280374 30.89719626],0
a3,1,0.103097,2.656966,[133  42] ; [24 14],[128.99061033  46.00938967] ; [28.00938967  9.99061033],0
d1,1,0.124599,2.358537,[89 87] ; [14 24],[84.71028037 91.28971963] ; [18.28971963 19.71028037],0
n1,1,0.125982,2.341326,[19 28] ; [10  6],[21.63492063 25.36507937] ; [7.36507937 8.63492063],0
p10,1,0.136299,2.219256,[155  21] ; [30  8],[152.14953271  23.85046729] ; [32.85046729  5.14953271],0
p5,1,0.136677,2.214984,[ 26 150] ; [ 2 34],[ 23.24528302 152.75471698] ; [ 4.75471698 31.24528302],0
s7,1,0.167652,1.903813,[97 73] ; [17 21],[93.17307692 76.82692308] ; [20.82692308 17.17307692],0
d3,1,0.183337,1.770364,[81 95] ; [13 25],[77.30841121 98.69158879] ; [16.69158879 21.30841121],0
v4,1,0.193912,1.687645,[163  12] ; [33  5],[161.03286385  13.96713615] ; [34.96713615  3.03286385],0
v3,1,0.226382,1.463451,[ 70 103] ; [10 24],[ 66.85990338 106.14009662] ; [13.14009662 20.85990338],0
s3,1,0.238822,1.387532,[103  71] ; [18 19],[99.78199052 74.21800948] ; [21.21800948 15.78199052],0
r1,1,0.30316,1.060241,[126  50] ; [24 14],[123.36448598  52.63551402] ; [26.63551402 11.36448598],0
p1,1,0.306455,1.045894,[ 14 162] ; [ 5 33],[ 15.62616822 160.37383178] ; [ 3.37383178 34.62616822],0
u4,1,0.311203,1.025564,[  4 172] ; [ 2 36],[  4.93457944 171.06542056] ; [ 1.06542056 36.93457944],0
b1,1,0.318574,0.994793,[77 99] ; [20 18],[79.77570093 96.22429907] ; [17.22429907 20.77570093],0
p12,1,0.354403,0.85763,[ 11 164] ; [ 4 34],[ 12.32394366 162.67605634] ; [ 2.67605634 35.32394366],0
s5,1,0.356124,0.851517,[ 69 100] ; [11 23],[ 66.60098522 102.39901478] ; [13.39901478 20.60098522],0
n3,1,0.366816,0.814422,[32 14] ; [13  3],[33.38709677 12.61290323] ; [11.61290323  4.38709677],0
u1,1,0.379271,0.773064,[ 11 165] ; [ 1 37],[  9.86915888 166.13084112] ; [ 2.13084112 35.86915888],0
a2,1,0.38759,0.74649,[ 17 159] ; [ 2 36],[ 15.62616822 160.37383178] ; [ 3.37383178 34.62616822],0
u2,1,0.399051,0.711185,[19 24] ; [8 6],[20.36842105 22.63157895] ; [6.63157895 7.36842105],0
v1,1,0.444427,0.584826,[95 76] ; [18 19],[92.89903846 78.10096154] ; [20.10096154 16.89903846],0
v2,1,0.452809,0.563611,[88 84] ; [15 19],[86. 86.] ; [17. 17.],0
r2,1,0.466058,0.531308,[157  16] ; [33  5],[155.78199052  17.21800948] ; [34.21800948  3.78199052],0
s8,1,0.474291,0.511962,[86 90] ; [21 17],[88. 88.] ; [19. 19.],0
p6,1,0.513544,0.42684,[ 66 107] ; [12 25],[ 64.25714286 108.74285714] ; [13.74285714 23.25714286],0
s6,1,0.546367,0.363866,[116  54] ; [24 14],[114.42307692  55.57692308] ; [25.57692308 12.42307692],0
r3,1,0.641991,0.216147,[163  13] ; [36  2],[163.6635514  12.3364486] ; [35.3364486  2.6635514],0
b5,1,0.673534,0.177496,[86 90] ; [20 18],[87.17757009 88.82242991] ; [18.82242991 19.17757009],0
a8,1,0.70972,0.138556,[ 21 144] ; [ 4 34],[ 20.32019704 144.67980296] ; [ 4.67980296 33.32019704],0
a1,1,0.710002,0.138275,[ 11 165] ; [ 3 35],[ 11.51401869 164.48598131] ; [ 2.48598131 35.51401869],0
