Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.005187,7.812902,[11  4] ; [ 3 11],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
s2,1,0.038807,4.269295,[6 9] ; [ 1 13],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
b3,1,0.048734,3.8845,[7 5] ; [2 9],[4.69565217 7.30434783] ; [4.30434783 6.69565217],0
b2,1,0.048734,3.8845,[7 5] ; [2 9],[4.69565217 7.30434783] ; [4.30434783 6.69565217],0
a4,1,0.048954,3.876923,[6 9] ; [10  3],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
a5,1,0.059635,3.547513,[8 7] ; [12  2],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
s5,1,0.06999,3.283256,[6 7] ; [ 2 12],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
r4,1,0.076823,3.130856,[8 7] ; [ 3 11],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
p6,1,0.099129,2.719503,[ 5 10] ; [ 1 12],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
a2,1,0.118648,2.435079,[ 1 14] ; [ 4 10],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
p7,1,0.121573,2.396939,[6 9] ; [ 2 12],[ 4.13793103 10.86206897] ; [ 3.86206897 10.13793103],0
p9,1,0.121924,2.392426,[9 6] ; [4 9],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
n6,1,0.135575,2.227482,[10  5] ; [5 8],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
v3,1,0.138792,2.191304,[ 4 10] ; [ 1 13],[ 2.5 11.5] ; [ 2.5 11.5],0
p3,1,0.153046,2.041629,[7 8] ; [ 3 11],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
s4,1,0.164269,1.934484,[ 4 11] ; [ 1 13],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
a8,1,0.164269,1.934484,[ 4 11] ; [ 1 13],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
r3,1,0.183677,1.767619,[12  3] ; [8 6],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
p2,1,0.193868,1.687977,[7 8] ; [ 3 10],[5.35714286 9.64285714] ; [4.64285714 8.35714286],0
n5,1,0.197631,1.659799,[10  5] ; [6 8],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
n3,1,0.220671,1.5,[3 1] ; [3 5],[2. 2.] ; [4. 4.],0
r2,1,0.250478,1.320635,[12  2] ; [8 4],[10.76923077  3.23076923] ; [9.23076923 2.76923077],0
s7,1,0.275973,1.186813,[6 8] ; [ 3 10],[4.66666667 9.33333333] ; [4.33333333 8.66666667],0
p8,1,0.280087,1.166667,[ 3 11] ; [ 1 13],[ 2. 12.] ; [ 2. 12.],0
b5,1,0.340405,0.908906,[7 8] ; [9 5],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
v2,1,0.355918,0.852245,[9 6] ; [6 8],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
p4,1,0.359339,0.840201,[ 4 11] ; [6 8],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
n2,1,0.428537,0.626786,[3 2] ; [3 5],[2.30769231 2.69230769] ; [3.69230769 4.30769231],0
v1,1,0.468084,0.526496,[ 4 11] ; [ 2 11],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
a3,1,0.564144,0.332579,[13  2] ; [11  3],[12.4137931  2.5862069] ; [11.5862069  2.4137931],0
s6,1,0.581206,0.304289,[6 7] ; [5 9],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
b4,1,0.598702,0.276958,[11  4] ; [9 5],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
d3,1,0.683949,0.165714,[12  3] ; [12  2],[12.4137931  2.5862069] ; [11.5862069  2.4137931],0
r1,1,0.812126,0.056494,[6 9] ; [5 9],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
a6,1,0.836687,0.042491,[8 7] ; [8 6],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
a7,1,0.857541,0.032222,[8 7] ; [7 7],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
b1,1,0.875948,0.02437,[9 6] ; [8 6],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
p11,1,0.875948,0.02437,[9 6] ; [8 6],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
n4,1,0.908697,0.013152,[11  4] ; [10  4],[10.86206897  4.13793103] ; [10.13793103  3.86206897],0
p1,1,0.940754,0.005524,[ 2 13] ; [ 2 12],[ 2.06896552 12.93103448] ; [ 1.93103448 12.06896552],0
s1,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
u1,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
d4,1,0.959668,0.002557,[14  1] ; [13  1],[13.96551724  1.03448276] ; [13.03448276  0.96551724],0
a1,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
