Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,43.440425,[174   7] ; [72 34],[155.14285714  25.85714286] ; [90.85714286 15.14285714],1
b3,1,0.638255,0.221032,[42 62] ; [22 38],[40.58536585 63.41463415] ; [23.41463415 36.58536585],0
a2,1,0.652039,0.20334,[ 34 149] ; [22 84],[ 35.46020761 147.53979239] ; [20.53979239 85.46020761],0
a7,1,0.660048,0.193465,[119  63] ; [72 34],[120.70138889  61.29861111] ; [70.29861111 35.70138889],0
d3,1,0.667314,0.18476,[111  72] ; [67 39],[112.71280277  70.28719723] ; [65.28719723 40.71280277],0
s5,1,0.670422,0.181109,[ 41 132] ; [26 74],[ 42.45787546 130.54212454] ; [24.54212454 75.45787546],0
a4,1,0.799583,0.064458,[ 83 100] ; [46 59],[ 81.96875 101.03125] ; [47.03125 57.96875],0
d2,1,0.825892,0.048388,[85 95] ; [51 54],[85.89473684 94.10526316] ; [50.10526316 54.89473684],0
s2,1,0.847086,0.037186,[ 73 106] ; [42 64],[ 72.22807018 106.77192982] ; [42.77192982 63.22807018],0
s7,1,0.896479,0.016929,[ 62 116] ; [32 62],[ 61.51470588 116.48529412] ; [32.48529412 61.51470588],0
d5,1,0.902027,0.015154,[141  42] ; [81 25],[140.57439446  42.42560554] ; [81.42560554 24.57439446],0
