Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,43.440425,[174   7] ; [72 34],[155.14285714  25.85714286] ; [90.85714286 15.14285714],1
p10,1,0.0,33.897163,[135  48] ; [39 62],[112.11971831  70.88028169] ; [61.88028169 39.11971831],1
p9,1,0.0,32.133463,[144  37] ; [46 53],[122.82142857  58.17857143] ; [67.17857143 31.82142857],1
n6,1,0.0,28.71621,[154  29] ; [58 47],[134.70833333  48.29166667] ; [77.29166667 27.70833333],1
r4,1,0.0,26.211442,[155  28] ; [61 45],[136.77508651  46.22491349] ; [79.22491349 26.77508651],1
b1,1,6.3e-05,16.000946,[ 58 125] ; [59 47],[ 74.08650519 108.91349481] ; [42.91349481 63.08650519],1
v4,1,0.000128,14.674144,[166  16] ; [79 27],[154.82638889  27.17361111] ; [90.17361111 15.82638889],1
p2,1,0.00014,14.498526,[123  60] ; [47 59],[107.64705882  75.35294118] ; [62.35294118 43.64705882],1
n4,1,0.001295,10.349421,[140  43] ; [62 44],[127.9100346  55.0899654] ; [74.0899654 31.9100346],0
n2,1,0.004559,8.04665,[44 12] ; [28 25],[36.99082569 19.00917431] ; [35.00917431 17.99082569],0
s1,1,0.005938,7.569094,[  4 176] ; [10 95],[  8.84210526 171.15789474] ; [ 5.15789474 99.84210526],0
n3,1,0.00753,7.141936,[43 13] ; [26 24],[36.45283019 19.54716981] ; [32.54716981 17.45283019],0
n5,1,0.007544,7.138584,[128  54] ; [58 48],[117.54166667  64.45833333] ; [68.45833333 37.54166667],0
v1,1,0.010499,6.548136,[80 94] ; [32 73],[ 69.84946237 104.15053763] ; [42.15053763 62.84946237],0
a1,1,0.013447,6.109293,[  6 177] ; [11 95],[ 10.76470588 172.23529412] ; [ 6.23529412 99.76470588],0
p12,1,0.020467,5.371656,[ 16 166] ; [  2 103],[ 11.41463415 170.58536585] ; [ 6.58536585 98.41463415],0
r2,1,0.020971,5.329193,[167  15] ; [86 18],[161.  21.] ; [92. 12.],0
a5,1,0.021881,5.255212,[128  55] ; [60 46],[119.0449827  63.9550173] ; [68.9550173 37.0449827],0
s6,1,0.025595,4.983188,[108  74] ; [48 57],[98.92682927 83.07317073] ; [57.07317073 47.92682927],0
v2,1,0.025946,4.959619,[84 87] ; [36 66],[75.16483516 95.83516484] ; [44.83516484 57.16483516],0
a6,1,0.045767,3.990134,[125  58] ; [60 46],[117.14532872  65.85467128] ; [67.85467128 38.14532872],0
u2,1,0.049931,3.843779,[32 23] ; [16 26],[27.21649485 27.78350515] ; [20.78350515 21.21649485],0
b4,1,0.062339,3.474036,[122  61] ; [59 47],[114.61245675  68.38754325] ; [66.38754325 39.61245675],0
s4,1,0.077943,3.107271,[ 26 154] ; [24 82],[ 31.46853147 148.53146853] ; [18.53146853 87.46853147],0
a3,1,0.085644,2.954394,[128  55] ; [63 42],[121.36458333  61.63541667] ; [69.63541667 35.36458333],0
b5,1,0.121066,2.403475,[122  61] ; [61 45],[115.87889273  67.12110727] ; [67.12110727 38.87889273],0
s3,1,0.146133,2.112159,[88 92] ; [42 63],[82.10526316 97.89473684] ; [47.89473684 57.10526316],0
p1,1,0.181795,1.782886,[ 11 171] ; [11 95],[ 13.90277778 168.09722222] ; [ 8.09722222 97.90277778],0
p3,1,0.190921,1.710496,[ 53 130] ; [23 82],[ 48.29166667 134.70833333] ; [27.70833333 77.29166667],0
u3,1,0.198775,1.651355,[34 21] ; [21 22],[30.86734694 24.13265306] ; [24.13265306 18.86734694],0
s8,1,0.219538,1.507391,[ 61 122] ; [28 78],[ 56.35640138 126.64359862] ; [32.64359862 73.35640138],0
r1,1,0.236222,1.402998,[129  53] ; [68 38],[124.49305556  57.50694444] ; [72.50694444 33.49305556],0
n1,1,0.287477,1.1314,[25 31] ; [18 34],[22.2962963 33.7037037] ; [20.7037037 31.2962963],0
p4,1,0.291327,1.113481,[ 67 116] ; [32 73],[ 62.90625 120.09375] ; [36.09375 68.90625],0
p6,1,0.369338,0.805889,[ 24 158] ; [10 94],[ 21.63636364 160.36363636] ; [12.36363636 91.63636364],0
u1,1,0.404913,0.693688,[ 29 154] ; [13 93],[ 26.59515571 156.40484429] ; [15.40484429 90.59515571],0
d4,1,0.431092,0.61988,[143  39] ; [79 27],[140.29166667  41.70833333] ; [81.70833333 24.29166667],0
d1,1,0.461054,0.543335,[98 85] ; [52 54],[94.98269896 88.01730104] ; [55.01730104 50.98269896],0
p5,1,0.492954,0.470071,[  8 172] ; [  3 103],[  6.92307692 173.07692308] ; [  4.07692308 101.92307692],0
a8,1,0.501749,0.451236,[ 16 155] ; [ 7 93],[ 14.51291513 156.48708487] ; [ 8.48708487 91.51291513],0
v3,1,0.556285,0.346177,[ 54 118] ; [28 72],[ 51.85294118 120.14705882] ; [30.14705882 69.85294118],0
b2,1,0.638255,0.221032,[42 62] ; [22 38],[40.58536585 63.41463415] ; [23.41463415 36.58536585],0
