Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.3e-05,17.954382,[23  8] ; [21 51],[13.24271845 17.75728155] ; [30.75728155 41.24271845],1
s8,1,6.8e-05,15.866756,[12 19] ; [ 5 67],[ 5.11650485 25.88349515] ; [11.88349515 60.11650485],1
s6,1,7.8e-05,15.600765,[21 10] ; [19 53],[12.03883495 18.96116505] ; [27.96116505 44.03883495],1
s7,1,0.000803,11.233748,[14 15] ; [11 58],[ 7.39795918 21.60204082] ; [17.60204082 51.39795918],1
p3,1,0.011188,6.435214,[15 16] ; [17 56],[ 9.53846154 21.46153846] ; [22.46153846 50.53846154],0
v2,1,0.015807,5.824217,[15 15] ; [18 53],[ 9.8019802 20.1980198] ; [23.1980198 47.8019802],0
v3,1,0.035908,4.401476,[14 17] ; [17 53],[ 9.51485149 21.48514851] ; [21.48514851 48.51485149],0
p7,1,0.040792,4.184615,[20 10] ; [32 40],[15.29411765 14.70588235] ; [36.70588235 35.29411765],0
s1,1,0.065195,3.400045,[ 6 25] ; [ 5 66],[ 3.34313725 27.65686275] ; [ 7.65686275 63.34313725],0
p6,1,0.112393,2.520251,[10 21] ; [13 59],[ 6.9223301 24.0776699] ; [16.0776699 55.9223301],0
p8,1,0.116426,2.464759,[11 20] ; [15 57],[ 7.82524272 23.17475728] ; [18.17475728 53.82524272],0
v1,1,0.145094,2.123089,[13 18] ; [20 53],[ 9.83653846 21.16346154] ; [23.16346154 49.83653846],0
n2,1,0.145147,2.122531,[8 1] ; [19 11],[6.23076923 2.76923077] ; [20.76923077  9.23076923],0
p10,1,0.163428,1.94222,[ 9 22] ; [12 59],[ 6.38235294 24.61764706] ; [14.61764706 56.38235294],0
s5,1,0.170432,1.879142,[ 7 23] ; [ 9 63],[ 4.70588235 25.29411765] ; [11.29411765 60.70588235],0
d2,1,0.17941,1.802501,[ 4 27] ; [18 55],[ 6.55769231 24.44230769] ; [15.44230769 57.55769231],0
r3,1,0.205937,1.599761,[26  5] ; [52 20],[23.47572816  7.52427184] ; [54.52427184 17.47572816],0
d3,1,0.244126,1.356607,[13 18] ; [22 51],[10.43269231 20.56730769] ; [24.56730769 48.43269231],0
p11,1,0.246963,1.340404,[17 14] ; [31 42],[14.30769231 16.69230769] ; [33.69230769 39.30769231],0
n3,1,0.266899,1.232615,[5 4] ; [21  7],[6.32432432 2.67567568] ; [19.67567568  8.32432432],0
d4,1,0.283776,1.148917,[18 13] ; [34 39],[15.5 15.5] ; [36.5 36.5],0
b5,1,0.32102,0.984786,[19 12] ; [37 36],[16.69230769 14.30769231] ; [39.30769231 33.69230769],0
p4,1,0.329356,0.951427,[13 18] ; [23 49],[10.83495146 20.16504854] ; [25.16504854 46.83495146],0
a3,1,0.351678,0.867394,[16 15] ; [30 42],[13.84466019 17.15533981] ; [32.15533981 39.84466019],0
p5,1,0.376053,0.783566,[ 2 29] ; [ 2 70],[ 1.2038835 29.7961165] ; [ 2.7961165 69.2038835],0
r4,1,0.435447,0.60825,[22  9] ; [46 27],[20.26923077 10.73076923] ; [47.73076923 25.26923077],0
a1,1,0.468491,0.525532,[ 1 30] ; [ 5 68],[ 1.78846154 29.21153846] ; [ 4.21153846 68.78846154],0
r2,1,0.481411,0.495664,[26  5] ; [56 16],[24.67961165  6.32038835] ; [57.32038835 14.67961165],0
n4,1,0.486489,0.484281,[18 13] ; [47 25],[19.5631068 11.4368932] ; [45.4368932 26.5631068],0
a8,1,0.548215,0.360524,[ 4 27] ; [ 6 61],[ 3.16326531 27.83673469] ; [ 6.83673469 60.16326531],0
a4,1,0.579843,0.306488,[ 5 26] ; [15 57],[ 6.01941748 24.98058252] ; [13.98058252 58.01941748],0
b1,1,0.663644,0.189127,[18 13] ; [39 34],[16.99038462 14.00961538] ; [40.00961538 32.99038462],0
d5,1,0.698156,0.150398,[14 17] ; [36 37],[14.90384615 16.09615385] ; [35.09615385 37.90384615],0
r1,1,0.706792,0.141502,[21 10] ; [46 26],[20.16504854 10.83495146] ; [46.83495146 25.16504854],0
n1,1,0.711107,0.137174,[3 5] ; [13 16],[3.45945946 4.54054054] ; [12.54054054 16.45945946],0
n6,1,0.779394,0.078461,[19 12] ; [42 30],[18.3592233 12.6407767] ; [42.6407767 29.3592233],0
a7,1,0.779872,0.078112,[15 16] ; [37 35],[15.65048544 15.34951456] ; [36.34951456 35.65048544],0
b2,1,0.792961,0.068889,[ 6 14] ; [14 28],[ 6.4516129 13.5483871] ; [13.5483871 28.4516129],0
b3,1,0.792961,0.068889,[ 6 14] ; [14 28],[ 6.4516129 13.5483871] ; [13.5483871 28.4516129],0
a5,1,0.799659,0.064409,[14 17] ; [31 42],[13.41346154 17.58653846] ; [31.58653846 41.41346154],0
a6,1,0.830255,0.045957,[15 16] ; [37 36],[15.5 15.5] ; [36.5 36.5],0
a2,1,0.830255,0.045957,[ 1 30] ; [ 3 70],[ 1.19230769 29.80769231] ; [ 2.80769231 70.19230769],0
v4,1,0.838694,0.041439,[25  6] ; [56 15],[24.61764706  6.38235294] ; [56.38235294 14.61764706],0
n5,1,0.847491,0.036987,[17 14] ; [38 34],[16.55339806 14.44660194] ; [38.44660194 33.55339806],0
b4,1,0.858016,0.032005,[18 13] ; [41 32],[17.58653846 13.41346154] ; [41.41346154 31.58653846],0
u3,1,0.867891,0.027668,[7 8] ; [19 24],[6.72413793 8.27586207] ; [19.27586207 23.72413793],0
s4,1,0.89094,0.0188,[ 5 26] ; [11 62],[ 4.76923077 26.23076923] ; [11.23076923 61.76923077],0
u1,1,0.89224,0.018352,[ 1 30] ; [ 2 71],[ 0.89423077 30.10576923] ; [ 2.10576923 70.89423077],0
u2,1,0.924033,0.009093,[7 8] ; [19 23],[6.84210526 8.15789474] ; [19.15789474 22.84210526],0
p1,1,0.92737,0.008309,[ 2 29] ; [ 5 67],[ 2.10679612 28.89320388] ; [ 4.89320388 67.10679612],0
p2,1,0.967091,0.001702,[16 15] ; [38 35],[16.09615385 14.90384615] ; [37.90384615 35.09615385],0
