Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,54.830535,[268 112] ; [ 64 108],[228.55072464 151.44927536] ; [103.44927536  68.55072464],1
a1,1,0.118376,2.43868,[ 26 354] ; [  6 166],[ 22.02898551 357.97101449] ; [  9.97101449 162.02898551],0
s1,1,0.187751,1.735179,[  8 368] ; [  7 163],[ 10.32967033 365.67032967] ; [  4.67032967 165.32967033],0
u2,1,0.213799,1.545512,[56 38] ; [27 28],[52.36241611 41.63758389] ; [30.63758389 24.36241611],0
b4,1,0.240524,1.377522,[217 163] ; [89 83],[210.65217391 169.34782609] ; [95.34782609 76.65217391],0
b5,1,0.247305,1.338463,[212 168] ; [105  67],[218.22463768 161.77536232] ; [98.77536232 73.22463768],0
b2,1,0.267392,1.230075,[ 97 149] ; [32 65],[ 92.51895044 153.48104956] ; [36.48104956 60.51895044],0
b3,1,0.267392,1.230075,[ 97 149] ; [32 65],[ 92.51895044 153.48104956] ; [36.48104956 60.51895044],0
a8,1,0.282372,1.155638,[ 50 295] ; [ 29 130],[ 54.07738095 290.92261905] ; [ 24.92261905 134.07738095],0
s4,1,0.414629,0.665488,[ 70 305] ; [ 27 144],[ 66.62087912 308.37912088] ; [ 30.37912088 140.62087912],0
n3,1,0.529045,0.396225,[47 15] ; [38  9],[48.34862385 13.65137615] ; [36.65137615 10.34862385],0
n1,1,0.636518,0.223326,[22 40] ; [14 31],[20.85981308 41.14018692] ; [15.14018692 29.85981308],0
r3,1,0.712423,0.135869,[368  11] ; [166   6],[367.30671506  11.69328494] ; [166.69328494   5.30671506],0
r2,1,0.918838,0.010383,[360  17] ; [162   8],[359.76965265  17.23034735] ; [162.23034735   7.76965265],0
n2,1,0.952065,0.003614,[49 14] ; [36 10],[49.12844037 13.87155963] ; [35.87155963 10.12844037],0
v2,1,0.964768,0.001951,[218 150] ; [98 68],[217.76779026 150.23220974] ; [98.23220974 67.76779026],0
b1,1,0.973998,0.001062,[153 227] ; [ 69 103],[152.82608696 227.17391304] ; [ 69.17391304 102.82608696],0
