Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,54.830535,[268 112] ; [ 64 108],[228.55072464 151.44927536] ; [103.44927536  68.55072464],1
p6,1,0.0,48.802132,[221 159] ; [ 43 124],[183.40036563 196.59963437] ; [80.59963437 86.40036563],1
p8,1,0.0,37.746604,[287  92] ; [83 86],[255.89416058 123.10583942] ; [114.10583942  54.89416058],1
p5,1,1e-06,25.019476,[ 71 307] ; [  5 167],[ 52.23272727 325.76727273] ; [ 23.76727273 148.23272727],1
p10,1,1.8e-05,18.383536,[338  40] ; [128  42],[321.4379562  56.5620438] ; [144.5620438  25.4379562],1
p2,1,2.7e-05,17.602887,[356  23] ; [142  30],[342.54446461  36.45553539] ; [155.45553539  16.54446461],1
a5,1,4.8e-05,16.520312,[299  81] ; [107  65],[279.49275362 100.50724638] ; [126.50724638  45.49275362],1
s7,1,0.000193,13.897273,[213 148] ; [69 97],[193.17267552 167.82732448] ; [88.82732448 77.17267552],1
d1,1,0.000199,13.838896,[245 135] ; [82 90],[225.10869565 154.89130435] ; [101.89130435  70.10869565],1
n5,1,0.000306,13.032925,[308  71] ; [115  56],[291.48545455  87.51454545] ; [131.51454545  39.48545455],1
d3,1,0.000515,12.061287,[285  95] ; [102  67],[267.86885246 112.13114754] ; [119.13114754  49.86885246],1
p11,1,0.000637,11.665503,[328  52] ; [128  44],[313.91304348  66.08695652] ; [142.08695652  29.91304348],1
p9,1,0.000843,11.143658,[341  39] ; [133  35],[328.68613139  51.31386861] ; [145.31386861  22.68613139],1
v1,1,0.002726,8.982135,[228 145] ; [79 88],[212.05740741 160.94259259] ; [94.94259259 72.05740741],0
s6,1,0.002875,8.885379,[274  98] ; [103  66],[259.2310536 112.7689464] ; [117.7689464  51.2310536],0
s8,1,0.003013,8.799605,[199 180] ; [ 66 104],[182.9417122 196.0582878] ; [82.0582878 87.9417122],0
a4,1,0.003057,8.773406,[183 195] ; [ 60 112],[167.00727273 210.99272727] ; [75.99272727 96.00727273],0
u1,1,0.003716,8.417682,[ 81 299] ; [ 19 153],[ 68.84057971 311.15942029] ; [ 31.15942029 140.84057971],0
s5,1,0.007258,7.208018,[155 215] ; [ 50 118],[140.98513011 229.01486989] ; [ 64.01486989 103.98513011],0
a2,1,0.008299,6.967717,[106 274] ; [ 30 142],[ 93.62318841 286.37681159] ; [ 42.37681159 129.62318841],0
n4,1,0.011127,6.444981,[309  70] ; [123  48],[297.68727273  81.31272727] ; [134.31272727  36.68727273],0
d5,1,0.013004,6.16851,[321  58] ; [129  41],[310.6557377  68.3442623] ; [139.3442623  30.6557377],0
u3,1,0.0142,6.013135,[58 36] ; [23 33],[50.76 43.24] ; [30.24 25.76],0
d2,1,0.016507,5.748086,[193 187] ; [ 68 103],[180. 200.] ; [81. 90.],0
a7,1,0.018774,5.522457,[285  94] ; [112  59],[273.56909091 105.43090909] ; [123.43090909  47.56909091],0
p1,1,0.0189,5.510751,[ 41 337] ; [  8 163],[ 33.73770492 344.26229508] ; [ 15.26229508 155.73770492],0
a6,1,0.021521,5.284127,[268 112] ; [103  67],[256.32727273 123.67272727] ; [114.67272727  55.32727273],0
s2,1,0.026979,4.892161,[212 166] ; [79 93],[199.99636364 178.00363636] ; [91.00363636 80.99636364],0
d4,1,0.027049,4.887681,[320  59] ; [131  40],[310.78  68.22] ; [140.22  30.78],0
v3,1,0.032615,4.565901,[165 201] ; [ 60 110],[153.6380597 212.3619403] ; [71.3619403 98.6380597],0
p12,1,0.044869,4.02354,[ 37 343] ; [  8 163],[ 31.03448276 348.96551724] ; [ 13.96551724 157.03448276],0
r1,1,0.06426,3.423872,[321  58] ; [133  37],[313.41712204  65.58287796] ; [140.58287796  29.41712204],0
s3,1,0.070992,3.259931,[227 148] ; [90 82],[217.32175503 157.67824497] ; [99.67824497 72.32175503],0
n6,1,0.09129,2.851473,[332  46] ; [141  30],[325.67213115  52.32786885] ; [147.32786885  23.67213115],0
r4,1,0.092159,2.836256,[361  19] ; [157  15],[356.5942029  23.4057971] ; [161.4057971  10.5942029],0
a3,1,0.102695,2.663182,[284  95] ; [116  54],[276.13843352 102.86156648] ; [123.86156648  46.13843352],0
u4,1,0.110415,2.548277,[ 10 370] ; [  1 171],[  7.57246377 372.42753623] ; [  3.42753623 168.57246377],0
