Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n2,1,0.023868,5.104167,[11  1] ; [1 2],[9.6 2.4] ; [2.4 0.6],0
d2,1,0.028323,4.808327,[19 27] ; [6 1],[21.69811321 24.30188679] ; [3.30188679 3.69811321],0
p3,1,0.058366,3.583231,[16 31] ; [5 2],[18.27777778 28.72222222] ; [2.72222222 4.27777778],0
n5,1,0.058366,3.583231,[31 16] ; [2 5],[28.72222222 18.27777778] ; [4.27777778 2.72222222],0
s3,1,0.074506,3.180846,[21 26] ; [5 1],[23.05660377 23.94339623] ; [2.94339623 3.05660377],0
a5,1,0.09817,2.735025,[29 18] ; [2 5],[26.98148148 20.01851852] ; [4.01851852 2.98148148],0
n4,1,0.113333,2.507117,[39  8] ; [4 3],[37.42592593  9.57407407] ; [5.57407407 1.42592593],0
p11,1,0.224213,1.477204,[25 22] ; [2 5],[23.5 23.5] ; [3.5 3.5],0
n6,1,0.273218,1.200521,[36 11] ; [4 3],[34.81481481 12.18518519] ; [5.18518519 1.81481481],0
p2,1,0.313405,1.016271,[24 23] ; [5 2],[25.24074074 21.75925926] ; [3.75925926 3.24074074],0
d5,1,0.34061,0.908135,[32 15] ; [6 1],[33.07407407 13.92592593] ; [4.92592593 2.07407407],0
a6,1,0.343801,0.896208,[29 18] ; [3 4],[27.85185185 19.14814815] ; [4.14814815 2.85185185],0
d1,1,0.343801,0.896208,[18 29] ; [4 3],[19.14814815 27.85185185] ; [2.85185185 4.14814815],0
r2,1,0.468776,0.524861,[43  3] ; [6 1],[42.52830189  3.47169811] ; [6.47169811 0.52830189],0
s8,1,0.487299,0.482485,[14 33] ; [3 4],[14.7962963 32.2037037] ; [2.2037037 4.7962963],0
d4,1,0.498996,0.457071,[34 12] ; [6 1],[34.71698113 11.28301887] ; [5.28301887 1.71698113],0
p4,1,0.530703,0.393046,[20 25] ; [4 3],[20.76923077 24.23076923] ; [3.23076923 3.76923077],0
a3,1,0.548372,0.360242,[28 19] ; [5 2],[28.72222222 18.27777778] ; [4.27777778 2.72222222],0
r4,1,0.563621,0.333473,[38  9] ; [5 2],[37.42592593  9.57407407] ; [5.57407407 1.42592593],0
r1,1,0.563621,0.333473,[38  9] ; [5 2],[37.42592593  9.57407407] ; [5.57407407 1.42592593],0
v1,1,0.609688,0.26063,[25 22] ; [3 4],[24.37037037 22.62962963] ; [3.62962963 3.37037037],0
n1,1,0.611541,0.257937,[5 5] ; [1 2],[4.61538462 5.38461538] ; [1.38461538 1.61538462],0
d3,1,0.619078,0.247166,[29 18] ; [5 2],[29.59259259 17.40740741] ; [4.40740741 2.59259259],0
s1,1,0.637365,0.222205,[ 4 42] ; [1 6],[ 4.33962264 41.66037736] ; [0.66037736 6.33962264],0
b5,1,0.648676,0.207574,[31 16] ; [4 3],[30.46296296 16.53703704] ; [4.53703704 2.46296296],0
a7,1,0.678129,0.17224,[30 16] ; [4 3],[29.50943396 16.49056604] ; [4.49056604 2.50943396],0
s5,1,0.687395,0.16192,[10 36] ; [2 5],[10.41509434 35.58490566] ; [1.58490566 5.41509434],0
s2,1,0.728904,0.12012,[20 27] ; [3 3],[20.39622642 26.60377358] ; [2.60377358 3.39622642],0
u1,1,0.774516,0.082067,[ 5 42] ; [1 6],[ 5.22222222 41.77777778] ; [0.77777778 6.22222222],0
a4,1,0.774516,0.082067,[16 31] ; [2 5],[15.66666667 31.33333333] ; [2.33333333 4.66666667],0
b1,1,0.844922,0.03826,[25 22] ; [4 3],[25.24074074 21.75925926] ; [3.75925926 3.24074074],0
v2,1,0.85103,0.035271,[28 18] ; [4 3],[27.77358491 18.22641509] ; [4.22641509 2.77358491],0
a2,1,0.856225,0.032827,[ 8 39] ; [1 6],[ 7.83333333 39.16666667] ; [1.16666667 5.83333333],0
p8,1,0.858965,0.031574,[15 32] ; [2 5],[14.7962963 32.2037037] ; [2.2037037 4.7962963],0
p7,1,0.897928,0.016456,[20 24] ; [3 4],[19.84313725 24.15686275] ; [3.15686275 3.84313725],0
v4,1,0.911078,0.012472,[41  6] ; [6 1],[40.90740741  6.09259259] ; [6.09259259 0.90740741],0
p10,1,0.920308,0.010009,[14 32] ; [2 5],[13.88679245 32.11320755] ; [2.11320755 4.88679245],0
s6,1,0.927818,0.008207,[26 21] ; [4 3],[26.11111111 20.88888889] ; [3.88888889 3.11111111],0
p6,1,0.927941,0.008179,[ 6 40] ; [1 6],[ 6.0754717 39.9245283] ; [0.9245283 6.0754717],0
b4,1,0.9476,0.004319,[33 14] ; [5 2],[33.07407407 13.92592593] ; [4.92592593 2.07407407],0
r3,1,0.948853,0.004115,[39  7] ; [6 1],[39.05660377  6.94339623] ; [5.94339623 1.05660377],0
s7,1,0.968737,0.001536,[18 26] ; [2 3],[17.95918367 26.04081633] ; [2.04081633 2.95918367],0
n3,1,1.0,0.0,[8 4] ; [2 1],[8. 4.] ; [2. 1.],0
