Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000856,11.115739,[14  8] ; [30 81],[ 7.27819549 14.72180451] ; [36.72180451 74.27819549],1
v3,1,0.005778,7.618228,[ 3 21] ; [46 62],[ 8.90909091 15.09090909] ; [40.09090909 67.90909091],0
v2,1,0.008897,6.843435,[ 4 19] ; [49 55],[ 9.5984252 13.4015748] ; [43.4015748 60.5984252],0
s6,1,0.031109,4.646963,[17  5] ; [57 52],[12.42748092  9.57251908] ; [61.57251908 47.42748092],0
s5,1,0.039352,4.245606,[ 9 13] ; [22 86],[ 5.24615385 16.75384615] ; [25.75384615 82.24615385],0
s3,1,0.042708,4.106937,[16  7] ; [50 58],[11.58778626 11.41221374] ; [54.41221374 53.58778626],0
s7,1,0.062515,3.469379,[14 11] ; [36 65],[ 9.92063492 15.07936508] ; [40.07936508 60.92063492],0
b1,1,0.063729,3.437572,[ 6 19] ; [49 62],[10.11029412 14.88970588] ; [44.88970588 66.11029412],0
p6,1,0.074818,3.174023,[ 4 21] ; [37 71],[ 7.70676692 17.29323308] ; [33.29323308 74.70676692],0
a5,1,0.076676,3.133997,[10 15] ; [66 45],[13.97058824 11.02941176] ; [62.02941176 48.97058824],0
s1,1,0.139952,2.178485,[ 3 21] ; [  5 104],[ 1.44360902 22.55639098] ; [  6.55639098 102.44360902],0
a7,1,0.158823,1.985399,[11 14] ; [66 45],[14.15441176 10.84558824] ; [62.84558824 48.15441176],0
u1,1,0.203532,1.616848,[ 2 23] ; [  3 108],[ 0.91911765 24.08088235] ; [  4.08088235 106.91911765],0
p5,1,0.210075,1.570909,[ 1 24] ; [14 96],[ 2.77777778 22.22222222] ; [12.22222222 97.77777778],0
a3,1,0.267532,1.229358,[10 15] ; [57 52],[12.5 12.5] ; [54.5 54.5],0
r1,1,0.287535,1.131127,[15 10] ; [78 32],[17.22222222  7.77777778] ; [75.77777778 34.22222222],0
p11,1,0.288328,1.127414,[20  5] ; [77 34],[17.83088235  7.16911765] ; [79.16911765 31.83088235],0
r3,1,0.352622,0.864,[22  3] ; [88 22],[20.37037037  4.62962963] ; [89.62962963 20.37037037],0
n1,1,0.375954,0.78389,[3 5] ; [16 13],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
n2,1,0.378594,0.775263,[7 1] ; [21  8],[6.05405405 1.94594595] ; [21.94594595  7.05405405],0
