Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,62.072376,[148  82] ; [ 31 109],[111.27027027 118.72972973] ; [67.72972973 72.27027027],1
v1,1,3e-06,22.06212,[164  64] ; [66 73],[142.88828338  85.11171662] ; [87.11171662 51.88828338],1
s4,1,0.026959,4.893424,[ 37 196] ; [ 36 107],[ 45.23670213 187.76329787] ; [ 27.76329787 115.23670213],0
d4,1,0.043675,4.069071,[206  28] ; [115  28],[199.24137931  34.75862069] ; [121.75862069  21.24137931],0
s6,1,0.045249,4.009331,[188  42] ; [127  15],[194.75806452  35.24193548] ; [120.24193548  21.75806452],0
a7,1,0.063041,3.455518,[170  63] ; [92 52],[161.92572944  71.07427056] ; [100.07427056  43.92572944],0
a6,1,0.076289,3.14223,[160  73] ; [86 58],[152.03713528  80.96286472] ; [93.96286472 50.03713528],0
d5,1,0.094582,2.794601,[206  28] ; [117  26],[200.48275862  33.51724138] ; [122.51724138  20.48275862],0
a3,1,0.094844,2.790176,[190  43] ; [107  37],[183.55702918  49.44297082] ; [113.44297082  30.55702918],0
b1,1,0.095995,2.77086,[ 87 147] ; [66 78],[ 94.71428571 139.28571429] ; [58.28571429 85.71428571],0
n4,1,0.109654,2.559202,[199  34] ; [113  30],[193.34042553  39.65957447] ; [118.65957447  24.34042553],0
s7,1,0.111518,2.532578,[177  45] ; [100  38],[170.81666667  51.18333333] ; [106.18333333  31.81666667],0
u1,1,0.122188,2.389052,[ 60 174] ; [ 27 117],[ 53.85714286 180.14285714] ; [ 33.14285714 110.85714286],0
n2,1,0.133833,2.247472,[34  9] ; [23 13],[31.02531646 11.97468354] ; [25.97468354 10.02531646],0
b4,1,0.163261,1.943757,[139  95] ; [75 69],[132.47619048 101.52380952] ; [81.52380952 62.47619048],0
a5,1,0.166546,1.913765,[191  43] ; [109  35],[185.71428571  48.28571429] ; [114.28571429  29.71428571],0
p1,1,0.184714,1.759283,[ 18 215] ; [ 17 127],[ 21.63129973 211.36870027] ; [ 13.36870027 130.63129973],0
r2,1,0.204939,1.606823,[222   8] ; [134   9],[219.51742627  10.48257373] ; [136.48257373   6.51742627],0
n6,1,0.224192,1.477334,[207  24] ; [123  21],[203.28  27.72] ; [126.72  17.28],0
p7,1,0.253751,1.302532,[168  59] ; [98 45],[163.19459459  63.80540541] ; [102.80540541  40.19459459],0
u4,1,0.256486,1.287627,[ 10 224] ; [  3 141],[  8.04761905 225.95238095] ; [  4.95238095 139.04761905],0
a8,1,0.259037,1.273895,[ 41 167] ; [ 20 114],[ 37.0994152 170.9005848] ; [ 23.9005848 110.0994152],0
s2,1,0.269204,1.220797,[169  62] ; [97 46],[164.29411765  66.70588235] ; [101.70588235  41.29411765],0
a1,1,0.281428,1.160181,[ 16 218] ; [  6 138],[ 13.61904762 220.38095238] ; [  8.38095238 135.61904762],0
s5,1,0.285759,1.139494,[104 115] ; [58 81],[ 99.10055866 119.89944134] ; [62.89944134 76.10055866],0
d2,1,0.294203,1.100289,[138  96] ; [77 67],[133.0952381 100.9047619] ; [81.9047619 62.0952381],0
p3,1,0.342037,0.902782,[140  94] ; [79 65],[135.57142857  98.42857143] ; [83.42857143 60.57142857],0
n1,1,0.344671,0.892979,[15 26] ; [17 19],[17.03896104 23.96103896] ; [14.96103896 21.03896104],0
b5,1,0.35026,0.872514,[143  91] ; [81 63],[138.66666667  95.33333333] ; [85.33333333 58.66666667],0
n5,1,0.395652,0.721501,[188  43] ; [112  32],[184.8  46.2] ; [115.2  28.8],0
r1,1,0.420096,0.650048,[201  32] ; [119  24],[198.29787234  34.70212766] ; [121.70212766  21.29787234],0
p6,1,0.422841,0.642405,[112 118] ; [64 80],[108.23529412 121.76470588] ; [67.76470588 76.23529412],0
p9,1,0.43288,0.615085,[211  20] ; [128  16],[208.824  22.176] ; [130.176  13.824],0
r4,1,0.435012,0.609405,[218  16] ; [137   7],[219.76190476  14.23809524] ; [135.23809524   8.76190476],0
u3,1,0.445425,0.582267,[32 12] ; [24 13],[30.41975309 13.58024691] ; [25.58024691 11.41975309],0
n3,1,0.464506,0.535015,[33 10] ; [25 11],[31.56962025 11.43037975] ; [26.43037975  9.56962025],0
p4,1,0.465044,0.533727,[155  78] ; [101  43],[158.21750663  74.78249337] ; [97.78249337 46.21750663],0
d1,1,0.477408,0.504779,[161  73] ; [94 50],[157.85714286  76.14285714] ; [97.14285714 46.85714286],0
p12,1,0.496733,0.46191,[ 28 204] ; [ 14 129],[ 25.984 206.016] ; [ 16.016 126.984],0
p10,1,0.524918,0.404221,[203  27] ; [123  20],[201.01876676  28.98123324] ; [124.98123324  18.01876676],0
b3,1,0.666437,0.185798,[68 96] ; [42 53],[69.65250965 94.34749035] ; [40.34749035 54.65250965],0
b2,1,0.666437,0.185798,[68 96] ; [42 53],[69.65250965 94.34749035] ; [40.34749035 54.65250965],0
p2,1,0.703543,0.144813,[200  34] ; [121  23],[198.71428571  35.28571429] ; [122.28571429  21.71428571],0
s1,1,0.713,0.135299,[  8 222] ; [  6 136],[  8.65591398 221.34408602] ; [  5.34408602 136.65591398],0
p11,1,0.716195,0.132168,[192  42] ; [116  28],[190.66666667  43.33333333] ; [117.33333333  26.66666667],0
v4,1,0.720603,0.127916,[224   8] ; [138   6],[223.36170213   8.63829787] ; [138.63829787   5.36170213],0
a2,1,0.723835,0.124848,[ 64 170] ; [ 37 107],[ 62.52380952 171.47619048] ; [ 38.47619048 105.52380952],0
d3,1,0.743446,0.107121,[163  71] ; [98 46],[161.57142857  72.42857143] ; [99.42857143 44.57142857],0
s3,1,0.843218,0.039116,[166  63] ; [105  38],[166.82526882  62.17473118] ; [104.17473118  38.82526882],0
p5,1,0.86606,0.028448,[ 35 199] ; [ 22 119],[ 35.568 198.432] ; [ 21.432 119.568],0
p8,1,0.882823,0.021724,[135  94] ; [86 58],[135.68096515  93.31903485] ; [85.31903485 58.68096515],0
u2,1,0.90854,0.013197,[28 16] ; [24 13],[28.24691358 15.75308642] ; [23.75308642 13.24691358],0
a4,1,0.991945,0.000102,[112 122] ; [69 75],[112.04761905 121.95238095] ; [68.95238095 75.04761905],0
