Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.9e-05,18.253283,[ 1 14] ; [21  7],[7.6744186 7.3255814] ; [14.3255814 13.6744186],1
s6,1,0.015477,5.861299,[8 5] ; [25  2],[10.725  2.275] ; [22.275  4.725],0
s3,1,0.023636,5.121181,[6 9] ; [21  7],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
v4,1,0.024343,5.070013,[11  4] ; [27  1],[13.25581395  1.74418605] ; [24.74418605  3.25581395],0
a7,1,0.033345,4.527962,[7 8] ; [22  6],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
n4,1,0.078247,3.100944,[11  4] ; [26  2],[12.90697674  2.09302326] ; [24.09302326  3.90697674],0
r2,1,0.084721,2.97193,[12  3] ; [26  1],[13.57142857  1.42857143] ; [24.42857143  2.57142857],0
a3,1,0.085898,2.949621,[8 7] ; [22  6],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
r1,1,0.085898,2.949621,[8 7] ; [22  6],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
s2,1,0.086909,2.93071,[ 5 10] ; [17 11],[7.6744186 7.3255814] ; [14.3255814 13.6744186],0
b4,1,0.087488,2.91999,[12  3] ; [15 13],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
b1,1,0.109369,2.563316,[8 7] ; [ 8 20],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
a6,1,0.133914,2.246531,[12  3] ; [16 12],[9.76744186 5.23255814] ; [18.23255814  9.76744186],0
r4,1,0.14338,2.141301,[10  5] ; [24  4],[11.86046512  3.13953488] ; [22.13953488  5.86046512],0
u2,1,0.169583,1.886621,[5 2] ; [2 4],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
r3,1,0.210021,1.571278,[12  3] ; [26  2],[13.25581395  1.74418605] ; [24.74418605  3.25581395],0
b5,1,0.283802,1.148794,[9 6] ; [12 16],[7.3255814 7.6744186] ; [13.6744186 14.3255814],0
p11,1,0.370102,0.803322,[13  2] ; [21  7],[11.86046512  3.13953488] ; [22.13953488  5.86046512],0
u3,1,0.428537,0.626786,[5 2] ; [3 3],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
p10,1,0.434618,0.61045,[14  1] ; [23  4],[13.21428571  1.78571429] ; [23.78571429  3.21428571],0
d3,1,0.445921,0.580999,[9 6] ; [20  8],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
p2,1,0.457244,0.552632,[12  2] ; [26  2],[12.66666667  1.33333333] ; [25.33333333  2.66666667],0
s1,1,0.457592,0.551779,[ 1 14] ; [ 4 24],[ 1.74418605 13.25581395] ; [ 3.25581395 24.74418605],0
p7,1,0.475263,0.509713,[10  5] ; [20  6],[10.97560976  4.02439024] ; [19.02439024  6.97560976],0
p12,1,0.482096,0.494118,[ 2 13] ; [ 6 21],[ 2.85714286 12.14285714] ; [ 5.14285714 21.85714286],0
p1,1,0.539241,0.376948,[ 3 12] ; [ 8 20],[ 3.8372093 11.1627907] ; [ 7.1627907 20.8372093],0
p3,1,0.561484,0.337142,[10  5] ; [21  7],[10.81395349  4.18604651] ; [20.18604651  7.81395349],0
p6,1,0.571042,0.320943,[7 7] ; [16 11],[7.85365854 6.14634146] ; [15.14634146 11.85365854],0
b2,1,0.599283,0.276078,[4 6] ; [11 11],[4.6875 5.3125] ; [10.3125 11.6875],0
b3,1,0.599283,0.276078,[4 6] ; [11 11],[4.6875 5.3125] ; [10.3125 11.6875],0
p9,1,0.645981,0.211005,[14  1] ; [27  1],[14.30232558  0.69767442] ; [26.69767442  1.30232558],0
s5,1,0.650506,0.205263,[7 6] ; [12 14],[6.33333333 6.66666667] ; [12.66666667 13.33333333],0
v1,1,0.657774,0.196239,[8 7] ; [12 14],[7.31707317 7.68292683] ; [12.68292683 13.31707317],0
a1,1,0.663194,0.189667,[ 1 14] ; [ 3 25],[ 1.39534884 13.60465116] ; [ 2.60465116 25.39534884],0
u1,1,0.701743,0.146665,[ 2 13] ; [ 5 23],[ 2.44186047 12.55813953] ; [ 4.55813953 23.44186047],0
s4,1,0.701743,0.146665,[ 2 13] ; [ 5 23],[ 2.44186047 12.55813953] ; [ 4.55813953 23.44186047],0
n2,1,0.715388,0.132955,[1 1] ; [7 4],[1.23076923 0.76923077] ; [6.76923077 4.23076923],0
n3,1,0.715388,0.132955,[1 1] ; [7 4],[1.23076923 0.76923077] ; [6.76923077 4.23076923],0
n6,1,0.736179,0.113514,[12  2] ; [25  3],[12.33333333  1.66666667] ; [24.66666667  3.33333333],0
a5,1,0.745903,0.105006,[10  5] ; [20  8],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
p8,1,0.745903,0.105006,[10  5] ; [20  8],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
a8,1,0.778947,0.078788,[ 2 13] ; [ 4 20],[ 2.30769231 12.69230769] ; [ 3.69230769 20.30769231],0
n5,1,0.798458,0.065201,[13  2] ; [25  3],[13.25581395  1.74418605] ; [24.74418605  3.25581395],0
d2,1,0.856366,0.032762,[9 6] ; [16 12],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
d1,1,0.856366,0.032762,[9 6] ; [16 12],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
a2,1,0.863361,0.029617,[ 3 12] ; [ 5 23],[ 2.79069767 12.20930233] ; [ 5.20930233 22.79069767],0
d4,1,0.863361,0.029617,[12  3] ; [23  5],[12.20930233  2.79069767] ; [22.79069767  5.20930233],0
v2,1,0.875931,0.024376,[ 5 10] ; [10 18],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
d5,1,0.904973,0.014252,[11  4] ; [21  7],[11.1627907  3.8372093] ; [20.8372093  7.1627907],0
n1,1,0.905581,0.014069,[1 1] ; [6 5],[1.07692308 0.92307692] ; [5.92307692 5.07692308],0
p4,1,0.912609,0.012045,[12  3] ; [22  6],[11.86046512  3.13953488] ; [22.13953488  5.86046512],0
a4,1,0.936715,0.006304,[ 5 10] ; [ 9 19],[ 4.88372093 10.11627907] ; [ 9.11627907 18.88372093],0
