Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,36.068163,[197  52] ; [176 144],[163.228471  85.771529] ; [209.771529 110.228471],1
p5,1,7e-06,20.174595,[ 51 199] ; [ 24 294],[ 33.01056338 216.98943662] ; [ 41.98943662 276.01056338],1
s7,1,1.2e-05,19.177648,[170  69] ; [164 147],[145.13818182  93.86181818] ; [188.86181818 122.13818182],1
p6,1,0.000428,12.406497,[118 128] ; [106 212],[ 97.70212766 148.29787234] ; [126.29787234 191.70212766],1
s4,1,0.000462,12.264984,[ 69 176] ; [ 51 268],[ 52.12765957 192.87234043] ; [ 67.87234043 251.12765957],1
a3,1,0.005122,7.835776,[194  55] ; [216 105],[179.10526316  69.89473684] ; [230.89473684  90.10526316],0
s8,1,0.005637,7.662708,[154  94] ; [162 159],[137.72934974 110.27065026] ; [178.27065026 142.72934974],0
p7,1,0.006002,7.549754,[177  65] ; [193 118],[161.91681736  80.08318264] ; [208.08318264 102.91681736],0
p12,1,0.007435,7.164704,[ 34 216] ; [ 22 298],[ 24.56140351 225.43859649] ; [ 31.43859649 288.56140351],0
a5,1,0.010805,6.497063,[201  49] ; [229  93],[187.93706294  62.06293706] ; [242.06293706  79.93706294],0
a4,1,0.012971,6.173053,[128 122] ; [130 189],[113.35676626 136.64323374] ; [144.64323374 174.35676626],0
p8,1,0.013489,6.103824,[147 100] ; [155 161],[132.4937833 114.5062167] ; [169.5062167 146.4937833],0
p1,1,0.014721,5.949533,[ 30 218] ; [ 20 300],[ 21.83098592 226.16901408] ; [ 28.16901408 291.83098592],0
s3,1,0.014971,5.919856,[185  61] ; [209 109],[171.85106383  74.14893617] ; [222.14893617  95.85106383],0
p3,1,0.015001,5.916322,[145 104] ; [154 167],[130.61578947 118.38421053] ; [168.38421053 152.61578947],0
n6,1,0.024461,5.061671,[223  24] ; [269  52],[213.95070423  33.04929577] ; [278.04929577  42.95070423],0
p10,1,0.02768,4.847859,[218  30] ; [257  60],[208.49557522  39.50442478] ; [266.50442478  50.49557522],0
p9,1,0.029002,4.767497,[224  22] ; [271  48],[215.52212389  30.47787611] ; [279.47787611  39.52212389],0
r4,1,0.036693,4.364625,[241   9] ; [297  25],[235.13986014  14.86013986] ; [302.86013986  19.13986014],0
d4,1,0.045713,3.992123,[217  31] ; [261  60],[208.33743409  39.66256591] ; [269.66256591  51.33743409],0
p4,1,0.058884,3.568552,[170  77] ; [197 125],[159.31282953  87.68717047] ; [207.68717047 114.31282953],0
n2,1,0.065492,3.392529,[50  9] ; [52 21],[45.59090909 13.40909091] ; [56.40909091 16.59090909],0
a6,1,0.066455,3.36848,[159  89] ; [229  92],[169.11072056  78.88927944] ; [218.88927944 102.11072056],0
a7,1,0.073868,3.194898,[175  75] ; [246  75],[184.32574431  65.67425569] ; [236.67425569  84.32574431],0
d1,1,0.074403,3.183104,[162  88] ; [185 137],[151.66083916  98.33916084] ; [195.33916084 126.66083916],0
a2,1,0.091362,2.850202,[ 73 177] ; [ 74 248],[ 64.24825175 185.75174825] ; [ 82.75174825 239.24825175],0
b5,1,0.103334,2.653311,[144 106] ; [207 115],[153.40909091  96.59090909] ; [197.59090909 124.40909091],0
v1,1,0.109712,2.558363,[152  96] ; [168 140],[142.73381295 105.26618705] ; [177.26618705 130.73381295],0
u1,1,0.125879,2.342601,[ 58 192] ; [ 58 264],[ 50.6993007 199.3006993] ; [ 65.3006993 256.6993007],0
d2,1,0.135193,2.231838,[130 118] ; [148 173],[121.16695958 126.83304042] ; [156.83304042 164.16695958],0
a1,1,0.139976,2.178223,[ 19 231] ; [ 15 307],[ 14.86013986 235.13986014] ; [ 19.13986014 302.86013986],0
v3,1,0.156067,2.011924,[110 137] ; [118 188],[101.83725136 145.16274864] ; [126.16274864 179.83725136],0
b2,1,0.214241,1.542535,[60 90] ; [ 65 129],[54.50581395 95.49418605] ; [ 70.49418605 123.50581395],0
b3,1,0.214241,1.542535,[60 90] ; [ 65 129],[54.50581395 95.49418605] ; [ 70.49418605 123.50581395],0
r2,1,0.246502,1.343021,[242   7] ; [304  15],[239.3556338   9.6443662] ; [306.6443662  12.3556338],0
n1,1,0.254308,1.29948,[28 30] ; [28 45],[24.79389313 33.20610687] ; [31.20610687 41.79389313],0
u2,1,0.281528,1.159697,[31 25] ; [66 37],[34.16352201 21.83647799] ; [62.83647799 40.16352201],0
d3,1,0.292577,1.107727,[183  66] ; [223  98],[177.35789474  71.64210526] ; [228.64210526  92.35789474],0
u4,1,0.308277,1.038042,[  5 245] ; [ 11 311],[  6.99300699 243.00699301] ; [  9.00699301 312.99300699],0
r3,1,0.412941,0.670317,[238  11] ; [311  10],[239.82631579   9.17368421] ; [309.17368421  11.82631579],0
r1,1,0.419055,0.652965,[211  37] ; [265  56],[207.46572935  40.53427065] ; [268.53427065  52.46572935],0
n5,1,0.432188,0.616936,[199  50] ; [247  73],[195.17398946  53.82601054] ; [250.82601054  69.17398946],0
s1,1,0.543007,0.369995,[ 11 235] ; [ 11 306],[  9.61278863 236.38721137] ; [ 12.38721137 304.61278863],0
u3,1,0.549176,0.358796,[38 18] ; [65 38],[36.27672956 19.72327044] ; [66.72327044 36.27672956],0
p11,1,0.581528,0.30377,[194  56] ; [256  66],[196.67832168  53.32167832] ; [253.32167832  68.67832168],0
n3,1,0.622214,0.242769,[39 19] ; [52 21],[40.29007634 17.70992366] ; [50.70992366 22.29007634],0
b4,1,0.648173,0.208212,[153  97] ; [191 131],[150.34965035  99.65034965] ; [193.65034965 128.34965035],0
v2,1,0.658416,0.195454,[139 105] ; [168 137],[136.44444444 107.55555556] ; [170.55555556 134.44444444],0
d5,1,0.677564,0.17288,[208  40] ; [265  56],[206.15817223  41.84182777] ; [266.84182777  54.15817223],0
b1,1,0.692339,0.156565,[ 93 157] ; [125 197],[ 95.27972028 154.72027972] ; [122.72027972 199.27972028],0
n4,1,0.760501,0.092917,[193  55] ; [254  68],[194.48421053  53.51578947] ; [252.51578947  69.48421053],0
a8,1,0.91223,0.01215,[ 32 196] ; [ 40 252],[ 31.56923077 196.43076923] ; [ 40.43076923 251.56923077],0
p2,1,0.980764,0.000581,[211  39] ; [269  50],[210.89630931  39.10369069] ; [269.10369069  49.89630931],0
