Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.811999,[17 30] ; [73 25],[29.17241379 17.82758621] ; [60.82758621 37.17241379],1
u1,1,0.162306,1.952613,[ 1 46] ; [ 8 91],[ 2.89726027 44.10273973] ; [ 6.10273973 92.89726027],0
b2,1,0.165187,1.92609,[ 8 12] ; [12 39],[ 5.63380282 14.36619718] ; [14.36619718 36.63380282],0
b3,1,0.165187,1.92609,[ 8 12] ; [12 39],[ 5.63380282 14.36619718] ; [14.36619718 36.63380282],0
s7,1,0.202528,1.624053,[ 6 38] ; [22 74],[ 8.8 35.2] ; [19.2 76.8],0
s3,1,0.212705,1.55292,[13 34] ; [18 79],[10.11805556 36.88194444] ; [20.88194444 76.11805556],0
a5,1,0.219122,1.510112,[21 26] ; [55 44],[24.46575342 22.53424658] ; [51.53424658 47.46575342],0
a3,1,0.338454,0.91628,[24 22] ; [60 39],[26.64827586 19.35172414] ; [57.35172414 41.64827586],0
p1,1,0.347215,0.883611,[ 3 44] ; [ 3 95],[ 1.94482759 45.05517241] ; [ 4.05517241 93.94482759],0
p4,1,0.367932,0.810637,[15 31] ; [40 59],[17.44827586 28.55172414] ; [37.55172414 61.44827586],0
s5,1,0.37374,0.791193,[ 9 36] ; [14 85],[ 7.1875 37.8125] ; [15.8125 83.1875],0
r2,1,0.467059,0.528924,[37 10] ; [82 16],[38.57241379  8.42758621] ; [80.42758621 17.57241379],0
p7,1,0.474667,0.511091,[25 21] ; [47 51],[23. 23.] ; [49. 49.],0
s8,1,0.486486,0.484289,[ 5 41] ; [15 84],[ 6.34482759 39.65517241] ; [13.65517241 85.34482759],0
s4,1,0.531457,0.391604,[ 8 39] ; [13 86],[ 6.76027397 40.23972603] ; [14.23972603 84.76027397],0
s1,1,0.535926,0.383142,[ 3 44] ; [ 4 95],[ 2.25342466 44.74657534] ; [ 4.74657534 94.25342466],0
v1,1,0.548846,0.359388,[15 31] ; [37 61],[16.61111111 29.38888889] ; [35.38888889 62.61111111],0
n6,1,0.553111,0.351773,[28 19] ; [64 35],[29.61643836 17.38356164] ; [62.38356164 36.61643836],0
p5,1,0.644864,0.212437,[ 2 45] ; [ 6 92],[ 2.59310345 44.40689655] ; [ 5.40689655 92.59310345],0
a4,1,0.653069,0.202053,[13 34] ; [31 68],[14.16438356 32.83561644] ; [29.83561644 69.16438356],0
b4,1,0.709079,0.139199,[26 21] ; [58 41],[27.04109589 19.95890411] ; [56.95890411 42.04109589],0
a8,1,0.737872,0.112006,[ 2 43] ; [ 3 88],[ 1.65441176 43.34558824] ; [ 3.34558824 87.65441176],0
n3,1,0.832128,0.044932,[14  7] ; [23 13],[13.63157895  7.36842105] ; [23.36842105 12.63157895],0
d2,1,0.836309,0.042691,[16 31] ; [32 67],[15.45205479 31.54794521] ; [32.54794521 66.45205479],0
u2,1,0.837963,0.04182,[13 10] ; [21 18],[12.61290323 10.38709677] ; [21.38709677 17.61290323],0
n1,1,0.844406,0.038518,[ 5 17] ; [ 9 27],[ 5.31034483 16.68965517] ; [ 8.68965517 27.31034483],0
p6,1,0.887593,0.01998,[ 7 38] ; [16 81],[ 7.28873239 37.71126761] ; [15.71126761 81.28873239],0
b5,1,0.896266,0.016999,[27 20] ; [58 41],[27.3630137 19.6369863] ; [57.6369863 41.3630137],0
u3,1,0.94588,0.004608,[12 11] ; [20 19],[11.87096774 11.12903226] ; [20.12903226 18.87096774],0
p11,1,0.981883,0.000516,[30 17] ; [63 36],[29.93835616 17.06164384] ; [63.06164384 35.93835616],0
