Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.811999,[17 30] ; [73 25],[29.17241379 17.82758621] ; [60.82758621 37.17241379],1
d5,1,0.001268,10.389189,[23 24] ; [75 24],[31.54794521 15.45205479] ; [66.45205479 32.54794521],0
a6,1,0.005788,7.615155,[18 29] ; [62 37],[25.75342466 21.24657534] ; [54.24657534 44.75342466],0
n5,1,0.00737,7.180622,[23 23] ; [27 72],[15.86206897 30.13793103] ; [34.13793103 64.86206897],0
p10,1,0.009117,6.799826,[21 26] ; [66 32],[28.2 18.8] ; [58.8 39.2],0
d1,1,0.015736,5.832128,[12 35] ; [46 53],[18.67123288 28.32876712] ; [39.32876712 59.67123288],0
v2,1,0.018344,5.562951,[13 32] ; [48 48],[19.46808511 25.53191489] ; [41.53191489 54.46808511],0
r3,1,0.04108,4.172707,[35 12] ; [87 12],[39.2739726  7.7260274] ; [82.7260274 16.2739726],0
p8,1,0.049676,3.852371,[14 33] ; [46 52],[19.44827586 27.55172414] ; [40.55172414 57.44827586],0
b1,1,0.05373,3.721074,[24 23] ; [34 65],[18.67123288 28.32876712] ; [39.32876712 59.67123288],0
p9,1,0.057361,3.612084,[26 20] ; [71 27],[30.98611111 15.01388889] ; [66.01388889 31.98611111],0
r1,1,0.067155,3.351233,[26 21] ; [70 29],[30.90410959 16.09589041] ; [65.09589041 33.90410959],0
a2,1,0.073996,3.192068,[ 2 45] ; [14 85],[ 5.15068493 41.84931507] ; [10.84931507 88.15068493],0
p2,1,0.090501,2.865441,[28 19] ; [72 26],[32.4137931 14.5862069] ; [67.5862069 30.4137931],0
v3,1,0.097332,2.748733,[ 7 38] ; [27 68],[10.92857143 34.07142857] ; [23.07142857 71.92857143],0
p3,1,0.100003,2.705496,[10 37] ; [34 64],[14.26206897 32.73793103] ; [29.73793103 68.26206897],0
s6,1,0.108757,2.572186,[12 34] ; [39 59],[16.29166667 29.70833333] ; [34.70833333 63.29166667],0
d4,1,0.109452,2.562121,[30 16] ; [77 22],[33.94482759 12.05517241] ; [73.05517241 25.94482759],0
n2,1,0.110571,2.546039,[16  6] ; [18 17],[13.12280702  8.87719298] ; [20.87719298 14.12280702],0
v4,1,0.121709,2.395189,[37  9] ; [88 10],[39.93055556  6.06944444] ; [85.06944444 12.93055556],0
r4,1,0.13404,2.245084,[30 17] ; [75 24],[33.80136986 13.19863014] ; [71.19863014 27.80136986],0
