Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.003129,8.730773,[ 2 35] ; [5 8],[ 5.18 31.82] ; [ 1.82 11.18],0
r4,1,0.015484,5.860581,[ 2 35] ; [4 9],[ 4.44 32.56] ; [ 1.56 11.44],0
v1,1,0.049656,3.853033,[ 9 28] ; [7 6],[11.84 25.16] ; [4.16 8.84],0
d4,1,0.07728,3.121203,[18 19] ; [10  3],[20.72 16.28] ; [7.28 5.72],0
u2,1,0.088158,2.907692,[ 4 11] ; [4 2],[5.71428571 9.28571429] ; [2.28571429 3.71428571],0
s2,1,0.097666,2.743251,[ 1 36] ; [ 2 11],[ 2.22 34.78] ; [ 0.78 12.22],0
p9,1,0.103569,2.649707,[12 22] ; [8 5],[14.46808511 19.53191489] ; [5.53191489 7.46808511],0
d3,1,0.106948,2.598753,[16 21] ; [9 4],[18.5 18.5] ; [6.5 6.5],0
b3,1,0.108425,2.577027,[12 13] ; [1 6],[10.15625 14.84375] ; [2.84375 4.15625],0
b2,1,0.108425,2.577027,[12 13] ; [1 6],[10.15625 14.84375] ; [2.84375 4.15625],0
p3,1,0.111308,2.535554,[ 7 30] ; [5 7],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
n6,1,0.125437,2.348091,[16 20] ; [9 4],[18.36734694 17.63265306] ; [6.63265306 6.36734694],0
p11,1,0.139547,2.182952,[ 9 28] ; [6 7],[11.1 25.9] ; [3.9 9.1],0
v4,1,0.147653,2.096327,[20 17] ; [10  3],[22.2 14.8] ; [7.8 5.2],0
p2,1,0.155378,2.018643,[13 24] ; [7 5],[15.10204082 21.89795918] ; [4.89795918 7.10204082],0
p4,1,0.156049,2.012104,[ 9 27] ; [6 7],[11.02040816 24.97959184] ; [3.97959184 9.02040816],0
s4,1,0.163594,1.940684,[ 5 32] ; [4 9],[ 6.66 30.34] ; [ 2.34 10.66],0
v3,1,0.171719,1.867873,[ 8 29] ; [5 7],[ 9.81632653 27.18367347] ; [3.18367347 8.81632653],0
n3,1,0.184317,1.762465,[ 6 15] ; [3 2],[ 7.26923077 13.73076923] ; [1.73076923 3.26923077],0
d2,1,0.193226,1.692848,[12 24] ; [7 6],[13.95918367 22.04081633] ; [5.04081633 7.95918367],0
s8,1,0.253915,1.301636,[ 2 35] ; [ 2 11],[ 2.96 34.04] ; [ 1.04 11.96],0
b4,1,0.26392,1.248076,[19 18] ; [9 4],[20.72 16.28] ; [7.28 5.72],0
u3,1,0.305507,1.05,[ 4 11] ; [3 3],[ 5. 10.] ; [2. 4.],0
p7,1,0.368688,0.808081,[10 26] ; [5 7],[11.25 24.75] ; [3.75 8.25],0
d1,1,0.375275,0.786123,[12 25] ; [6 7],[13.32 23.68] ; [4.68 8.32],0
d5,1,0.429675,0.623701,[21 16] ; [9 4],[22.2 14.8] ; [7.8 5.2],0
n5,1,0.438979,0.598951,[27 10] ; [8 5],[25.9 11.1] ; [9.1 3.9],0
v2,1,0.441418,0.592593,[ 8 28] ; [4 8],[ 9. 27.] ; [3. 9.],0
p10,1,0.449195,0.572682,[15 21] ; [7 6],[16.16326531 19.83673469] ; [5.83673469 7.16326531],0
r2,1,0.45039,0.56967,[23 12] ; [7 6],[21.875 13.125] ; [8.125 4.875],0
r1,1,0.481374,0.495748,[13 24] ; [6 7],[14.06 22.94] ; [4.94 8.06],0
a2,1,0.578479,0.3087,[ 5 32] ; [ 1 12],[ 4.44 32.56] ; [ 1.56 11.44],0
a4,1,0.602348,0.271469,[11 25] ; [5 8],[11.75510204 24.24489796] ; [4.24489796 8.75510204],0
n4,1,0.640032,0.2187,[20 17] ; [8 5],[20.72 16.28] ; [7.28 5.72],0
a3,1,0.647804,0.20868,[22 14] ; [7 6],[21.30612245 14.69387755] ; [7.69387755 5.30612245],0
p1,1,0.74714,0.10395,[ 4 33] ; [ 1 12],[ 3.7 33.3] ; [ 1.3 11.7],0
a5,1,0.74714,0.10395,[18 19] ; [7 6],[18.5 18.5] ; [6.5 6.5],0
p12,1,0.76519,0.089205,[ 2 35] ; [ 1 12],[ 2.22 34.78] ; [ 0.78 12.22],0
n2,1,0.824653,0.049091,[10 12] ; [2 3],[ 9.77777778 12.22222222] ; [2.22222222 2.77777778],0
b5,1,0.855688,0.033075,[16 21] ; [6 7],[16.28 20.72] ; [5.72 7.28],0
a1,1,0.867172,0.027973,[ 5 32] ; [ 2 11],[ 5.18 31.82] ; [ 1.82 11.18],0
a6,1,0.876914,0.023988,[18 19] ; [6 7],[17.76 19.24] ; [6.24 6.76],0
n1,1,0.879193,0.023102,[ 8 14] ; [2 3],[ 8.14814815 13.85185185] ; [1.85185185 3.14814815],0
p6,1,0.894906,0.01745,[ 5 31] ; [ 2 11],[ 5.14285714 30.85714286] ; [ 1.85714286 11.14285714],0
a7,1,0.895281,0.017325,[15 22] ; [5 8],[14.8 22.2] ; [5.2 7.8],0
b1,1,0.895281,0.017325,[22 15] ; [8 5],[22.2 14.8] ; [7.8 5.2],0
p8,1,0.94391,0.00495,[11 26] ; [4 9],[11.1 25.9] ; [3.9 9.1],0
s7,1,0.95338,0.003418,[ 5 29] ; [ 2 11],[ 5.06382979 28.93617021] ; [ 1.93617021 11.06382979],0
p5,1,0.980246,0.000613,[ 3 34] ; [ 1 11],[ 3.02040816 33.97959184] ; [ 0.97959184 11.02040816],0
