Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.582424,[33  7] ; [41 68],[19.86577181 20.13422819] ; [54.13422819 54.86577181],1
p11,1,0.123189,2.376301,[29 12] ; [65 49],[24.86451613 16.13548387] ; [69.13548387 44.86451613],0
u2,1,0.144074,2.133903,[14  7] ; [37 39],[11.04123711  9.95876289] ; [39.95876289 36.04123711],0
n5,1,0.164371,1.933548,[29 12] ; [66 47],[25.29220779 15.70779221] ; [69.70779221 43.29220779],0
r1,1,0.171181,1.872566,[27 14] ; [61 53],[23.27741935 17.72258065] ; [64.72258065 49.27741935],0
s2,1,0.192081,1.701585,[21 20] ; [45 69],[17.45806452 23.54193548] ; [48.54193548 65.45806452],0
s1,1,0.218715,1.51278,[ 1 40] ; [  9 104],[ 2.66233766 38.33766234] ; [  7.33766234 105.66233766],0
s5,1,0.249876,1.323996,[12 27] ; [24 87],[ 9.36 29.64] ; [26.64 84.36],0
d2,1,0.253978,1.301287,[11 30] ; [21 93],[ 8.46451613 32.53548387] ; [23.53548387 90.46451613],0
d5,1,0.373144,0.793168,[25 15] ; [62 52],[22.5974026 17.4025974] ; [64.4025974 49.5974026],0
s4,1,0.527291,0.39961,[ 9 30] ; [21 93],[ 7.64705882 31.35294118] ; [22.35294118 91.64705882],0
p1,1,0.547308,0.362161,[ 5 36] ; [ 10 102],[ 4.01960784 36.98039216] ; [ 10.98039216 101.01960784],0
a7,1,0.550458,0.356497,[26 14] ; [68 46],[24.41558442 15.58441558] ; [69.58441558 44.41558442],0
d1,1,0.554723,0.348924,[12 29] ; [28 86],[10.58064516 30.41935484] ; [29.41935484 84.58064516],0
d3,1,0.610579,0.259332,[21 18] ; [56 58],[19.62745098 19.37254902] ; [57.37254902 56.62745098],0
d4,1,0.613564,0.255017,[27 14] ; [70 44],[25.65806452 15.34193548] ; [71.34193548 42.65806452],0
n3,1,0.620725,0.24485,[7 6] ; [21 13],[7.74468085 5.25531915] ; [20.25531915 13.74468085],0
p9,1,0.63414,0.226489,[29 12] ; [74 37],[27.78289474 13.21710526] ; [75.21710526 35.78289474],0
u3,1,0.635959,0.224066,[12  9] ; [39 37],[11.04123711  9.95876289] ; [39.95876289 36.04123711],0
v3,1,0.700647,0.147799,[ 7 34] ; [16 94],[ 6.24503311 34.75496689] ; [16.75496689 93.24503311],0
a6,1,0.727359,0.12155,[20 21] ; [52 62],[19.04516129 21.95483871] ; [52.95483871 61.04516129],0
u1,1,0.73953,0.110541,[ 1 40] ; [  4 110],[ 1.32258065 39.67741935] ; [  3.67741935 110.32258065],0
n6,1,0.740073,0.110062,[28 13] ; [81 33],[28.83225806 12.16774194] ; [80.16774194 33.83225806],0
p12,1,0.784937,0.074469,[ 1 40] ; [  2 112],[ 0.79354839 40.20645161] ; [  2.20645161 111.79354839],0
s3,1,0.80051,0.063851,[22 19] ; [57 54],[21.30921053 19.69078947] ; [57.69078947 53.30921053],0
p5,1,0.823465,0.04977,[ 3 38] ; [  7 104],[ 2.69736842 38.30263158] ; [  7.30263158 103.69736842],0
v1,1,0.855513,0.033156,[11 30] ; [32 81],[11.44805195 29.55194805] ; [31.55194805 81.44805195],0
p10,1,0.863332,0.02963,[25 16] ; [70 42],[25.45751634 15.54248366] ; [69.54248366 42.45751634],0
b1,1,0.943058,0.005102,[17 24] ; [48 66],[17.19354839 23.80645161] ; [47.80645161 66.19354839],0
a1,1,0.94683,0.004447,[ 1 40] ; [  3 111],[ 1.05806452 39.94193548] ; [  2.94193548 111.05806452],0
