Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,35.570047,[ 8 53] ; [44 24],[24.58914729 36.41085271] ; [27.41085271 40.58914729],1
r4,1,0.0,30.699601,[30 31] ; [64  5],[44.10769231 16.89230769] ; [49.89230769 19.10769231],1
s8,1,0.0,30.384112,[ 8 53] ; [41 27],[23.17054264 37.82945736] ; [25.82945736 42.17054264],1
s7,1,0.0,27.178091,[10 49] ; [41 24],[24.26612903 34.73387097] ; [26.73387097 38.26612903],1
v4,1,3e-06,21.561333,[37 24] ; [65  4],[47.86153846 13.13846154] ; [54.13846154 14.86153846],1
s3,1,6e-06,20.395422,[15 45] ; [43 23],[27.61904762 32.38095238] ; [30.38095238 35.61904762],1
p6,1,1.4e-05,18.854427,[ 2 58] ; [23 45],[11.71875 48.28125] ; [13.28125 54.71875],1
s5,1,4.8e-05,16.538554,[ 4 54] ; [25 41],[13.56451613 44.43548387] ; [15.43548387 50.56451613],1
r3,1,7.3e-05,15.720863,[38 23] ; [63  6],[47.39230769 13.60769231] ; [53.60769231 15.39230769],1
r1,1,9.8e-05,15.176276,[32 29] ; [58 11],[42.23076923 18.76923077] ; [47.76923077 21.23076923],1
v1,1,0.00054,11.972514,[13 47] ; [34 32],[22.38095238 37.61904762] ; [24.61904762 41.38095238],1
n6,1,0.000904,11.015137,[38 22] ; [60  8],[45.9375 14.0625] ; [52.0625 15.9375],1
b5,1,0.000959,10.904177,[23 38] ; [46 23],[32.37692308 28.62307692] ; [36.62307692 32.37692308],1
p9,1,0.001604,9.955526,[27 31] ; [51 18],[35.62204724 22.37795276] ; [42.37795276 26.62204724],0
v3,1,0.001881,9.662473,[14 44] ; [33 31],[22.3442623 35.6557377] ; [24.6557377 39.3442623],0
v2,1,0.001947,9.598399,[19 39] ; [40 26],[27.59677419 30.40322581] ; [31.40322581 34.59677419],0
u3,1,0.003686,8.432175,[ 6 17] ; [17  8],[11.02083333 11.97916667] ; [11.97916667 13.02083333],0
p12,1,0.008591,6.905884,[ 1 60] ; [10 59],[ 5.16153846 55.83846154] ; [ 5.83846154 63.16153846],0
p4,1,0.009328,6.758931,[10 50] ; [25 42],[16.53543307 43.46456693] ; [18.46456693 48.53543307],0
s4,1,0.016707,5.726883,[ 5 56] ; [16 51],[10.0078125 50.9921875] ; [10.9921875 56.0078125],0
u1,1,0.017158,5.680146,[ 6 55] ; [18 51],[11.26153846 49.73846154] ; [12.73846154 56.26153846],0
p10,1,0.026076,4.950971,[28 32] ; [45 23],[34.21875 25.78125] ; [38.78125 29.21875],0
u2,1,0.027646,4.85001,[ 7 15] ; [16  9],[10.76595745 11.23404255] ; [12.23404255 12.76595745],0
p5,1,0.029676,4.727978,[ 2 57] ; [10 58],[ 5.57480315 53.42519685] ; [ 6.42519685 61.57480315],0
p11,1,0.044545,4.035796,[31 30] ; [47 22],[36.6 24.4] ; [41.4 27.6],0
r2,1,0.128823,2.306636,[48  9] ; [64  5],[50.66666667  6.33333333] ; [61.33333333  7.66666667],0
n3,1,0.133914,2.246531,[16 12] ; [12  3],[18.23255814  9.76744186] ; [9.76744186 5.23255814],0
s1,1,0.15684,2.004429,[ 3 58] ; [ 8 59],[ 5.2421875 55.7578125] ; [ 5.7578125 61.2421875],0
p7,1,0.160529,1.969237,[16 44] ; [25 40],[19.68 40.32] ; [21.32 43.68],0
d5,1,0.188734,1.72747,[37 24] ; [48 19],[40.5078125 20.4921875] ; [44.4921875 22.5078125],0
b4,1,0.191612,1.705183,[32 29] ; [44 25],[35.66153846 25.33846154] ; [40.33846154 28.66153846],0
a7,1,0.205451,1.603194,[35 26] ; [47 22],[38.47692308 22.52307692] ; [43.52307692 25.47692308],0
u4,1,0.218617,1.513424,[ 1 60] ; [ 4 65],[ 2.34615385 58.65384615] ; [ 2.65384615 66.34615385],0
p3,1,0.225013,1.472109,[18 43] ; [27 41],[21.27906977 39.72093023] ; [23.72093023 44.27906977],0
b2,1,0.282776,1.153701,[19 22] ; [18 33],[16.48913043 24.51086957] ; [20.51086957 30.48913043],0
b3,1,0.282776,1.153701,[19 22] ; [18 33],[16.48913043 24.51086957] ; [20.51086957 30.48913043],0
d3,1,0.318728,0.99416,[32 29] ; [41 26],[34.7890625 26.2109375] ; [38.2109375 28.7890625],0
a5,1,0.38199,0.764286,[38 23] ; [48 21],[40.35384615 20.64615385] ; [45.64615385 23.35384615],0
a1,1,0.417278,0.657967,[ 8 53] ; [ 6 63],[ 6.56923077 54.43076923] ; [ 7.43076923 61.56923077],0
p8,1,0.469574,0.522977,[11 50] ; [16 53],[12.66923077 48.33076923] ; [14.33076923 54.66923077],0
b1,1,0.488783,0.479204,[29 32] ; [37 32],[30.96923077 30.03076923] ; [35.03076923 33.96923077],0
n2,1,0.513118,0.427704,[22  9] ; [12  3],[22.91304348  8.08695652] ; [11.08695652  3.91304348],0
d1,1,0.515155,0.423582,[31 30] ; [39 30],[32.84615385 28.15384615] ; [37.15384615 31.84615385],0
a8,1,0.522871,0.408227,[ 7 52] ; [10 53],[ 8.22131148 50.77868852] ; [ 8.77868852 54.22131148],0
d2,1,0.592233,0.286871,[28 31] ; [35 32],[29.5 29.5] ; [33.5 33.5],0
p1,1,0.598031,0.277976,[ 7 54] ; [ 6 63],[ 6.1 54.9] ; [ 6.9 62.1],0
a2,1,0.598031,0.277976,[11 50] ; [15 54],[12.2 48.8] ; [13.8 55.2],0
d4,1,0.600125,0.274807,[43 18] ; [50 17],[44.3203125 16.6796875] ; [48.6796875 18.3203125],0
a6,1,0.607665,0.26359,[40 21] ; [41 26],[38.6015625 22.3984375] ; [42.3984375 24.6015625],0
a4,1,0.647946,0.208499,[28 32] ; [29 39],[26.71875 33.28125] ; [30.28125 37.71875],0
n5,1,0.738003,0.11189,[49 12] ; [57 12],[49.73846154 11.26153846] ; [56.26153846 12.73846154],0
a3,1,0.871698,0.026083,[38 22] ; [44 24],[38.4375 21.5625] ; [43.5625 24.4375],0
n1,1,0.885497,0.020737,[17 14] ; [8 6],[17.22222222 13.77777778] ; [7.77777778 6.22222222],0
