Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.012809,6.195362,[5 8] ; [11 81],[ 1.98095238 11.01904762] ; [14.01904762 77.98095238],0
b4,1,0.028886,4.77437,[ 3 10] ; [51 41],[6.68571429 6.31428571] ; [47.31428571 44.68571429],0
p6,1,0.052118,3.771962,[5 8] ; [14 74],[ 2.44554455 10.55445545] ; [16.55445545 71.44554455],0
p2,1,0.087689,2.9163,[9 4] ; [40 51],[6.125 6.875] ; [42.875 48.125],0
s7,1,0.09769,2.742857,[4 8] ; [12 72],[ 2. 10.] ; [14. 70.],0
p8,1,0.131269,2.277434,[ 1 12] ; [24 65],[3.18627451 9.81372549] ; [21.81372549 67.18627451],0
d3,1,0.144989,2.124195,[9 3] ; [48 43],[6.6407767 5.3592233] ; [50.3592233 40.6407767],0
u3,1,0.146812,2.105067,[3 2] ; [10 26],[1.58536585 3.41463415] ; [11.41463415 24.58536585],0
n5,1,0.155226,2.020124,[5 8] ; [54 37],[7.375 5.625] ; [51.625 39.375],0
u2,1,0.19325,1.692666,[3 2] ; [11 25],[1.70731707 3.29268293] ; [12.29268293 23.70731707],0
r2,1,0.245252,1.350149,[10  1] ; [67 22],[8.47 2.53] ; [68.53 20.47],0
a2,1,0.265333,1.240717,[ 1 12] ; [19 73],[ 2.47619048 10.52380952] ; [17.52380952 74.47619048],0
n2,1,0.342794,0.899955,[2 4] ; [19 16],[3.07317073 2.92682927] ; [17.92682927 17.07317073],0
n4,1,0.368005,0.81039,[6 7] ; [54 37],[7.5 5.5] ; [52.5 38.5],0
r1,1,0.393821,0.727112,[5 8] ; [46 44],[6.4368932 6.5631068] ; [44.5631068 45.4368932],0
b1,1,0.394076,0.726328,[5 8] ; [47 45],[6.43809524 6.56190476] ; [45.56190476 46.43809524],0
s8,1,0.441861,0.591445,[ 2 11] ; [ 8 84],[ 1.23809524 11.76190476] ; [ 8.76190476 83.23809524],0
p3,1,0.495614,0.464315,[4 9] ; [20 70],[3.02912621 9.97087379] ; [20.97087379 69.02912621],0
u1,1,0.536993,0.381142,[ 2 11] ; [ 9 83],[ 1.36190476 11.63809524] ; [ 9.63809524 82.36190476],0
v3,1,0.540083,0.375386,[4 9] ; [20 67],[3.12 9.88] ; [20.88 66.12],0
a7,1,0.576694,0.31161,[8 4] ; [53 38],[7.10679612 4.89320388] ; [53.89320388 37.10679612],0
a4,1,0.592034,0.287179,[4 9] ; [35 56],[4.875 8.125] ; [34.125 56.875],0
a6,1,0.62849,0.234114,[7 6] ; [56 36],[7.8 5.2] ; [55.2 36.8],0
v4,1,0.663177,0.189688,[10  3] ; [64 26],[9.33980583 3.66019417] ; [64.66019417 25.33980583],0
v1,1,0.67253,0.178657,[4 9] ; [23 68],[3.375 9.625] ; [23.625 67.375],0
r4,1,0.684362,0.165257,[7 6] ; [44 48],[6.31428571 6.68571429] ; [44.68571429 47.31428571],0
p9,1,0.697939,0.150625,[5 8] ; [38 48],[5.64646465 7.35353535] ; [37.35353535 48.64646465],0
b2,1,0.738139,0.111769,[2 4] ; [21 31],[2.37931034 3.62068966] ; [20.62068966 31.37931034],0
b3,1,0.738139,0.111769,[2 4] ; [21 31],[2.37931034 3.62068966] ; [20.62068966 31.37931034],0
n6,1,0.738252,0.111669,[7 6] ; [44 46],[6.4368932 6.5631068] ; [44.5631068 45.4368932],0
v2,1,0.749671,0.101808,[ 3 10] ; [24 64],[3.47524752 9.52475248] ; [23.52475248 64.47524752],0
d5,1,0.751251,0.100483,[8 4] ; [57 35],[7.5 4.5] ; [57.5 34.5],0
d4,1,0.755331,0.097106,[8 5] ; [60 31],[8.5 4.5] ; [59.5 31.5],0
d1,1,0.788081,0.072256,[5 8] ; [39 53],[5.44761905 7.55238095] ; [38.55238095 53.44761905],0
n1,1,0.819129,0.052288,[2 4] ; [13 21],[2.25 3.75] ; [12.75 21.25],0
s3,1,0.822624,0.050253,[4 9] ; [25 65],[3.66019417 9.33980583] ; [25.33980583 64.66019417],0
p7,1,0.833706,0.04408,[4 9] ; [30 59],[4.33333333 8.66666667] ; [29.66666667 59.33333333],0
s5,1,0.870544,0.026559,[ 1 10] ; [ 7 84],[ 0.8627451 10.1372549] ; [ 7.1372549 83.8627451],0
d2,1,0.881359,0.022275,[6 7] ; [40 51],[5.75 7.25] ; [40.25 50.75],0
n3,1,0.88812,0.019792,[3 3] ; [15 17],[2.84210526 3.15789474] ; [15.15789474 16.84210526],0
s1,1,0.895126,0.017377,[ 1 12] ; [ 8 83],[ 1.125 11.875] ; [ 7.875 83.125],0
b5,1,0.90372,0.014632,[8 5] ; [55 37],[7.8 5.2] ; [55.2 36.8],0
a3,1,0.923257,0.00928,[8 5] ; [56 33],[8.15686275 4.84313725] ; [55.84313725 33.15686275],0
p10,1,0.923257,0.00928,[5 8] ; [33 56],[4.84313725 8.15686275] ; [33.15686275 55.84313725],0
r3,1,0.938977,0.005861,[8 5] ; [57 34],[8.125 4.875] ; [56.875 34.125],0
p4,1,0.961111,0.002377,[ 3 10] ; [20 69],[ 2.93137255 10.06862745] ; [20.06862745 68.93137255],0
a5,1,0.972887,0.001155,[7 6] ; [50 42],[7.05714286 5.94285714] ; [49.94285714 42.05714286],0
