Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.115544,[145  14] ; [2 8],[138.30177515  20.69822485] ; [8.69822485 1.30177515],1
v4,1,7e-06,20.216522,[147  11] ; [5 5],[142.95238095  15.04761905] ; [9.04761905 0.95238095],1
r3,1,0.000134,14.588712,[142  15] ; [5 5],[138.19760479  18.80239521] ; [8.80239521 1.19760479],1
a7,1,0.000659,11.600739,[124  35] ; [3 7],[119.4852071  39.5147929] ; [7.5147929 2.4852071],1
p9,1,0.004516,8.063869,[100  54] ; [2 8],[95.7804878 58.2195122] ; [6.2195122 3.7804878],0
d5,1,0.004732,7.9793,[134  24] ; [5 5],[130.72619048  27.27380952] ; [8.27380952 1.72619048],0
s6,1,0.004828,7.942679,[112  43] ; [3 7],[108.03030303  46.96969697] ; [6.96969697 3.03030303],0
a6,1,0.004896,7.917429,[102  56] ; [2 8],[97.80952381 60.19047619] ; [6.19047619 3.80952381],0
a5,1,0.005585,7.679403,[114  45] ; [3 7],[110.07692308  48.92307692] ; [6.92307692 3.07692308],0
d2,1,0.005656,7.656663,[87 71] ; [1 9],[82.76190476 75.23809524] ; [5.23809524 4.76190476],0
d3,1,0.005883,7.58575,[113  45] ; [3 7],[109.0952381  48.9047619] ; [6.9047619 3.0952381],0
d1,1,0.0121,6.296152,[96 63] ; [2 8],[92.20118343 66.79881657] ; [5.79881657 4.20118343],0
a1,1,0.033117,4.539734,[  7 152] ; [2 8],[  8.46745562 150.53254438] ; [0.53254438 9.46745562],0
n3,1,0.046933,3.947794,[45 17] ; [2 4],[42.85294118 19.14705882] ; [4.14705882 1.85294118],0
v2,1,0.047759,3.918443,[79 72] ; [2 8],[75.9689441 75.0310559] ; [5.0310559 4.9689441],0
a4,1,0.065591,3.390038,[79 79] ; [2 8],[76.17857143 81.82142857] ; [4.82142857 5.17857143],0
b1,1,0.068357,3.322048,[80 79] ; [8 2],[82.79289941 76.20710059] ; [5.20710059 4.79289941],0
v1,1,0.098239,2.733899,[74 84] ; [2 8],[71.47619048 86.52380952] ; [4.52380952 5.47619048],0
s3,1,0.104749,2.631706,[89 69] ; [3 7],[86.52380952 71.47619048] ; [5.47619048 4.52380952],0
n6,1,0.11795,2.444337,[109  48] ; [4 5],[106.87349398  50.12650602] ; [6.12650602 2.87349398],0
p6,1,0.12218,2.389154,[ 52 103] ; [1 9],[ 49.78787879 105.21212121] ; [3.21212121 6.78787879],0
s2,1,0.155116,2.021204,[84 74] ; [3 7],[81.82142857 76.17857143] ; [5.17857143 4.82142857],0
n1,1,0.165605,1.922283,[29 34] ; [1 5],[27.39130435 35.60869565] ; [2.60869565 3.39130435],0
s8,1,0.169024,1.891581,[66 91] ; [2 8],[63.92814371 93.07185629] ; [4.07185629 5.92814371],0
s1,1,0.171594,1.868963,[ 12 145] ; [2 8],[ 13.16167665 143.83832335] ; [0.83832335 9.16167665],0
a2,1,0.207213,1.590789,[ 45 114] ; [1 9],[ 43.27810651 115.72189349] ; [2.72189349 7.27810651],0
p2,1,0.218072,1.517011,[108  49] ; [5 5],[106.23353293  50.76646707] ; [6.76646707 3.23353293],0
p10,1,0.243122,1.362399,[90 63] ; [4 6],[88.23312883 64.76687117] ; [5.76687117 4.23312883],0
d4,1,0.247946,1.334838,[132  25] ; [7 3],[130.67664671  26.32335329] ; [8.32335329 1.67664671],0
v3,1,0.280314,1.165566,[55 94] ; [2 8],[53.41509434 95.58490566] ; [3.58490566 6.41509434],0
p7,1,0.284881,1.143659,[73 81] ; [3 7],[71.36585366 82.63414634] ; [4.63414634 5.36585366],0
a3,1,0.290696,1.116397,[113  44] ; [5 4],[111.60240964  45.39759036] ; [6.39759036 2.60240964],0
p8,1,0.324644,0.970144,[ 55 101] ; [2 8],[ 53.56626506 102.43373494] ; [3.43373494 6.56626506],0
n2,1,0.335495,0.927571,[45 20] ; [3 3],[43.94366197 21.05633803] ; [4.05633803 1.94366197],0
b5,1,0.367793,0.811109,[102  57] ; [5 5],[100.66863905  58.33136095] ; [6.33136095 3.66863905],0
n5,1,0.408809,0.682261,[99 58] ; [5 5],[97.77245509 59.22754491] ; [6.22754491 3.77245509],0
a8,1,0.420345,0.649351,[ 16 124] ; [2 8],[ 16.8 123.2] ; [1.2 8.8],0
p3,1,0.550633,0.356185,[62 95] ; [3 7],[61.10778443 95.89221557] ; [3.89221557 6.10778443],0
p4,1,0.661086,0.192207,[74 83] ; [4 6],[73.32934132 83.67065868] ; [4.67065868 5.32934132],0
u2,1,0.67166,0.179667,[22 22] ; [2 3],[21.55102041 22.44897959] ; [2.44897959 2.55102041],0
s7,1,0.700687,0.147758,[73 70] ; [4 5],[72.44078947 70.55921053] ; [4.55921053 4.44078947],0
n4,1,0.756361,0.096263,[103  55] ; [7 3],[103.45238095  54.54761905] ; [6.54761905 3.45238095],0
p5,1,0.792307,0.069335,[ 12 144] ; [1 9],[ 12.21686747 143.78313253] ; [0.78313253 9.21686747],0
p1,1,0.902487,0.015011,[ 14 144] ; [1 9],[ 14.10714286 143.89285714] ; [0.89285714 9.10714286],0
b2,1,0.935906,0.006467,[22 59] ; [2 5],[22.09090909 58.90909091] ; [1.90909091 5.09090909],0
