Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,42.399482,[271  17] ; [67 30],[252.84155844  35.15844156] ; [85.15844156 11.84155844],1
p11,1,0.0,38.529049,[227  62] ; [45 54],[202.59793814  86.40206186] ; [69.40206186 29.59793814],1
p10,1,0.0,37.038388,[212  72] ; [39 57],[187.58947368  96.41052632] ; [63.41052632 32.58947368],1
r3,1,0.0,33.916779,[266  21] ; [69 30],[249.08031088  37.91968912] ; [85.91968912 13.08031088],1
r4,1,0.0,29.545504,[243  46] ; [57 42],[223.45360825  65.54639175] ; [76.54639175 22.45360825],1
n5,1,0.0,29.379162,[212  75] ; [43 55],[190.09090909  96.90909091] ; [64.90909091 33.09090909],1
p9,1,0.0,26.709191,[221  62] ; [49 48],[201.07894737  81.92105263] ; [68.92105263 28.07894737],1
p2,1,4e-05,16.865178,[229  58] ; [57 40],[213.75520833  73.24479167] ; [72.24479167 24.75520833],1
r2,1,0.000153,14.334388,[260  23] ; [76 22],[249.57480315  33.42519685] ; [86.42519685 11.57480315],1
p4,1,0.000339,12.843701,[145 140] ; [29 68],[129.81675393 155.18324607] ; [44.18324607 52.81675393],1
n4,1,0.000476,12.206513,[209  79] ; [53 46],[194.97674419  93.02325581] ; [67.02325581 31.97674419],1
b1,1,0.001292,10.35329,[ 99 190] ; [52 47],[112.47164948 176.52835052] ; [38.52835052 60.47164948],0
s6,1,0.00233,9.269698,[114 169] ; [23 76],[101.4947644 181.5052356] ; [35.5052356 63.4947644],0
s1,1,0.004449,8.090846,[  3 283] ; [ 6 93],[  6.68571429 279.31428571] ; [ 2.31428571 96.68571429],0
p8,1,0.005841,7.598859,[135 150] ; [30 66],[123.42519685 161.57480315] ; [41.57480315 54.42519685],0
p3,1,0.006446,7.421059,[122 166] ; [26 71],[110.71168831 177.28831169] ; [37.28831169 59.71168831],0
a1,1,0.007987,7.03644,[  8 281] ; [ 9 90],[ 12.66237113 276.33762887] ; [ 4.33762887 94.66237113],0
v1,1,0.009641,6.700099,[132 151] ; [31 67],[121.07349081 161.92650919] ; [41.92650919 56.07349081],0
v3,1,0.010033,6.629003,[ 92 191] ; [17 75],[ 82.25866667 200.74133333] ; [26.74133333 65.25866667],0
v2,1,0.011446,6.394713,[146 134] ; [34 58],[135.48387097 144.51612903] ; [44.51612903 47.48387097],0
d3,1,0.018557,5.542825,[189 100] ; [51 47],[179.2248062 109.7751938] ; [60.7751938 37.2248062],0
d1,1,0.020434,5.374467,[144 145] ; [36 63],[134.07216495 154.92783505] ; [45.92783505 53.07216495],0
p7,1,0.020996,5.327122,[157 127] ; [40 56],[147.23157895 136.76842105] ; [49.76842105 46.23157895],0
u1,1,0.025642,4.980026,[ 34 255] ; [ 4 95],[ 28.30412371 260.69587629] ; [ 9.69587629 89.30412371],0
p5,1,0.027257,4.874427,[ 25 263] ; [ 2 95],[ 20.1974026 267.8025974] ; [ 6.8025974 90.1974026],0
p6,1,0.041426,4.158515,[ 72 213] ; [14 79],[ 64.84126984 220.15873016] ; [21.15873016 71.84126984],0
d5,1,0.04629,3.970996,[222  67] ; [66 33],[214.51546392  74.48453608] ; [73.48453608 25.51546392],0
a5,1,0.06039,3.526645,[191  98] ; [55 44],[183.23195876 105.76804124] ; [62.76804124 36.23195876],0
s3,1,0.064565,3.416048,[ 53 230] ; [27 71],[ 59.42257218 223.57742782] ; [20.57742782 77.42257218],0
