Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.006328,7.454428,[ 9 16] ; [25 10],[14.16666667 10.83333333] ; [19.83333333 15.16666667],0
d3,1,0.007728,7.095503,[ 7 18] ; [22 13],[12.08333333 12.91666667] ; [16.91666667 18.08333333],0
p11,1,0.014915,5.926531,[10 15] ; [25 10],[14.58333333 10.41666667] ; [20.41666667 14.58333333],0
p9,1,0.02223,5.227729,[10 13] ; [25  9],[14.12280702  8.87719298] ; [20.87719298 13.12280702],0
p10,1,0.040778,4.18522,[ 9 15] ; [22 12],[12.82758621 11.17241379] ; [18.17241379 15.82758621],0
n6,1,0.045087,4.015394,[12 13] ; [25  9],[15.6779661  9.3220339] ; [21.3220339 12.6779661],0
n1,1,0.046322,3.969862,[5 4] ; [ 3 14],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
r3,1,0.049745,3.850039,[13 12] ; [26  8],[16.52542373  8.47457627] ; [22.47457627 11.52542373],0
p4,1,0.069559,3.293388,[ 7 18] ; [18 17],[10.41666667 14.58333333] ; [14.58333333 20.41666667],0
p8,1,0.088018,2.910257,[ 4 20] ; [13 22],[ 6.91525424 17.08474576] ; [10.08474576 24.91525424],0
p7,1,0.108809,2.571429,[ 7 18] ; [17 18],[10. 15.] ; [14. 21.],0
s8,1,0.124514,2.359598,[ 3 22] ; [10 25],[ 5.41666667 19.58333333] ; [ 7.58333333 27.41666667],0
s7,1,0.136872,2.212775,[ 3 19] ; [10 22],[ 5.2962963 16.7037037] ; [ 7.7037037 24.2962963],0
a2,1,0.161601,1.959184,[ 3 22] ; [ 1 34],[ 1.66666667 23.33333333] ; [ 2.33333333 32.66666667],0
r1,1,0.194924,1.68,[ 6 19] ; [14 21],[ 8.33333333 16.66666667] ; [11.66666667 23.33333333],0
a8,1,0.228152,1.452344,[ 4 20] ; [ 2 29],[ 2.61818182 21.38181818] ; [ 3.38181818 27.61818182],0
s6,1,0.285049,1.142857,[ 8 17] ; [16 19],[10. 15.] ; [14. 21.],0
s5,1,0.304371,1.054945,[ 2 23] ; [ 6 29],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
d1,1,0.323678,0.974026,[ 5 20] ; [11 24],[ 6.66666667 18.33333333] ; [ 9.33333333 25.66666667],0
r4,1,0.367869,0.810849,[ 4 21] ; [ 9 26],[ 5.41666667 19.58333333] ; [ 7.58333333 27.41666667],0
p1,1,0.385123,0.754286,[ 3 22] ; [ 2 33],[ 2.08333333 22.91666667] ; [ 2.91666667 32.08333333],0
s1,1,0.385123,0.754286,[ 3 22] ; [ 2 33],[ 2.08333333 22.91666667] ; [ 2.91666667 32.08333333],0
a1,1,0.385123,0.754286,[ 3 22] ; [ 2 33],[ 2.08333333 22.91666667] ; [ 2.91666667 32.08333333],0
